Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88MR7,Q88MR7_PSEPK,Pp_1502,OmpA family protein,PP_0812,R2,814067.7
Q88MR7,Q88MR7_PSEPK,Pp_1502,OmpA family protein,PP_0812,R3,734426.46
Q88MS0,Q88MS0_PSEPK,Pp_1499,Flavohemoglobin expression-modulating QEGLA motif protein,PP_0812,R1,207794.958
Q88MS0,Q88MS0_PSEPK,Pp_1499,Flavohemoglobin expression-modulating QEGLA motif protein,PP_0812,R2,215291.89
Q88MS0,Q88MS0_PSEPK,Pp_1499,Flavohemoglobin expression-modulating QEGLA motif protein,PP_0812,R3,276432.24
Q88MS1,Q88MS1_PSEPK,Pp_1498,Lipoprotein,PP_0812,R1,1708.758
Q88MS1,Q88MS1_PSEPK,Pp_1498,Lipoprotein,PP_0812,R2,8044.86
Q88MS1,Q88MS1_PSEPK,Pp_1498,Lipoprotein,PP_0812,R3,4249.68
Q88MS2,Q88MS2_PSEPK,Pp_1497,"Transcriptional regulator, TetR family",PP_0812,R1,1708.758
Q88MS2,Q88MS2_PSEPK,Pp_1497,"Transcriptional regulator, TetR family",PP_0812,R2,8044.86
Q88MS2,Q88MS2_PSEPK,Pp_1497,"Transcriptional regulator, TetR family",PP_0812,R3,4249.68
Q88MS3,SYK_PSEPK,Lyss,Lysine--tRNA ligase,PP_0812,R1,6849368.595
Q88MS3,SYK_PSEPK,Lyss,Lysine--tRNA ligase,PP_0812,R2,7009501.41
Q88MS3,SYK_PSEPK,Lyss,Lysine--tRNA ligase,PP_0812,R3,6998879.36
Q88MS4,Q88MS4_PSEPK,Pp_1494,diguanylate cyclase,PP_0812,R1,105254.137
Q88MS4,Q88MS4_PSEPK,Pp_1494,diguanylate cyclase,PP_0812,R2,35559.62
Q88MS4,Q88MS4_PSEPK,Pp_1494,diguanylate cyclase,PP_0812,R3,66641.72
Q88MS7,Q88MS7_PSEPK,Pp_1491,CheW domain protein,PP_0812,R1,854.379
Q88MS7,Q88MS7_PSEPK,Pp_1491,CheW domain protein,PP_0812,R2,4022.43
Q88MS7,Q88MS7_PSEPK,Pp_1491,CheW domain protein,PP_0812,R3,2124.84
Q88MT0,Q88MT0_PSEPK,Pp_1488,Methyl-accepting chemotaxis transducer,PP_0812,R1,319793.377
Q88MT0,Q88MT0_PSEPK,Pp_1488,Methyl-accepting chemotaxis transducer,PP_0812,R2,295359.65
Q88MT0,Q88MT0_PSEPK,Pp_1488,Methyl-accepting chemotaxis transducer,PP_0812,R3,259988.44
Q88MT1,Q88MT1_PSEPK,Pp_1487,Tellurite resistance TerB family protein,PP_0812,R1,66497.879
Q88MT1,Q88MT1_PSEPK,Pp_1487,Tellurite resistance TerB family protein,PP_0812,R2,54376.53
Q88MT1,Q88MT1_PSEPK,Pp_1487,Tellurite resistance TerB family protein,PP_0812,R3,53162.84
Q88MT2,Q88MT2_PSEPK,Ydcs,"Polyamine ABC transporter, periplasmic polyamine-binding protein",PP_0812,R1,45269.516
Q88MT2,Q88MT2_PSEPK,Ydcs,"Polyamine ABC transporter, periplasmic polyamine-binding protein",PP_0812,R2,87043.32
Q88MT2,Q88MT2_PSEPK,Ydcs,"Polyamine ABC transporter, periplasmic polyamine-binding protein",PP_0812,R3,110340.16
Q88MT7,Q88MT7_PSEPK,Patd,Medium chain aldehyde dehydrogenase,PP_0812,R1,615115.816
Q88MT7,Q88MT7_PSEPK,Patd,Medium chain aldehyde dehydrogenase,PP_0812,R2,467596.98
Q88MT7,Q88MT7_PSEPK,Patd,Medium chain aldehyde dehydrogenase,PP_0812,R3,297042.38
Q88MU0,Q88MU0_PSEPK,Pp_1478,Xenobiotic reductase,PP_0812,R1,1962597.032
Q88MU0,Q88MU0_PSEPK,Pp_1478,Xenobiotic reductase,PP_0812,R2,1838683.98
Q88MU0,Q88MU0_PSEPK,Pp_1478,Xenobiotic reductase,PP_0812,R3,1856826.32
Q88MU2,Q88MU2_PSEPK,Pp_1476,YaeQ family protein,PP_0812,R1,488257.4
Q88MU2,Q88MU2_PSEPK,Pp_1476,YaeQ family protein,PP_0812,R2,504022
Q88MU2,Q88MU2_PSEPK,Pp_1476,YaeQ family protein,PP_0812,R3,594646.2
Q88MU3,Q88MU3_PSEPK,Pp_1475,CAIB/BAIF family protein,PP_0812,R1,113923.616
Q88MU3,Q88MU3_PSEPK,Pp_1475,CAIB/BAIF family protein,PP_0812,R2,173037.46
Q88MU3,Q88MU3_PSEPK,Pp_1475,CAIB/BAIF family protein,PP_0812,R3,83953.36
Q88MU7,Q88MU7_PSEPK,Thrc,Threonine synthase,PP_0812,R1,4065524.129
Q88MU7,Q88MU7_PSEPK,Thrc,Threonine synthase,PP_0812,R2,3896459.93
Q88MU7,Q88MU7_PSEPK,Thrc,Threonine synthase,PP_0812,R3,3681949.22
Q88MU8,Q88MU8_PSEPK,Hom,Homoserine dehydrogenase,PP_0812,R1,1585732.737
Q88MU8,Q88MU8_PSEPK,Hom,Homoserine dehydrogenase,PP_0812,R2,1695236.22
Q88MU8,Q88MU8_PSEPK,Hom,Homoserine dehydrogenase,PP_0812,R3,1786574.32
Q88MU9,Q88MU9_PSEPK,Dsbc,Thiol:disulfide interchange protein,PP_0812,R1,60762.579
Q88MU9,Q88MU9_PSEPK,Dsbc,Thiol:disulfide interchange protein,PP_0812,R2,70722.83
Q88MU9,Q88MU9_PSEPK,Dsbc,Thiol:disulfide interchange protein,PP_0812,R3,67252.74
Q88MV3,RL19_PSEPK,Rpls,Large ribosomal subunit protein bL19,PP_0812,R1,9612678.137
Q88MV3,RL19_PSEPK,Rpls,Large ribosomal subunit protein bL19,PP_0812,R2,9849165.29
Q88MV3,RL19_PSEPK,Rpls,Large ribosomal subunit protein bL19,PP_0812,R3,9477085.52
Q88MV5,RIMM_PSEPK,Rimm,Ribosome maturation factor RimM,PP_0812,R1,370895
Q88MV5,RIMM_PSEPK,Rimm,Ribosome maturation factor RimM,PP_0812,R2,266205.06
Q88MV5,RIMM_PSEPK,Rimm,Ribosome maturation factor RimM,PP_0812,R3,322401.52
Q88MV6,RS16_PSEPK,Rpsp,Small ribosomal subunit protein bS16,PP_0812,R1,7198819.479
Q88MV6,RS16_PSEPK,Rpsp,Small ribosomal subunit protein bS16,PP_0812,R2,7639818.63
Q88MV6,RS16_PSEPK,Rpsp,Small ribosomal subunit protein bS16,PP_0812,R3,7764715.84
Q88MV7,Q88MV7_PSEPK,Ffh,Signal recognition particle protein,PP_0812,R1,1138895.653
Q88MV7,Q88MV7_PSEPK,Ffh,Signal recognition particle protein,PP_0812,R2,1236502.08
Q88MV7,Q88MV7_PSEPK,Ffh,Signal recognition particle protein,PP_0812,R3,1409546.08
Q88MV9,Q88MV9_PSEPK,Pp_1459,CBS domain protein,PP_0812,R1,72658.079
Q88MV9,Q88MV9_PSEPK,Pp_1459,CBS domain protein,PP_0812,R2,120848.2
Q88MV9,Q88MV9_PSEPK,Pp_1459,CBS domain protein,PP_0812,R3,55095.48
Q88MW1,PURT_PSEPK,Purt,Formate-dependent phosphoribosylglycinamide formyltransferase,PP_0812,R1,1880078.758
Q88MW1,PURT_PSEPK,Purt,Formate-dependent phosphoribosylglycinamide formyltransferase,PP_0812,R2,1835347.85
Q88MW1,PURT_PSEPK,Purt,Formate-dependent phosphoribosylglycinamide formyltransferase,PP_0812,R3,2076212.44
Q88MW4,Q88MW4_PSEPK,Pp_1454,Gamma carbonic anhydrase family protein,PP_0812,R1,1708.758
Q88MW4,Q88MW4_PSEPK,Pp_1454,Gamma carbonic anhydrase family protein,PP_0812,R2,8044.86
Q88MW4,Q88MW4_PSEPK,Pp_1454,Gamma carbonic anhydrase family protein,PP_0812,R3,4249.68
Q88MW5,Q88MW5_PSEPK,Nudl,NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity,PP_0812,R1,51841.4
Q88MW5,Q88MW5_PSEPK,Nudl,NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity,PP_0812,R2,49033.8
Q88MW5,Q88MW5_PSEPK,Nudl,NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity,PP_0812,R3,33165.8
Q88MX4,Q88MX4_PSEPK,Gcd,Quinoprotein glucose dehydrogenase,PP_0812,R1,294261.79
Q88MX4,Q88MX4_PSEPK,Gcd,Quinoprotein glucose dehydrogenase,PP_0812,R2,305275.26
Q88MX4,Q88MX4_PSEPK,Gcd,Quinoprotein glucose dehydrogenase,PP_0812,R3,287544.74
Q88MX5,Q88MX5_PSEPK,Lon-i,Lon protease,PP_0812,R1,2694976.274
Q88MX5,Q88MX5_PSEPK,Lon-i,Lon protease,PP_0812,R2,2649600.61
Q88MX5,Q88MX5_PSEPK,Lon-i,Lon protease,PP_0812,R3,3033192.4
Q88MY2,PDXJ_PSEPK,Pdxj,Pyridoxine 5'-phosphate synthase,PP_0812,R1,393881.116
Q88MY2,PDXJ_PSEPK,Pdxj,Pyridoxine 5'-phosphate synthase,PP_0812,R2,339647.18
Q88MY2,PDXJ_PSEPK,Pdxj,Pyridoxine 5'-phosphate synthase,PP_0812,R3,411036.16
Q88MY4,ERA_PSEPK,Era,GTPase Era,PP_0812,R1,550955.116
Q88MY4,ERA_PSEPK,Era,GTPase Era,PP_0812,R2,476559.52
Q88MY4,ERA_PSEPK,Era,GTPase Era,PP_0812,R3,514957
Q88MY5,RNC_PSEPK,Rnc,Ribonuclease 3,PP_0812,R1,140146.458
Q88MY5,RNC_PSEPK,Rnc,Ribonuclease 3,PP_0812,R2,190506.33
Q88MY5,RNC_PSEPK,Rnc,Ribonuclease 3,PP_0812,R3,115728.29
Q88MY6,Q88MY6_PSEPK,Lepb,Signal peptidase I,PP_0812,R1,454149.179
Q88MY6,Q88MY6_PSEPK,Lepb,Signal peptidase I,PP_0812,R2,487379.03
Q88MY6,Q88MY6_PSEPK,Lepb,Signal peptidase I,PP_0812,R3,465048.28
Q88MY7,LEPA_PSEPK,Lepa,Elongation factor 4,PP_0812,R1,1038640.475
Q88MY7,LEPA_PSEPK,Lepa,Elongation factor 4,PP_0812,R2,1311290.78
Q88MY7,LEPA_PSEPK,Lepa,Elongation factor 4,PP_0812,R3,1170986.34
Q88MY8,Q88MY8_PSEPK,Pp_1430,Probable periplasmic serine endoprotease DegP-like,PP_0812,R1,1676596.153
Q88MY8,Q88MY8_PSEPK,Pp_1430,Probable periplasmic serine endoprotease DegP-like,PP_0812,R2,1789198.98
Q88MY8,Q88MY8_PSEPK,Pp_1430,Probable periplasmic serine endoprotease DegP-like,PP_0812,R3,1975173.8
Q88MY9,Q88MY9_PSEPK,Mucb,Sigma factor AlgU regulatory protein MucB,PP_0812,R1,580460.916
Q88MY9,Q88MY9_PSEPK,Mucb,Sigma factor AlgU regulatory protein MucB,PP_0812,R2,574083.92
Q88MY9,Q88MY9_PSEPK,Mucb,Sigma factor AlgU regulatory protein MucB,PP_0812,R3,392422.76
Q88MZ0,Q88MZ0_PSEPK,Muca,Sigma factor AlgU negative regulatory protein,PP_0812,R1,60964.2
Q88MZ0,Q88MZ0_PSEPK,Muca,Sigma factor AlgU negative regulatory protein,PP_0812,R2,42688.1
Q88MZ0,Q88MZ0_PSEPK,Muca,Sigma factor AlgU negative regulatory protein,PP_0812,R3,25267.4
Q88MZ1,Q88MZ1_PSEPK,Rpoe,RNA polymerase sigma factor,PP_0812,R1,310005.758
Q88MZ1,Q88MZ1_PSEPK,Rpoe,RNA polymerase sigma factor,PP_0812,R2,179097.62
Q88MZ1,Q88MZ1_PSEPK,Rpoe,RNA polymerase sigma factor,PP_0812,R3,116302.2
Q88MZ2,Q88MZ2_PSEPK,Nadb,L-aspartate oxidase,PP_0812,R1,446599.837
Q88MZ2,Q88MZ2_PSEPK,Nadb,L-aspartate oxidase,PP_0812,R2,408528.29
Q88MZ2,Q88MZ2_PSEPK,Nadb,L-aspartate oxidase,PP_0812,R3,521936.18
Q88MZ4,SDHE_PSEPK,Sdhe,FAD assembly factor SdhE,PP_0812,R1,137156.558
Q88MZ4,SDHE_PSEPK,Sdhe,FAD assembly factor SdhE,PP_0812,R2,231787.83
Q88MZ4,SDHE_PSEPK,Sdhe,FAD assembly factor SdhE,PP_0812,R3,156708.38
Q88MZ5,Q88MZ5_PSEPK,Pp_1423,Aminomethyltransferase folate-binding domain-containing protein,PP_0812,R1,577837.958
Q88MZ5,Q88MZ5_PSEPK,Pp_1423,Aminomethyltransferase folate-binding domain-containing protein,PP_0812,R2,593297.23
Q88MZ5,Q88MZ5_PSEPK,Pp_1423,Aminomethyltransferase folate-binding domain-containing protein,PP_0812,R3,530545.14
Q88MZ9,Q88MZ9_PSEPK,Opdh,Tricarboxylate-specific outer membrane porin,PP_0812,R1,51526.779
Q88MZ9,Q88MZ9_PSEPK,Opdh,Tricarboxylate-specific outer membrane porin,PP_0812,R2,54220.43
Q88MZ9,Q88MZ9_PSEPK,Opdh,Tricarboxylate-specific outer membrane porin,PP_0812,R3,4249.68
Q88N00,Q88N00_PSEPK,Pp_1418,Tricarboxylate transport protein TctC,PP_0812,R1,5126.274
Q88N00,Q88N00_PSEPK,Pp_1418,Tricarboxylate transport protein TctC,PP_0812,R2,60083.35
Q88N00,Q88N00_PSEPK,Pp_1418,Tricarboxylate transport protein TctC,PP_0812,R3,660529.66
Q88N06,Q88N06_PSEPK,Pp_1412,3-hydroxyisobutyryl-CoA hydrolase,PP_0812,R1,67231.579
Q88N06,Q88N06_PSEPK,Pp_1412,3-hydroxyisobutyryl-CoA hydrolase,PP_0812,R2,8044.86
Q88N06,Q88N06_PSEPK,Pp_1412,3-hydroxyisobutyryl-CoA hydrolase,PP_0812,R3,69555.14
Q88N10,Q88N10_PSEPK,Pp_1406,DUF4917 domain-containing protein,PP_0812,R1,3417.516
Q88N10,Q88N10_PSEPK,Pp_1406,DUF4917 domain-containing protein,PP_0812,R2,40601.99
Q88N10,Q88N10_PSEPK,Pp_1406,DUF4917 domain-containing protein,PP_0812,R3,38929.62
Q88N13,Q88N13_PSEPK,Bglx,beta-glucosidase,PP_0812,R1,412781.537
Q88N13,Q88N13_PSEPK,Bglx,beta-glucosidase,PP_0812,R2,311930.39
Q88N13,Q88N13_PSEPK,Bglx,beta-glucosidase,PP_0812,R3,349976.82
Q88N16,Q88N16_PSEPK,Kgtp,Alpha-ketoglutarate permease,PP_0812,R1,156307.158
Q88N16,Q88N16_PSEPK,Kgtp,Alpha-ketoglutarate permease,PP_0812,R2,135396.46
Q88N16,Q88N16_PSEPK,Kgtp,Alpha-ketoglutarate permease,PP_0812,R3,154411.88
Q88N18,Q88N18_PSEPK,Pp_1398,Flavin reductase like domain-containing protein,PP_0812,R1,58463.679
Q88N18,Q88N18_PSEPK,Pp_1398,Flavin reductase like domain-containing protein,PP_0812,R2,33651.33
Q88N18,Q88N18_PSEPK,Pp_1398,Flavin reductase like domain-containing protein,PP_0812,R3,4249.68
Q88N19,Q88N19_PSEPK,Pp_1397,Uncharacterized protein,PP_0812,R1,19009.3
Q88N19,Q88N19_PSEPK,Pp_1397,Uncharacterized protein,PP_0812,R2,23480.6
Q88N19,Q88N19_PSEPK,Pp_1397,Uncharacterized protein,PP_0812,R3,2124.84
Q88N24,Q88N24_PSEPK,Pp_1392,NAD-binding protein,PP_0812,R1,261749.237
Q88N24,Q88N24_PSEPK,Pp_1392,NAD-binding protein,PP_0812,R2,324091.09
Q88N24,Q88N24_PSEPK,Pp_1392,NAD-binding protein,PP_0812,R3,587668.84
Q88N27,OADC_PSEPK,Pp_1389,Oxaloacetate decarboxylase,PP_0812,R1,62106.095
Q88N27,OADC_PSEPK,Pp_1389,Oxaloacetate decarboxylase,PP_0812,R2,116315.09
Q88N27,OADC_PSEPK,Pp_1389,Oxaloacetate decarboxylase,PP_0812,R3,153451.72
Q88N30,TTGA_PSEPK,Ttga,Probable efflux pump periplasmic linker TtgA,PP_0812,R1,387533.653
Q88N30,TTGA_PSEPK,Ttga,Probable efflux pump periplasmic linker TtgA,PP_0812,R2,330688.67
Q88N30,TTGA_PSEPK,Ttga,Probable efflux pump periplasmic linker TtgA,PP_0812,R3,440470.92
Q88N31,TTGB_PSEPK,Ttgb,Probable efflux pump membrane transporter TtgB,PP_0812,R1,616692.553
Q88N31,TTGB_PSEPK,Ttgb,Probable efflux pump membrane transporter TtgB,PP_0812,R2,616783.32
Q88N31,TTGB_PSEPK,Ttgb,Probable efflux pump membrane transporter TtgB,PP_0812,R3,555029.24
Q88N32,TTGC_PSEPK,Ttgc,Probable efflux pump outer membrane protein TtgC,PP_0812,R1,795529.016
Q88N32,TTGC_PSEPK,Ttgc,Probable efflux pump outer membrane protein TtgC,PP_0812,R2,1558249.73
Q88N32,TTGC_PSEPK,Ttgc,Probable efflux pump outer membrane protein TtgC,PP_0812,R3,1339851.72
Q88N35,Q88N35_PSEPK,Pcac,4-carboxymuconolactone decarboxylase,PP_0812,R1,854.379
Q88N35,Q88N35_PSEPK,Pcac,4-carboxymuconolactone decarboxylase,PP_0812,R2,4022.43
Q88N35,Q88N35_PSEPK,Pcac,4-carboxymuconolactone decarboxylase,PP_0812,R3,2124.84
Q88N36,Q88N36_PSEPK,Pcad,3-oxoadipate enol-lactonase 2,PP_0812,R1,138780.474
Q88N36,Q88N36_PSEPK,Pcad,3-oxoadipate enol-lactonase 2,PP_0812,R2,57130.24
Q88N36,Q88N36_PSEPK,Pcad,3-oxoadipate enol-lactonase 2,PP_0812,R3,105704.98
Q88N37,Q88N37_PSEPK,Pcab,"3-carboxy-cis,cis-muconate cycloisomerase",PP_0812,R1,314551.553
Q88N37,Q88N37_PSEPK,Pcab,"3-carboxy-cis,cis-muconate cycloisomerase",PP_0812,R2,166368.61
Q88N37,Q88N37_PSEPK,Pcab,"3-carboxy-cis,cis-muconate cycloisomerase",PP_0812,R3,159272.4
Q88N38,Q88N38_PSEPK,Pcat,Alpha-ketoglutarate permease,PP_0812,R1,1708.758
Q88N38,Q88N38_PSEPK,Pcat,Alpha-ketoglutarate permease,PP_0812,R2,8044.86
Q88N38,Q88N38_PSEPK,Pcat,Alpha-ketoglutarate permease,PP_0812,R3,4249.68
Q88N41,Q88N41_PSEPK,Pcar,Transcription regulatory protein (Pca regulon),PP_0812,R1,307616.516
Q88N41,Q88N41_PSEPK,Pcar,Transcription regulatory protein (Pca regulon),PP_0812,R2,282450.39
Q88N41,Q88N41_PSEPK,Pcar,Transcription regulatory protein (Pca regulon),PP_0812,R3,238310.46
Q88N43,Q88N43_PSEPK,Pitb,Phosphate transporter,PP_0812,R1,92686.858
Q88N43,Q88N43_PSEPK,Pitb,Phosphate transporter,PP_0812,R2,129981.13
Q88N43,Q88N43_PSEPK,Pitb,Phosphate transporter,PP_0812,R3,67988.88
Q88N44,Q88N44_PSEPK,Pp_1372,AAA+ ATPase domain-containing protein,PP_0812,R1,343837.716
Q88N44,Q88N44_PSEPK,Pp_1372,AAA+ ATPase domain-containing protein,PP_0812,R2,439374.42
Q88N44,Q88N44_PSEPK,Pp_1372,AAA+ ATPase domain-containing protein,PP_0812,R3,400865.86
Q88N45,MCPG_PSEPK,Mcpg,Methyl-accepting chemotaxis protein McpG,PP_0812,R1,546020.216
Q88N45,MCPG_PSEPK,Mcpg,Methyl-accepting chemotaxis protein McpG,PP_0812,R2,630102.88
Q88N45,MCPG_PSEPK,Mcpg,Methyl-accepting chemotaxis protein McpG,PP_0812,R3,372234.84
Q88N49,Q88N49_PSEPK,Puru-ii,Formyltetrahydrofolate deformylase,PP_0812,R1,1042200.558
Q88N49,Q88N49_PSEPK,Puru-ii,Formyltetrahydrofolate deformylase,PP_0812,R2,966674.16
Q88N49,Q88N49_PSEPK,Puru-ii,Formyltetrahydrofolate deformylase,PP_0812,R3,1128997.18
Q88N50,Q88N50_PSEPK,Pp_1366,"Transcriptional regulator MvaT, P16 subunit",PP_0812,R1,11954664.82
Q88N50,Q88N50_PSEPK,Pp_1366,"Transcriptional regulator MvaT, P16 subunit",PP_0812,R2,11406294.72
Q88N50,Q88N50_PSEPK,Pp_1366,"Transcriptional regulator MvaT, P16 subunit",PP_0812,R3,11069895.06
Q88N51,Q88N51_PSEPK,Sbcb,Exodeoxyribonuclease I,PP_0812,R1,125082.179
Q88N51,Q88N51_PSEPK,Sbcb,Exodeoxyribonuclease I,PP_0812,R2,97401.69
Q88N51,Q88N51_PSEPK,Sbcb,Exodeoxyribonuclease I,PP_0812,R3,124505.08
Q88N53,Q88N53_PSEPK,Pp_1363,Tetratricopeptide repeat protein,PP_0812,R1,46053.9
Q88N53,Q88N53_PSEPK,Pp_1363,Tetratricopeptide repeat protein,PP_0812,R2,47264.3
Q88N53,Q88N53_PSEPK,Pp_1363,Tetratricopeptide repeat protein,PP_0812,R3,32925.4
Q88N54,Q88N54_PSEPK,Pyka,Pyruvate kinase,PP_0812,R1,4800795.791
Q88N54,Q88N54_PSEPK,Pyka,Pyruvate kinase,PP_0812,R2,4898096.41
Q88N54,Q88N54_PSEPK,Pyka,Pyruvate kinase,PP_0812,R3,4881272.42
Q88N55,CH60_PSEPK,Groel,Chaperonin GroEL,PP_0812,R1,95571756.66
Q88N55,CH60_PSEPK,Groel,Chaperonin GroEL,PP_0812,R2,95824576.06
Q88N55,CH60_PSEPK,Groel,Chaperonin GroEL,PP_0812,R3,98284635.94
Q88N56,CH10_PSEPK,Groes,Co-chaperonin GroES,PP_0812,R1,12820854.38
Q88N56,CH10_PSEPK,Groes,Co-chaperonin GroES,PP_0812,R2,12934022.43
Q88N56,CH10_PSEPK,Groes,Co-chaperonin GroES,PP_0812,R3,12312124.84
Q88N57,Q88N57_PSEPK,Pp_1359,Membrane protein FxsA,PP_0812,R1,70117.779
Q88N57,Q88N57_PSEPK,Pp_1359,Membrane protein FxsA,PP_0812,R2,96530.8
Q88N57,Q88N57_PSEPK,Pp_1359,Membrane protein FxsA,PP_0812,R3,85325.6
Q88N58,Q88N58_PSEPK,Pp_1358,Heme iron utilization protein,PP_0812,R1,182245.716
Q88N58,Q88N58_PSEPK,Pp_1358,Heme iron utilization protein,PP_0812,R2,221958.52
Q88N58,Q88N58_PSEPK,Pp_1358,Heme iron utilization protein,PP_0812,R3,247144.32
Q88N63,Q88N63_PSEPK,Pp_1353,Small-conductance mechanosensitive channel,PP_0812,R1,245195
Q88N63,Q88N63_PSEPK,Pp_1353,Small-conductance mechanosensitive channel,PP_0812,R2,190686.43
Q88N63,Q88N63_PSEPK,Pp_1353,Small-conductance mechanosensitive channel,PP_0812,R3,418996
Q88N66,Q88N66_PSEPK,Pduo,Corrinoid adenosyltransferase,PP_0812,R1,25887.379
Q88N66,Q88N66_PSEPK,Pduo,Corrinoid adenosyltransferase,PP_0812,R2,35701.13
Q88N66,Q88N66_PSEPK,Pduo,Corrinoid adenosyltransferase,PP_0812,R3,9261.61
Q88N67,Q88N67_PSEPK,Pp_1348,8-oxo-dGTP diphosphatase,PP_0812,R1,302907.216
Q88N67,Q88N67_PSEPK,Pp_1348,8-oxo-dGTP diphosphatase,PP_0812,R2,171745.75
Q88N67,Q88N67_PSEPK,Pp_1348,8-oxo-dGTP diphosphatase,PP_0812,R3,240328.22
Q88N68,Q88N68_PSEPK,Pp_1347,Glutathione S-transferase family protein,PP_0812,R1,639901.195
Q88N68,Q88N68_PSEPK,Pp_1347,Glutathione S-transferase family protein,PP_0812,R2,773220.48
Q88N68,Q88N68_PSEPK,Pp_1347,Glutathione S-transferase family protein,PP_0812,R3,546200.54
Q88N69,SECA_PSEPK,Seca,Protein translocase subunit SecA,PP_0812,R1,7639897.951
Q88N69,SECA_PSEPK,Seca,Protein translocase subunit SecA,PP_0812,R2,7985573.92
Q88N69,SECA_PSEPK,Seca,Protein translocase subunit SecA,PP_0812,R3,8203435.34
Q88N71,LPXC_PSEPK,Lpxc,UDP-3-O-acyl-N-acetylglucosamine deacetylase,PP_0812,R1,2574338.479
Q88N71,LPXC_PSEPK,Lpxc,UDP-3-O-acyl-N-acetylglucosamine deacetylase,PP_0812,R2,2643937.4
Q88N71,LPXC_PSEPK,Lpxc,UDP-3-O-acyl-N-acetylglucosamine deacetylase,PP_0812,R3,2563751.1
Q88N72,Q88N72_PSEPK,Ftsa,Cell division protein FtsA,PP_0812,R1,2069782.332
Q88N72,Q88N72_PSEPK,Ftsa,Cell division protein FtsA,PP_0812,R2,2094572.87
Q88N72,Q88N72_PSEPK,Ftsa,Cell division protein FtsA,PP_0812,R3,1804012.36
Q88N74,DDLB_PSEPK,Ddlb,D-alanine--D-alanine ligase B,PP_0812,R1,836926.637
Q88N74,DDLB_PSEPK,Ddlb,D-alanine--D-alanine ligase B,PP_0812,R2,893655.63
Q88N74,DDLB_PSEPK,Ddlb,D-alanine--D-alanine ligase B,PP_0812,R3,831886.76
Q88N75,MURC_PSEPK,Murc,UDP-N-acetylmuramate--L-alanine ligase,PP_0812,R1,627122.295
Q88N75,MURC_PSEPK,Murc,UDP-N-acetylmuramate--L-alanine ligase,PP_0812,R2,686606.05
Q88N75,MURC_PSEPK,Murc,UDP-N-acetylmuramate--L-alanine ligase,PP_0812,R3,906557.96
Q88N76,MURG_PSEPK,Murg,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,PP_0812,R1,200873.858
Q88N76,MURG_PSEPK,Murg,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,PP_0812,R2,153845.59
Q88N76,MURG_PSEPK,Murg,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,PP_0812,R3,177234.72
Q88N78,MURD_PSEPK,Murd,UDP-N-acetylmuramoylalanine--D-glutamate ligase,PP_0812,R1,723845.016
Q88N78,MURD_PSEPK,Murd,UDP-N-acetylmuramoylalanine--D-glutamate ligase,PP_0812,R2,657446.15
Q88N78,MURD_PSEPK,Murd,UDP-N-acetylmuramoylalanine--D-glutamate ligase,PP_0812,R3,533564.3
Q88N80,Q88N80_PSEPK,Murf,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,PP_0812,R1,747543.258
Q88N80,Q88N80_PSEPK,Murf,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,PP_0812,R2,700579.05
Q88N80,Q88N80_PSEPK,Murf,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,PP_0812,R3,539973.18
Q88N81,MURE_PSEPK,Mure,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",PP_0812,R1,574711.274
Q88N81,MURE_PSEPK,Mure,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",PP_0812,R2,607725.05
Q88N81,MURE_PSEPK,Mure,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",PP_0812,R3,432739.58
Q88N84,RSMH_PSEPK,Rsmh,Ribosomal RNA small subunit methyltransferase H,PP_0812,R1,372854.437
Q88N84,RSMH_PSEPK,Rsmh,Ribosomal RNA small subunit methyltransferase H,PP_0812,R2,916849.43
Q88N84,RSMH_PSEPK,Rsmh,Ribosomal RNA small subunit methyltransferase H,PP_0812,R3,781222.88
Q88N85,MRAZ_PSEPK,Mraz,Transcriptional regulator MraZ,PP_0812,R1,40158.6
Q88N85,MRAZ_PSEPK,Mraz,Transcriptional regulator MraZ,PP_0812,R2,68262.6
Q88N85,MRAZ_PSEPK,Mraz,Transcriptional regulator MraZ,PP_0812,R3,58284.4
Q88N86,Q88N86_PSEPK,Rsmi,Ribosomal RNA small subunit methyltransferase I,PP_0812,R1,533067.079
