Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88LE7,LEUD_PSEPK,Leud,3-isopropylmalate dehydratase small subunit,0812_0815-Control,R3,3146666.667,0.085487492,-1.068097426,0812_0815
Q88LE8,LEUC_PSEPK,Leuc,3-isopropylmalate dehydratase large subunit,0812_0815-Control,R1,4506666.667,0.103086519,-0.986798124,0812_0815
Q88LE8,LEUC_PSEPK,Leuc,3-isopropylmalate dehydratase large subunit,0812_0815-Control,R2,3953333.333,0.096971693,-1.013355022,0812_0815
Q88LE8,LEUC_PSEPK,Leuc,3-isopropylmalate dehydratase large subunit,0812_0815-Control,R3,4170000,0.113289038,-0.94581211,0812_0815
Q88LF1,Q88LF1_PSEPK,Ibpa,Small heat shock protein IbpA,0812_0815-Control,R1,8676640,0.198471439,-0.702301982,0812_0815
Q88LF1,Q88LF1_PSEPK,Ibpa,Small heat shock protein IbpA,0812_0815-Control,R2,4818776,0.118200219,-0.927381718,0812_0815
Q88LF1,Q88LF1_PSEPK,Ibpa,Small heat shock protein IbpA,0812_0815-Control,R3,3785548,0.102844387,-0.987819408,0812_0815
Q88LF6,SYE_PSEPK,Gltx,Glutamate--tRNA ligase,0812_0815-Control,R1,2473333.333,0.05657559,-1.247370911,0812_0815
Q88LF6,SYE_PSEPK,Gltx,Glutamate--tRNA ligase,0812_0815-Control,R2,2336666.667,0.057316321,-1.241721693,0812_0815
Q88LF6,SYE_PSEPK,Gltx,Glutamate--tRNA ligase,0812_0815-Control,R3,2300000,0.062485561,-1.204220329,0812_0815
Q88LF9,UVRB_PSEPK,Uvrb,UvrABC system protein B,0812_0815-Control,R1,1272554.333,0.029108698,-1.535977227,0812_0815
Q88LF9,UVRB_PSEPK,Uvrb,UvrABC system protein B,0812_0815-Control,R2,165626.7333,0.004062674,-2.39118802,0812_0815
Q88LF9,UVRB_PSEPK,Uvrb,UvrABC system protein B,0812_0815-Control,R3,1386245.333,0.037661007,-1.424108068,0812_0815
Q88LG1,Q88LG1_PSEPK,Tyrb,Aminotransferase,0812_0815-Control,R1,5439952,0.1244347,-0.905058493,0812_0815
Q88LG1,Q88LG1_PSEPK,Tyrb,Aminotransferase,0812_0815-Control,R2,7698010.333,0.188825235,-0.723939967,0812_0815
Q88LG1,Q88LG1_PSEPK,Tyrb,Aminotransferase,0812_0815-Control,R3,5170265.267,0.14046388,-0.85243534,0812_0815
Q88LG2,Q88LG2_PSEPK,Pp_1971,DUF1285 domain-containing protein,0812_0815-Control,R1,293928.4,0.006723385,-2.172412011,0812_0815
Q88LG2,Q88LG2_PSEPK,Pp_1971,DUF1285 domain-containing protein,0812_0815-Control,R2,244242.0333,0.005991036,-2.22249805,0812_0815
Q88LG2,Q88LG2_PSEPK,Pp_1971,DUF1285 domain-containing protein,0812_0815-Control,R3,141778.2667,0.00385178,-2.414338503,0812_0815
Q88LG6,Q88LG6_PSEPK,Ycfh,tRNA D-aminoacylase,0812_0815-Control,R1,250249.1,0.005724255,-2.242281037,0812_0815
Q88LG6,Q88LG6_PSEPK,Ycfh,tRNA D-aminoacylase,0812_0815-Control,R2,320013.4333,0.00784964,-2.105150247,0812_0815
Q88LG6,Q88LG6_PSEPK,Ycfh,tRNA D-aminoacylase,0812_0815-Control,R3,184567.2,0.005014254,-2.299793642,0812_0815
Q88LG8,Q88LG8_PSEPK,Pp_1964,"dGMP, dTMP, dhydroxyCMP kinase",0812_0815-Control,R1,86470.73333,0.001977951,-2.703784419,0812_0815
Q88LG8,Q88LG8_PSEPK,Pp_1964,"dGMP, dTMP, dhydroxyCMP kinase",0812_0815-Control,R2,313180.3667,0.007682031,-2.114523928,0812_0815
Q88LG8,Q88LG8_PSEPK,Pp_1964,"dGMP, dTMP, dhydroxyCMP kinase",0812_0815-Control,R3,151626.2667,0.004119327,-2.385173723,0812_0815
Q88LH3,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,0812_0815-Control,R1,379614.0333,0.008683378,-2.061311302,0812_0815
Q88LH3,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,0812_0815-Control,R2,12320.1,0.000302201,-3.519704224,0812_0815
Q88LH3,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88LL2,Q88LL2_PSEPK,Yceg,Endolytic murein transglycosylase,0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88LL2,Q88LL2_PSEPK,Yceg,Endolytic murein transglycosylase,0812_0815-Control,R2,623304.7,0.015289101,-1.815618055,0812_0815
Q88LL2,Q88LL2_PSEPK,Yceg,Endolytic murein transglycosylase,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,0812_0815-Control,R1,1268661.667,0.029019656,-1.537307744,0812_0815
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,0812_0815-Control,R2,1378307.667,0.033808641,-1.470972285,0812_0815
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,0812_0815-Control,R3,1373860.667,0.037324545,-1.428005475,0812_0815
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,0812_0815-Control,R1,14411376,0.329649095,-0.481948112,0812_0815
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,0812_0815-Control,R2,13014158,0.319225531,-0.495902382,0812_0815
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,0812_0815-Control,R3,12924747,0.35113481,-0.454526115,0812_0815
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,0812_0815-Control,R1,8606666.667,0.196870853,-0.705818578,0812_0815
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,0812_0815-Control,R2,3330773.367,0.08170086,-1.087773373,0812_0815
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,0812_0815-Control,R3,5806666.667,0.157753401,-0.802021269,0812_0815
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,0812_0815-Control,R1,1944961.4,0.04448949,-1.351742574,0812_0815
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,0812_0815-Control,R2,1757440.033,0.043108415,-1.365437941,0812_0815
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,0812_0815-Control,R3,1725432.3,0.046875915,-1.329050242,0812_0815
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,0812_0815-Control,R1,4221628.067,0.096566481,-1.015173593,0812_0815
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,0812_0815-Control,R2,2521546.733,0.061851262,-1.208651435,0812_0815
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,0812_0815-Control,R3,2444197.933,0.066403077,-1.177811793,0812_0815
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,0812_0815-Control,R1,1213604.667,0.027760269,-1.556576323,0812_0815
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,0812_0815-Control,R2,1046489.333,0.025669437,-1.590583651,0812_0815
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,0812_0815-Control,R3,900487.6667,0.02446412,-1.611470396,0812_0815
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,0812_0815-Control,R1,1345475.367,0.03077671,-1.51177781,0812_0815
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,0812_0815-Control,R2,1835862.333,0.045032043,-1.346478345,0812_0815
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,0812_0815-Control,R3,1277874.967,0.034716841,-1.459459803,0812_0815
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,0812_0815-Control,R1,7995294.333,0.182886183,-0.737819105,0812_0815
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,0812_0815-Control,R2,7683585,0.188471394,-0.724754557,0812_0815
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,0812_0815-Control,R3,6702762.667,0.18209821,-0.739694323,0812_0815
Q88LM5,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,0812_0815-Control,R1,59010.73333,0.001349825,-2.869722549,0812_0815
Q88LM5,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,0812_0815-Control,R2,12320.1,0.000302201,-3.519704224,0812_0815
Q88LM5,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,0812_0815-Control,R3,177717.2667,0.004828158,-2.31621854,0812_0815
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,0812_0815-Control,R1,1034235,0.023657327,-1.62603433,0812_0815
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,0812_0815-Control,R2,1157079.333,0.02838211,-1.54695532,0812_0815
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,0812_0815-Control,R3,1232987.667,0.033497359,-1.474989433,0812_0815
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,0812_0815-Control,R1,641628.0667,0.014676746,-1.833370208,0812_0815
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,0812_0815-Control,R2,588213.4,0.014428343,-1.840783543,0812_0815
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,0812_0815-Control,R3,554197.9333,0.015056247,-1.822283264,0812_0815
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,0812_0815-Control,R1,1145045.667,0.026192035,-1.581830754,0812_0815
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,0812_0815-Control,R2,1183460.333,0.029029212,-1.537164751,0812_0815
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,0812_0815-Control,R3,1333333.333,0.036223513,-1.441009429,0812_0815
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,0812_0815-Control,R1,661506.3667,0.015131447,-1.820119533,0812_0815
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,0812_0815-Control,R2,970773.3667,0.023812193,-1.623200604,0812_0815
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,0812_0815-Control,R3,918765.6333,0.024960689,-1.602743423,0812_0815
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,0812_0815-Control,R1,494955.7,0.011321729,-1.946087231,0812_0815
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,0812_0815-Control,R2,402669.7,0.009877124,-2.005369505,0812_0815
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,0812_0815-Control,R3,144769.6,0.003933048,-2.405270791,0812_0815
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,0812_0815-Control,R1,1816666.667,0.041554847,-1.381378314,0812_0815
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,0812_0815-Control,R2,1446666.667,0.035485426,-1.449949982,0812_0815
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,0812_0815-Control,R3,1072754.333,0.029144198,-1.535447888,0812_0815
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,0812_0815-Control,R1,10456449.67,0.23918321,-0.62126931,0812_0815
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,0812_0815-Control,R2,6271546.733,0.153835372,-0.812943794,0812_0815
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,0812_0815-Control,R3,5916047.633,0.160725023,-0.793916503,0812_0815
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,0812_0815-Control,R1,885898.6667,0.020264248,-1.693269513,0812_0815
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,0812_0815-Control,R2,745487.3333,0.01828613,-1.737878188,0812_0815
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,0812_0815-Control,R3,596053.6333,0.016193368,-1.790662826,0812_0815
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,0812_0815-Control,R1,3110660.667,0.07115396,-1.147800923,0812_0815
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,0812_0815-Control,R2,2720948.7,0.066742412,-1.175598103,0812_0815
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,0812_0815-Control,R3,3642098.967,0.098947216,-1.004596423,0812_0815
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,0812_0815-Control,R1,11785249.67,0.269578484,-0.569314774,0812_0815
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,0812_0815-Control,R2,11464310.33,0.281209169,-0.550970523,0812_0815
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,0812_0815-Control,R3,9120740,0.247788936,-0.60591809,0812_0815
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,0812_0815-Control,R1,1349863.033,0.030877074,-1.510363857,0812_0815
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,0812_0815-Control,R2,1263741.7,0.030998442,-1.50866014,0812_0815
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,0812_0815-Control,R3,704760.9333,0.019146688,-1.717906343,0812_0815
Q88LT4,Q88LT4_PSEPK,Pp_1843,Mg2+/Co2+ transporter,0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88LT4,Q88LT4_PSEPK,Pp_1843,Mg2+/Co2+ transporter,0812_0815-Control,R2,139492.3667,0.003421622,-2.465768014,0812_0815
Q88LT4,Q88LT4_PSEPK,Pp_1843,Mg2+/Co2+ transporter,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",0812_0815-Control,R1,346878.3667,0.007934575,-2.100476346,0812_0815
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",0812_0815-Control,R2,668943.3333,0.016408575,-1.784929127,0812_0815
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",0812_0815-Control,R3,211655.9333,0.005750191,-2.240317718,0812_0815
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,0812_0815-Control,R1,714337.3667,0.016339916,-1.786750193,0812_0815
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,0812_0815-Control,R2,1169725.367,0.028692306,-1.542234548,0812_0815
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,0812_0815-Control,R3,694619.9667,0.018871182,-1.724200903,0812_0815
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,0812_0815-Control,R1,126006.7667,0.002882307,-2.540259693,0812_0815
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,0812_0815-Control,R2,16426.8,0.000402935,-3.394765487,0812_0815
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,0812_0815-Control,R3,21729.2,0.000590331,-3.228904428,0812_0815
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,0812_0815-Control,R1,2000814.033,0.045767076,-1.339446836,0812_0815
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,0812_0815-Control,R2,2307440.033,0.056599418,-1.247188033,0812_0815
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,0812_0815-Control,R3,1992098.967,0.054120618,-1.266637255,0812_0815
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,0812_0815-Control,R1,1317528.333,0.030137443,-1.520893598,0812_0815
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,0812_0815-Control,R2,1170974.667,0.02872295,-1.541770957,0812_0815
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,0812_0815-Control,R3,1273333.333,0.034593455,-1.461006057,0812_0815
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",0812_0815-Control,R1,964961.4,0.022072747,-1.65614362,0812_0815
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",0812_0815-Control,R2,1477440.033,0.036240268,-1.440808594,0812_0815
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",0812_0815-Control,R3,742317.3,0.020167005,-1.695358583,0812_0815
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,0812_0815-Control,R1,1351739.333,0.030919993,-1.50976061,0812_0815
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,0812_0815-Control,R2,1831614,0.044927836,-1.347484502,0812_0815
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,0812_0815-Control,R3,1192166.967,0.032388357,-1.489611081,0812_0815
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,0812_0815-Control,R1,264180.7333,0.00604293,-2.21875242,0812_0815
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,0812_0815-Control,R2,130366.0667,0.003197762,-2.495153894,0812_0815
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,0812_0815-Control,R3,164715.3,0.004474925,-2.349214224,0812_0815
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",0812_0815-Control,R1,779624.7,0.017833313,-1.748767971,0812_0815
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",0812_0815-Control,R2,398986.7667,0.009786785,-2.009359965,0812_0815
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",0812_0815-Control,R3,857531.2667,0.023297096,-1.632698201,0812_0815
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,0812_0815-Control,R1,1798294.733,0.041134603,-1.385792689,0812_0815
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,0812_0815-Control,R2,1193064.4,0.029264791,-1.53365457,0812_0815
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,0812_0815-Control,R3,776296.9,0.021090151,-1.675920314,0812_0815
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,0812_0815-Control,R1,539482.6667,0.012340249,-1.908676066,0812_0815
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,0812_0815-Control,R2,152906.0667,0.003750648,-2.42589374,0812_0815
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,0812_0815-Control,R3,336330.9667,0.009137317,-2.03918131,0812_0815
Q88LX2,Q88LX2_PSEPK,Wbpm,Polysaccharide biosynthesis protein,0812_0815-Control,R1,67040.73333,0.001533505,-2.814314805,0812_0815
Q88LX2,Q88LX2_PSEPK,Wbpm,Polysaccharide biosynthesis protein,0812_0815-Control,R2,12320.1,0.000302201,-3.519704224,0812_0815
Q88LX2,Q88LX2_PSEPK,Wbpm,Polysaccharide biosynthesis protein,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,0812_0815-Control,R1,538485.3667,0.012317437,-1.909479655,0812_0815
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,0812_0815-Control,R2,753440.3333,0.01848121,-1.733269591,0812_0815
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,0812_0815-Control,R3,457465.3,0.01242825,-1.905590008,0812_0815
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",0812_0815-Control,R1,4276666.667,0.097825447,-1.009548159,0812_0815
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",0812_0815-Control,R2,3826666.667,0.093864674,-1.027497823,0812_0815
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",0812_0815-Control,R3,3653333.333,0.099252427,-1.003258866,0812_0815
Q88LY1,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88LY1,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,0812_0815-Control,R2,242439.4,0.005946819,-2.225715256,0812_0815
Q88LY1,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88LY3,Q88LY3_PSEPK,Pp_1793,"Glycosyl transferase, group 2 family protein",0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88LY3,Q88LY3_PSEPK,Pp_1793,"Glycosyl transferase, group 2 family protein",0812_0815-Control,R2,131236.7333,0.003219118,-2.492263045,0812_0815
Q88LY3,Q88LY3_PSEPK,Pp_1793,"Glycosyl transferase, group 2 family protein",0812_0815-Control,R3,156151.9333,0.004242279,-2.3724008,0812_0815
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",0812_0815-Control,R1,251503.4,0.005752946,-2.240109701,0812_0815
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",0812_0815-Control,R2,12320.1,0.000302201,-3.519704224,0812_0815
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",0812_0815-Control,R3,76794.26667,0.002086319,-2.680619368,0812_0815
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,0812_0815-Control,R1,771297.0333,0.017642824,-1.7534319,0812_0815
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,0812_0815-Control,R2,711698.7333,0.017457327,-1.758022264,0812_0815
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,0812_0815-Control,R3,1733185.333,0.047086547,-1.32710316,0812_0815
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",0812_0815-Control,R1,1014147.367,0.023197838,-1.634552494,0812_0815
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",0812_0815-Control,R2,1091147.667,0.026764866,-1.572434928,0812_0815
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",0812_0815-Control,R3,708403.6333,0.019245651,-1.715667385,0812_0815
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,0812_0815-Control,R1,997480.7,0.022816601,-1.64174906,0812_0815
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,0812_0815-Control,R2,2113333.333,0.051838156,-1.285350453,0812_0815
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,0812_0815-Control,R3,1246130.333,0.033854414,-1.470384698,0812_0815
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,0812_0815-Control,R1,3710089.667,0.084865436,-1.071269155,0812_0815
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,0812_0815-Control,R2,2950431.333,0.072371414,-1.140432945,0812_0815
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,0812_0815-Control,R3,2834592.667,0.077009179,-1.113457506,0812_0815
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",0812_0815-Control,R1,3880000,0.088752003,-1.051821836,0812_0815
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",0812_0815-Control,R2,2687440.033,0.065920475,-1.180979674,0812_0815
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",0812_0815-Control,R3,3251126.667,0.088325423,-1.053914275,0812_0815
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,0812_0815-Control,R1,8574147.367,0.196126999,-0.707462618,0812_0815
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,0812_0815-Control,R2,6296666.667,0.154451541,-0.811207753,0812_0815
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,0812_0815-Control,R3,4352098.967,0.118236236,-0.927249403,0812_0815
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,0812_0815-Control,R1,2454147.367,0.056136726,-1.250752923,0812_0815
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,0812_0815-Control,R2,1018213.4,0.024975854,-1.602479648,0812_0815
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,0812_0815-Control,R3,1324074,0.035971959,-1.444035908,0812_0815
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",0812_0815-Control,R1,438294.7333,0.010025654,-1.998887309,0812_0815
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",0812_0815-Control,R2,163784.7333,0.004017491,-2.396045039,0812_0815
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",0812_0815-Control,R3,124306.2667,0.003377107,-2.471455142,0812_0815
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,0812_0815-Control,R1,1837480.7,0.042030952,-1.376430775,0812_0815
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,0812_0815-Control,R2,2394562.333,0.058736449,-1.23109231,0812_0815
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,0812_0815-Control,R3,2192692.667,0.059570274,-1.224970401,0812_0815
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",0812_0815-Control,R1,720566.7,0.016482407,-1.782979373,0812_0815
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",0812_0815-Control,R2,127842.1,0.003135851,-2.503644561,0812_0815
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",0812_0815-Control,R3,168123.2333,0.004567511,-2.340320432,0812_0815
