Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88GY1,Q88GY1_PSEPK,Mdta,Multidrug efflux transport system-putative membrane fusion protein,0812_0815-Control,546281,0.011288637,-1.947358477,Control
Q88GY1,Q88GY1_PSEPK,Mdta,Multidrug efflux transport system-putative membrane fusion protein,0812_0815-Control,1173975,0.024154908,-1.616994617,Control
Q88GY1,Q88GY1_PSEPK,Mdta,Multidrug efflux transport system-putative membrane fusion protein,0812_0815-Control,464104.6,0.011182534,-1.951459758,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,2347937.733,0.046727747,-1.330425154,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,2064373.233,0.040652963,-1.390907799,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,1886495.767,0.037540384,-1.425501291,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,2596666.667,0.048745084,-1.312069176,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,2206666.667,0.042501741,-1.371593279,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,2093333.333,0.042876978,-1.367775827,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,1859249.367,0.036293024,-1.440176839,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,2046346.557,0.039956492,-1.398412651,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,1818888.033,0.036324057,-1.43980565,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,1783333.333,0.036851736,-1.433542045,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,1860000,0.03827009,-1.417140521,Control
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,0812_0815-Control,1434254,0.034558146,-1.461449562,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,13813.2,0.000274905,-3.560817429,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,54094.20667,0.001065258,-2.972545262,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,355887.6333,0.007081998,-2.149844229,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,79569.66667,0.001493696,-2.82573784,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,437004.3667,0.00841697,-2.074844237,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,490236.6,0.010041336,-1.998208484,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,18544.9,0.000362001,-3.441289986,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,9039.67,0.000176507,-3.75323926,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,10090.9,0.00020152,-3.695681713,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,547829.7333,0.011320641,-1.946128973,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,600914.8667,0.012364014,-1.907840517,Control
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),0812_0815-Control,219787.5333,0.005295749,-2.276072576,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,363361,0.00723147,-2.140773417,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,441410.3333,0.008692536,-2.060853523,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,372988.0667,0.007422288,-2.129462189,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,293198.6667,0.005503977,-2.259323388,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,492218.4333,0.009480426,-2.02317214,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,238018.3333,0.004875242,-2.312003806,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,362496.9,0.007076032,-2.150210185,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,160125.4467,0.003126573,-2.504931482,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,419187.9667,0.008371383,-2.077202809,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,239794,0.004955229,-2.30493626,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,259382.85,0.005336884,-2.272712208,Control
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",0812_0815-Control,359870.6667,0.008671033,-2.061929183,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,336782.4333,0.006702514,-2.173762299,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,142514.77,0.002806492,-2.551836142,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,339343.3333,0.006752774,-2.170517804,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,130996.8,0.002459095,-2.609224692,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,261057.3333,0.005028123,-2.298594116,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,192781.7,0.003948677,-2.40354841,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,360438.6333,0.007035855,-2.152683147,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,324386.6667,0.006333899,-2.198328841,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,513227,0.010249387,-1.98930212,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,379181.5667,0.007835607,-2.105927356,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,467592.3333,0.00962086,-2.016786084,Control
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0812_0815-Control,148442.2667,0.003576695,-2.446518054,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,294213.0667,0.005855315,-2.232449773,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,910834.3333,0.017936734,-1.746256626,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,853751.3333,0.016989252,-1.769825731,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,617415.3333,0.011590229,-1.935907968,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,888364.6667,0.017110443,-1.766738737,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,947269.6667,0.019402577,-1.712140585,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,116553.6,0.002275156,-2.642988789,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,83795.11333,0.001636164,-2.786173144,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,263903.6333,0.005270281,-2.278166246,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,562263.6667,0.011618912,-1.934834552,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,606372.6667,0.01247631,-1.903913849,Control
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,0812_0815-Control,248756.2667,0.005993747,-2.222301601,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,467542.3333,0.009304846,-2.03129079,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,614713.3333,0.012105329,-1.917023385,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,451870.7333,0.008992016,-2.046142912,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,471918.5,0.008858937,-2.052618376,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,568142.6333,0.010942772,-1.960872634,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,678429.0333,0.013896013,-1.857109791,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,544911,0.010636802,-1.973188906,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,536563.6,0.010476817,-1.979770629,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,594567.2,0.011873789,-1.925410669,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,701676.9667,0.014499821,-1.838637352,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,717032.6667,0.014753174,-1.831114524,Control
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0812_0815-Control,424135.5333,0.010219485,-1.990570973,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,589058.4,0.011723212,-1.930953376,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,424241.77,0.008354441,-2.078082592,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,589190.7333,0.01172462,-1.930901218,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,2669796.333,0.050117887,-1.300007246,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,760109.3333,0.014640168,-1.834453949,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,2463180.667,0.050452426,-1.297117949,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,480259.6,0.009374791,-2.028038427,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,3111666,0.060757674,-1.216398862,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,2676634.333,0.053453658,-1.272022571,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,2352706,0.048617552,-1.313206913,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,2662384.667,0.054779408,-1.261382662,Control
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,0812_0815-Control,133110.8,0.003207286,-2.493862338,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,79148.13333,0.001575175,-2.802671053,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,446620,0.008795128,-2.055757851,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,219159.7333,0.004361176,-2.360396363,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,302746,0.005683201,-2.245406965,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,388331.3333,0.007479497,-2.12612758,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,383860.6667,0.007862477,-2.104440603,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,378094.3333,0.007380498,-2.131914313,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,441835.3333,0.008627175,-2.064131393,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,287764.3,0.00574679,-2.240574701,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,318143,0.006574274,-2.182152201,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,333722.3333,0.006866443,-2.163268194,Control
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0812_0815-Control,151917.5333,0.003660431,-2.436467731,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,6602655.333,0.131403489,-0.881393102,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,7646666.667,0.150583068,-0.822223859,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,6986666.667,0.139031401,-0.856887102,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,6166666.667,0.115761753,-0.936434905,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,6956666.667,0.133989628,-0.87292882,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,5554396.667,0.113768669,-0.943977324,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,5954582.333,0.116234974,-0.934663177,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,6480000,0.126526988,-0.89781683,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,5533333.333,0.110503292,-0.956624783,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,7693333.333,0.158979079,-0.798660023,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,7086666.667,0.145810413,-0.83621146,Control
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,0812_0815-Control,5584970.933,0.134569081,-0.871054714,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,2539045.067,0.050531092,-1.29644132,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,2144027.667,0.042221569,-1.374465633,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,1989723,0.039594558,-1.402364506,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,1914225.333,0.035934175,-1.444492319,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,1974330.667,0.038026808,-1.419910123,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,2108022.667,0.043177855,-1.36473894,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,2352624.3,0.04592383,-1.337961903,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,2127414.89,0.041539413,-1.381539642,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,2100884.3,0.041955656,-1.37720948,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,2082351.733,0.04303081,-1.366220484,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,1741005.85,0.035821747,-1.445853235,Control
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,0812_0815-Control,2010442.6,0.048441329,-1.314783953,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,721271.0667,0.014354457,-1.843013218,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,961722.1033,0.018938849,-1.722646421,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,705827.6667,0.014045641,-1.852458448,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,1341919.667,0.025190752,-1.598758861,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,1243901,0.023958289,-1.620544197,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,382215.3333,0.007828776,-2.10630611,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,974645.6667,0.019025333,-1.720667725,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,1103850.333,0.021553527,-1.666481643,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,654668.3,0.013074037,-1.883590304,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,879139.3333,0.018166997,-1.740716861,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,924627.3333,0.0190245,-1.720686738,Control
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,0812_0815-Control,179957.8667,0.004336059,-2.362904795,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,4233333.333,0.08425016,-1.074429263,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,3720000,0.073256628,-1.135153078,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,3910000,0.077807172,-1.108980369,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,4003333.333,0.075151279,-1.124063626,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,3916666.667,0.07543738,-1.122413402,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,4773333.333,0.097770435,-1.009792453,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,3776666.667,0.073721502,-1.132405826,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,3426666.667,0.066908304,-1.174519976,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,3210000,0.064105223,-1.193106583,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,4080000,0.084311262,-1.074114409,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,4120000,0.084770306,-1.071756249,Control
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,0812_0815-Control,1416816.333,0.034137988,-1.466762077,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,199762.8,0.003975602,-2.400597113,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,642269.77,0.012647989,-1.897978537,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,547812.7333,0.010901217,-1.962525003,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,346323.6667,0.006501249,-2.187003208,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,458080,0.008822899,-2.054388683,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,521797.3333,0.010687783,-1.971112361,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,533032.3,0.010404927,-1.982760955,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,507462.5567,0.009908597,-2.003987833,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,192155.6,0.003837439,-2.41595857,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,474090.7333,0.00979686,-2.008913106,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,477655.1833,0.009827907,-2.007538971,Control
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,0812_0815-Control,83751.86667,0.002017989,-2.695081136,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,13813.2,0.000274905,-3.560817429,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,5166.31,0.000101738,-3.992515556,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,19454.6,0.000387137,-3.41213482,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,12886,0.000241898,-3.616367251,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,11607,0.000223558,-3.650610029,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,18323,0.000375303,-3.425617634,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,18544.9,0.000362001,-3.441289986,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,9039.67,0.000176507,-3.75323926,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,10090.9,0.00020152,-3.695681713,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,12893.2,0.000266432,-3.574413853,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,5853.55,0.000120439,-3.919234133,Control
Q88HA4,Q88HA4_PSEPK,Mexb,Efflux pump membrane transporter,0812_0815-Control,22530.8,0.000542876,-3.265299019,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,7226666.667,0.143822321,-0.842173706,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,6640000,0.130759142,-0.883527939,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,7293333.333,0.145133924,-0.838231063,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,7113333.333,0.133532747,-0.874412218,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,7220000,0.139061588,-0.856792816,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,8153333.333,0.167001735,-0.777279018,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,7576666.667,0.147898476,-0.8300363,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,7946666.667,0.155164784,-0.80920684,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,7443333.333,0.148646899,-0.827844147,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,10400000,0.21491106,-0.667741233,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,11366666.67,0.23387277,-0.631020341,Control
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,0812_0815-Control,10170000,0.245044704,-0.610754678,Control
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,2635207,0.052444869,-1.280296994,Control
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,3309585.667,0.065174485,-1.185922391,Control
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,3351848.667,0.066700222,-1.175872724,Control
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,3242370.667,0.060866353,-1.215622717,Control
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,3065117.667,0.059036029,-1.228882863,Control
