Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88LH4,Q88LH4_PSEPK,Pp_1958,Uncharacterized protein,PP_0815,R3,116432
Q88LL2,Q88LL2_PSEPK,Yceg,Endolytic murein transglycosylase,PP_0815,R1,134717.1
Q88LL2,Q88LL2_PSEPK,Yceg,Endolytic murein transglycosylase,PP_0815,R2,126683.1
Q88LL2,Q88LL2_PSEPK,Yceg,Endolytic murein transglycosylase,PP_0815,R3,172812.4
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,PP_0815,R1,1001362.98
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,PP_0815,R2,945001.1
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,PP_0815,R3,858704.438
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,PP_0815,R1,11845419
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,PP_0815,R2,11749285
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,PP_0815,R3,11250446
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,PP_0815,R1,9020687.7
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,PP_0815,R2,7751600.92
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,PP_0815,R3,7446411.746
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,PP_0815,R1,1437689.38
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,PP_0815,R2,1334926.12
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,PP_0815,R3,1607726.6
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,PP_0815,R1,2948503.98
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,PP_0815,R2,2448428.04
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,PP_0815,R3,2125998.346
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,PP_0815,R1,413133.48
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,PP_0815,R2,401310.2
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,PP_0815,R3,335304.8
Q88LM1,NTPPB_PSEPK,Maf-2,7-methyl-GTP pyrophosphatase,PP_0815,R1,59012.6
Q88LM1,NTPPB_PSEPK,Maf-2,7-methyl-GTP pyrophosphatase,PP_0815,R2,100229
Q88LM1,NTPPB_PSEPK,Maf-2,7-methyl-GTP pyrophosphatase,PP_0815,R3,123183
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,PP_0815,R1,1231655.88
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,PP_0815,R2,1184209.64
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,PP_0815,R3,1117944.573
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,PP_0815,R1,12096280.94
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,PP_0815,R2,11517138.66
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,PP_0815,R3,11837974.97
Q88LM5,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,PP_0815,R1,219475.98
Q88LM5,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,PP_0815,R2,220907.72
Q88LM5,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,PP_0815,R3,51845.273
Q88LM6,Q88LM6_PSEPK,Etp,protein-tyrosine-phosphatase,PP_0815,R1,16765
Q88LM6,Q88LM6_PSEPK,Etp,protein-tyrosine-phosphatase,PP_0815,R2,5891.42
Q88LM6,Q88LM6_PSEPK,Etp,protein-tyrosine-phosphatase,PP_0815,R3,660.873
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,PP_0815,R1,901230
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,PP_0815,R2,912768.7
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,PP_0815,R3,866822
Q88LM8,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,PP_0815,R1,546374
Q88LM8,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,PP_0815,R2,388769
Q88LM8,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,PP_0815,R3,514913
Q88LN0,Q88LN0_PSEPK,Pp_1899,ExbD/TolR family protein,PP_0815,R1,22218.7
Q88LN0,Q88LN0_PSEPK,Pp_1899,ExbD/TolR family protein,PP_0815,R2,5891.42
Q88LN0,Q88LN0_PSEPK,Pp_1899,ExbD/TolR family protein,PP_0815,R3,660.873
Q88LN1,Q88LN1_PSEPK,Pp_1898,MotA/TolQ/ExbB proton channel family protein,PP_0815,R1,221158.26
Q88LN1,Q88LN1_PSEPK,Pp_1898,MotA/TolQ/ExbB proton channel family protein,PP_0815,R2,23565.68
Q88LN1,Q88LN1_PSEPK,Pp_1898,MotA/TolQ/ExbB proton channel family protein,PP_0815,R3,177005.446
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,PP_0815,R1,490911.86
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,PP_0815,R2,373012.18
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,PP_0815,R3,669204.5
Q88LN5,Q88LN5_PSEPK,Gstb,Glutathione S-transferase reducing arsenate to arsenite,PP_0815,R1,469032.68
Q88LN5,Q88LN5_PSEPK,Gstb,Glutathione S-transferase reducing arsenate to arsenite,PP_0815,R2,406934.84
Q88LN5,Q88LN5_PSEPK,Gstb,Glutathione S-transferase reducing arsenate to arsenite,PP_0815,R3,475621.973
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,PP_0815,R1,1128547.16
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,PP_0815,R2,963131.94
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,PP_0815,R3,1059208.273
Q88LQ1,Q88LQ1_PSEPK,Pp_1878,Uncharacterized protein,PP_0815,R1,291967
Q88LQ1,Q88LQ1_PSEPK,Pp_1878,Uncharacterized protein,PP_0815,R2,301137
Q88LQ1,Q88LQ1_PSEPK,Pp_1878,Uncharacterized protein,PP_0815,R3,261594
Q88LQ2,Q88LQ2_PSEPK,Msrc,Free methionine-(R)-sulfoxide reductase,PP_0815,R1,682511
Q88LQ2,Q88LQ2_PSEPK,Msrc,Free methionine-(R)-sulfoxide reductase,PP_0815,R2,590039
Q88LQ2,Q88LQ2_PSEPK,Msrc,Free methionine-(R)-sulfoxide reductase,PP_0815,R3,425237.1
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,PP_0815,R1,966585.6
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,PP_0815,R2,950185.5
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,PP_0815,R3,1365620.846
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,PP_0815,R1,630071
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,PP_0815,R2,900926
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,PP_0815,R3,631365
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,PP_0815,R1,2189559.5
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,PP_0815,R2,2064239.9
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,PP_0815,R3,2211369.873
Q88LQ8,HTPX_PSEPK,Htpx,Protease HtpX,PP_0815,R1,295018
Q88LQ8,HTPX_PSEPK,Htpx,Protease HtpX,PP_0815,R2,5891.42
Q88LQ8,HTPX_PSEPK,Htpx,Protease HtpX,PP_0815,R3,236688
Q88LQ9,TPMT_PSEPK,Tpm,Thiopurine S-methyltransferase,PP_0815,R1,80521.28
Q88LQ9,TPMT_PSEPK,Tpm,Thiopurine S-methyltransferase,PP_0815,R2,81569.22
Q88LQ9,TPMT_PSEPK,Tpm,Thiopurine S-methyltransferase,PP_0815,R3,76433.373
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,PP_0815,R1,2917020.1
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,PP_0815,R2,5004225.72
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,PP_0815,R3,4117015.414
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0815,R1,1130730.8
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0815,R2,835250.34
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0815,R3,1309751.4
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,PP_0815,R1,7545449
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,PP_0815,R2,7044868
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,PP_0815,R3,5509810
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,PP_0815,R1,10841991.9
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,PP_0815,R2,10466203.94
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,PP_0815,R3,9796882.946
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,PP_0815,R1,1673419.14
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,PP_0815,R2,1576105.68
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,PP_0815,R3,1470210.092
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",PP_0815,R1,184163.48
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",PP_0815,R2,151448.42
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",PP_0815,R3,223376.2
Q88LT8,Q88LT8_PSEPK,Pp_1839,DUF1902 domain-containing protein,PP_0815,R1,5753.48
Q88LT8,Q88LT8_PSEPK,Pp_1839,DUF1902 domain-containing protein,PP_0815,R2,5891.42
Q88LT8,Q88LT8_PSEPK,Pp_1839,DUF1902 domain-containing protein,PP_0815,R3,30653
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,PP_0815,R1,557378.68
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,PP_0815,R2,488354.12
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,PP_0815,R3,536126.6
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,PP_0815,R1,336330.02
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,PP_0815,R2,127303.84
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,PP_0815,R3,537101.684
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,PP_0815,R1,1633891.44
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,PP_0815,R2,1971264.42
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,PP_0815,R3,1987272
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,PP_0815,R1,757816.48
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,PP_0815,R2,1367084
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,PP_0815,R3,979724.2
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",PP_0815,R1,1163648.86
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",PP_0815,R2,1482648.9
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",PP_0815,R3,1343510.2
Q88LV3,Q88LV3_PSEPK,Pp_1824,Smr domain protein,PP_0815,R1,5753.48
Q88LV3,Q88LV3_PSEPK,Pp_1824,Smr domain protein,PP_0815,R2,5891.42
Q88LV3,Q88LV3_PSEPK,Pp_1824,Smr domain protein,PP_0815,R3,660.873
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,PP_0815,R1,1665793.14
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,PP_0815,R2,1568215.26
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,PP_0815,R3,1671017.673
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,PP_0815,R1,247298.4
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,PP_0815,R2,157528.22
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,PP_0815,R3,255720.873
Q88LV6,Q88LV6_PSEPK,Pp_1821,Glutathione S-transferase family protein,PP_0815,R1,827065.5
Q88LV6,Q88LV6_PSEPK,Pp_1821,Glutathione S-transferase family protein,PP_0815,R2,795914
Q88LV6,Q88LV6_PSEPK,Pp_1821,Glutathione S-transferase family protein,PP_0815,R3,840799.8
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",PP_0815,R1,1172118.66
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",PP_0815,R2,1272694.2
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",PP_0815,R3,1411676.7
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,PP_0815,R1,716990.94
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,PP_0815,R2,624756.18
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,PP_0815,R3,409310.792
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,PP_0815,R1,907611.6
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,PP_0815,R2,465034.14
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,PP_0815,R3,930906.9
Q88LX1,Q88LX1_PSEPK,Pp_1806,Arabinose 5-phosphate isomerase,PP_0815,R1,127157.1
Q88LX1,Q88LX1_PSEPK,Pp_1806,Arabinose 5-phosphate isomerase,PP_0815,R2,128227.42
Q88LX1,Q88LX1_PSEPK,Pp_1806,Arabinose 5-phosphate isomerase,PP_0815,R3,167234.7
Q88LX6,Q88LX6_PSEPK,Wbpy,Glycosyl transferase WbpY,PP_0815,R1,156700.4
Q88LX6,Q88LX6_PSEPK,Wbpy,Glycosyl transferase WbpY,PP_0815,R2,93244.32
Q88LX6,Q88LX6_PSEPK,Wbpy,Glycosyl transferase WbpY,PP_0815,R3,131628.2
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,PP_0815,R1,887130.9
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,PP_0815,R2,835075.52
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,PP_0815,R3,834962.673
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",PP_0815,R1,13232299.98
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",PP_0815,R2,12331739.42
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",PP_0815,R3,12503652.5
Q88LY1,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,PP_0815,R1,17260.44
Q88LY1,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,PP_0815,R2,17674.26
Q88LY1,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,PP_0815,R3,1982.619
Q88LY2,Q88LY2_PSEPK,Pp_1794,DUF4214 domain-containing protein,PP_0815,R1,77094.42
Q88LY2,Q88LY2_PSEPK,Pp_1794,DUF4214 domain-containing protein,PP_0815,R2,29457.1
Q88LY2,Q88LY2_PSEPK,Pp_1794,DUF4214 domain-containing protein,PP_0815,R3,108037.492
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0815,R1,11506.96
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0815,R2,11782.84
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0815,R3,1321.746
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0815,R1,1807944.34
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0815,R2,1430508.98
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0815,R3,1889232.619
Q88LY6,Q88LY6_PSEPK,Pp_1790,Acylneuraminate cytidylyltransferase,PP_0815,R1,292864.96
Q88LY6,Q88LY6_PSEPK,Pp_1790,Acylneuraminate cytidylyltransferase,PP_0815,R2,439877.42
Q88LY6,Q88LY6_PSEPK,Pp_1790,Acylneuraminate cytidylyltransferase,PP_0815,R3,279132.473
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0815,R1,327142.48
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0815,R2,127375.84
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0815,R3,325942.873
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0815,R1,2369273
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0815,R2,2128883.12
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0815,R3,2191992.773
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0815,R1,4515260.02
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0815,R2,4814859.9
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0815,R3,4851887.165
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0815,R1,4432068.24
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0815,R2,4130064.56
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0815,R3,5165241.5
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0815,R1,7190851.78
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0815,R2,5890749.62
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0815,R3,6452246.973
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0815,R1,3101067.74
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0815,R2,2821779.18
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0815,R3,3536333.573
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0815,R1,62638.12
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0815,R2,29457.1
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0815,R3,3304.365
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0815,R1,2832558.98
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0815,R2,2945254.78
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0815,R3,3082879.557
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0815,R1,445417.94
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0815,R2,428695.24
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0815,R3,574308.146
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0815,R1,2091416.26
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0815,R2,1652278.36
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0815,R3,1388239.092
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0815,R1,3355265.58
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0815,R2,3442743.54
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0815,R3,3481099.492
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0815,R1,36190827.5
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0815,R2,36623777.18
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0815,R3,33681141.83
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0815,R1,2185562.04
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0815,R2,2502432.84
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0815,R3,2316151.446
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0815,R1,4795977.14
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0815,R2,4169703.94
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0815,R3,4309922.665
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0815,R1,2161811.48
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0815,R2,1841784.86
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0815,R3,2073727.519
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0815,R1,3985735.46
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0815,R2,3692075.32
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0815,R3,3563110.319
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0815,R1,5177705.42
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0815,R2,4707397.92
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0815,R3,4775459.357
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0815,R1,5753.48
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0815,R2,64433
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0815,R3,70181.7
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0815,R1,678302.08
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0815,R2,671685.6
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0815,R3,697925.9
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0815,R1,821078.92
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0815,R2,1197959.64
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0815,R3,1169220.346
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0815,R1,1713987.6
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0815,R2,1385622.5
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0815,R3,1368191.2
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0815,R1,235207.5
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0815,R2,227767.3
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0815,R3,253942.6
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0815,R1,11506.96
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0815,R2,11782.84
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0815,R3,20275.473
Q88M18,Q88M18_PSEPK,Bola,DNA-binding transcriptional dual regulator,PP_0815,R1,233864.48
Q88M18,Q88M18_PSEPK,Bola,DNA-binding transcriptional dual regulator,PP_0815,R2,194805.3
Q88M18,Q88M18_PSEPK,Bola,DNA-binding transcriptional dual regulator,PP_0815,R3,335932.2
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0815,R1,2868964.96
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0815,R2,4002827
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0815,R3,3148399.573
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0815,R1,1168755.78
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0815,R2,1321237.14
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0815,R3,1954728.473
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0815,R1,2194338.48
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0815,R2,1889015.14
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0815,R3,2152117.073
Q88M25,Q88M25_PSEPK,Asnb,asparagine synthase (glutamine-hydrolyzing),PP_0815,R1,139752
Q88M25,Q88M25_PSEPK,Asnb,asparagine synthase (glutamine-hydrolyzing),PP_0815,R2,5891.42
Q88M25,Q88M25_PSEPK,Asnb,asparagine synthase (glutamine-hydrolyzing),PP_0815,R3,179874
Q88M32,Q88M32_PSEPK,Actp-i,Acetate permease,PP_0815,R1,195233.6
