Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88KF6,Q88KF6_PSEPK,Prpb,2-methylisocitrate lyase,PP_0815,R2,1077943.92
Q88KF6,Q88KF6_PSEPK,Prpb,2-methylisocitrate lyase,PP_0815,R3,1619130.49
Q88KF8,Q88KF8_PSEPK,Pp_2332,Putative ATP-dependent zinc protease domain-containing protein,PP_0815,R1,203003.5
Q88KF8,Q88KF8_PSEPK,Pp_2332,Putative ATP-dependent zinc protease domain-containing protein,PP_0815,R2,96949.98
Q88KF8,Q88KF8_PSEPK,Pp_2332,Putative ATP-dependent zinc protease domain-containing protein,PP_0815,R3,147149
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0815,R1,705994.63
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0815,R2,680184.9
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0815,R3,833386.7
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0815,R1,64884.06
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0815,R2,192581.28
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0815,R3,117581.99
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0815,R1,1768269.33
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0815,R2,1298576.34
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0815,R3,1668089.68
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0815,R1,2718335.68
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0815,R2,2867735.76
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0815,R3,3133467.45
Q88KG5,Q88KG5_PSEPK,Pp_2325,2-dehydropantoate 2-reductase,PP_0815,R1,896402.59
Q88KG5,Q88KG5_PSEPK,Pp_2325,2-dehydropantoate 2-reductase,PP_0815,R2,281452.44
Q88KG5,Q88KG5_PSEPK,Pp_2325,2-dehydropantoate 2-reductase,PP_0815,R3,916254.17
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0815,R1,2753895.5
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0815,R2,2380607.18
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0815,R3,2388874.79
Q88KG7,Q88KG7_PSEPK,Pp_2323,N-acetyltransferase domain-containing protein,PP_0815,R1,110628
Q88KG7,Q88KG7_PSEPK,Pp_2323,N-acetyltransferase domain-containing protein,PP_0815,R2,95624.3
Q88KG7,Q88KG7_PSEPK,Pp_2323,N-acetyltransferase domain-containing protein,PP_0815,R3,110068
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0815,R1,7768679
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0815,R2,11458268
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0815,R3,6153367
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0815,R1,1488823.46
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0815,R2,1388923.16
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0815,R3,1238336.87
Q88KH9,Q88KH9_PSEPK,Tatd,Mg-dependent cytoplasmic DNase / RNase,PP_0815,R1,98992.4
Q88KH9,Q88KH9_PSEPK,Tatd,Mg-dependent cytoplasmic DNase / RNase,PP_0815,R2,4082.88
Q88KH9,Q88KH9_PSEPK,Tatd,Mg-dependent cytoplasmic DNase / RNase,PP_0815,R3,79393
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0815,R1,1277703.84
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0815,R2,1304793.18
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0815,R3,1527574.15
Q88KI1,Q88KI1_PSEPK,Pp_2309,Terminase,PP_0815,R1,352522.1
Q88KI1,Q88KI1_PSEPK,Pp_2309,Terminase,PP_0815,R2,367486.48
Q88KI1,Q88KI1_PSEPK,Pp_2309,Terminase,PP_0815,R3,207260.19
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0815,R1,632587.8
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0815,R2,668296.4
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0815,R3,572269.49
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0815,R1,148120.56
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0815,R2,161096.76
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0815,R3,236182.09
Q88KI4,Q88KI4_PSEPK,Pp_2306,Lipoprotein,PP_0815,R1,132267.26
Q88KI4,Q88KI4_PSEPK,Pp_2306,Lipoprotein,PP_0815,R2,316678.88
Q88KI4,Q88KI4_PSEPK,Pp_2306,Lipoprotein,PP_0815,R3,225772.99
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0815,R1,221668.63
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0815,R2,336256.7
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0815,R3,344961.9
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0815,R1,6487600.84
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0815,R2,6579223.38
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0815,R3,6083897.11
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0815,R1,26709075
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0815,R2,25911383.8
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0815,R3,23016997.1
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0815,R1,4526025.75
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0815,R2,5002631.1
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0815,R3,5252555.39
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0815,R1,10383974.46
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0815,R2,10187811.84
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0815,R3,9785446.05
Q88KJ0,CLPP_PSEPK,Clpp,ATP-dependent Clp protease proteolytic subunit,PP_0815,R1,3699589.8
Q88KJ0,CLPP_PSEPK,Clpp,ATP-dependent Clp protease proteolytic subunit,PP_0815,R2,3697616.7
Q88KJ0,CLPP_PSEPK,Clpp,ATP-dependent Clp protease proteolytic subunit,PP_0815,R3,3377925
Q88KJ1,TIG_PSEPK,Tig,Trigger factor,PP_0815,R1,25831096.52
Q88KJ1,TIG_PSEPK,Tig,Trigger factor,PP_0815,R2,25715974.12
Q88KJ1,TIG_PSEPK,Tig,Trigger factor,PP_0815,R3,24193689.57
Q88KJ2,Q88KJ2_PSEPK,Pp_2298,DNA repair ATPase,PP_0815,R1,281969.63
Q88KJ2,Q88KJ2_PSEPK,Pp_2298,DNA repair ATPase,PP_0815,R2,271968.88
Q88KJ2,Q88KJ2_PSEPK,Pp_2298,DNA repair ATPase,PP_0815,R3,11498.58
Q88KJ6,Q88KJ6_PSEPK,Pp_2294,Uncharacterized protein,PP_0815,R1,95354.23
Q88KJ6,Q88KJ6_PSEPK,Pp_2294,Uncharacterized protein,PP_0815,R2,104857.88
Q88KJ6,Q88KJ6_PSEPK,Pp_2294,Uncharacterized protein,PP_0815,R3,154211.4
Q88KJ8,Q88KJ8_PSEPK,Pp_2292,Apea-like HEPN domain-containing protein,PP_0815,R1,1056374.69
Q88KJ8,Q88KJ8_PSEPK,Pp_2292,Apea-like HEPN domain-containing protein,PP_0815,R2,1179805.08
Q88KJ8,Q88KJ8_PSEPK,Pp_2292,Apea-like HEPN domain-containing protein,PP_0815,R3,772056.17
Q88KL3,Q88KL3_PSEPK,Pp_2277,Uncharacterized protein,PP_0815,R1,585848.89
Q88KL3,Q88KL3_PSEPK,Pp_2277,Uncharacterized protein,PP_0815,R2,540623.14
Q88KL3,Q88KL3_PSEPK,Pp_2277,Uncharacterized protein,PP_0815,R3,593079.67
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0815,R1,2123936.53
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0815,R2,2172521.88
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0815,R3,1582547.98
Q88KM6,Q88KM6_PSEPK,Pp_2264,"Sugar ABC transporter, periplasmic sugar-binding protein",PP_0815,R1,4932.63
Q88KM6,Q88KM6_PSEPK,Pp_2264,"Sugar ABC transporter, periplasmic sugar-binding protein",PP_0815,R2,4082.88
Q88KM6,Q88KM6_PSEPK,Pp_2264,"Sugar ABC transporter, periplasmic sugar-binding protein",PP_0815,R3,5749.29
Q88KN2,Q88KN2_PSEPK,Pp_2258,Sensory box protein,PP_0815,R1,14797.89
Q88KN2,Q88KN2_PSEPK,Pp_2258,Sensory box protein,PP_0815,R2,68431.36
Q88KN2,Q88KN2_PSEPK,Pp_2258,Sensory box protein,PP_0815,R3,83159.98
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0815,R1,364790.63
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0815,R2,512771.6
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0815,R3,203282.58
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0815,R1,35251.52
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0815,R2,71600.36
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0815,R3,34487.06
Q88KP3,Q88KP3_PSEPK,Pp_2247,Endoribonuclease,PP_0815,R1,69887.33
Q88KP3,Q88KP3_PSEPK,Pp_2247,Endoribonuclease,PP_0815,R2,84878.28
Q88KP3,Q88KP3_PSEPK,Pp_2247,Endoribonuclease,PP_0815,R3,72156.99
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0815,R1,1307227.56
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0815,R2,1088939.74
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0815,R3,1360537.48
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0815,R1,1884257
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0815,R2,1684428.74
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0815,R3,1278268.57
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0815,R1,101777
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0815,R2,107693
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0815,R3,92853.3
Q88KR7,Q88KR7_PSEPK,Pp_2223,Uncharacterized protein,PP_0815,R1,291150.5
Q88KR7,Q88KR7_PSEPK,Pp_2223,Uncharacterized protein,PP_0815,R2,341501
Q88KR7,Q88KR7_PSEPK,Pp_2223,Uncharacterized protein,PP_0815,R3,153334.29
Q88KS0,Q88KS0_PSEPK,Pp_2220,"C4-type zinc finger protein, DksA/TraR family",PP_0815,R1,212783.63
Q88KS0,Q88KS0_PSEPK,Pp_2220,"C4-type zinc finger protein, DksA/TraR family",PP_0815,R2,261528.88
Q88KS0,Q88KS0_PSEPK,Pp_2220,"C4-type zinc finger protein, DksA/TraR family",PP_0815,R3,105805.29
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0815,R1,1281062.39
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0815,R2,1199726.52
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0815,R3,1532358.39
Q88KS3,Q88KS3_PSEPK,Acd,Short-chain acyl-CoA dehydrogenase,PP_0815,R1,306431
Q88KS3,Q88KS3_PSEPK,Acd,Short-chain acyl-CoA dehydrogenase,PP_0815,R2,127066.88
Q88KS3,Q88KS3_PSEPK,Acd,Short-chain acyl-CoA dehydrogenase,PP_0815,R3,100083.69
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0815,R1,741973.79
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0815,R2,973433.76
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0815,R3,1038066.89
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0815,R1,86992.92
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0815,R2,165030.46
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0815,R3,101044.48
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0815,R1,824935.12
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0815,R2,1279055.16
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0815,R3,902530.06
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0815,R1,326545.33
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0815,R2,472601.88
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0815,R3,363776.49
Q88KT5,Q88KT5_PSEPK,Copb-i,Copper resistance protein B,PP_0815,R1,415662
Q88KT5,Q88KT5_PSEPK,Copb-i,Copper resistance protein B,PP_0815,R2,386547
Q88KT5,Q88KT5_PSEPK,Copb-i,Copper resistance protein B,PP_0815,R3,433313
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0815,R1,798693.03
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0815,R2,734247.38
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0815,R3,884850.6
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0815,R1,344192.49
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0815,R2,280296.5
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0815,R3,497898.27
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0815,R1,740375.03
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0815,R2,815852.48
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0815,R3,620826.19
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0815,R1,338557.96
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0815,R2,158312.68
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0815,R3,161011.68
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0815,R1,2683180.36
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0815,R2,2400683.14
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0815,R3,2730780.38
Q88KX3,Q88KX3_PSEPK,Pp_2166,Anti-anti-sigma factor,PP_0815,R1,278670.26
Q88KX3,Q88KX3_PSEPK,Pp_2166,Anti-anti-sigma factor,PP_0815,R2,295174.76
Q88KX3,Q88KX3_PSEPK,Pp_2166,Anti-anti-sigma factor,PP_0815,R3,338688.49
Q88KX4,Q88KX4_PSEPK,Pp_2165,Response regulator,PP_0815,R1,9865.26
Q88KX4,Q88KX4_PSEPK,Pp_2165,Response regulator,PP_0815,R2,64142.58
Q88KX4,Q88KX4_PSEPK,Pp_2165,Response regulator,PP_0815,R3,11498.58
Q88KX5,Q88KX5_PSEPK,Pp_2164,PilZ domain-containing protein,PP_0815,R1,498679.63
Q88KX5,Q88KX5_PSEPK,Pp_2164,PilZ domain-containing protein,PP_0815,R2,150789.88
Q88KX5,Q88KX5_PSEPK,Pp_2164,PilZ domain-containing protein,PP_0815,R3,11498.58
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0815,R1,1327916.06
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0815,R2,1084345.44
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0815,R3,1104073.27
Q88KX8,Q88KX8_PSEPK,Pp_2161,Chromosome partitioning protein ParA,PP_0815,R1,1950331.9
Q88KX8,Q88KX8_PSEPK,Pp_2161,Chromosome partitioning protein ParA,PP_0815,R2,1740963.5
Q88KX8,Q88KX8_PSEPK,Pp_2161,Chromosome partitioning protein ParA,PP_0815,R3,34495.74
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0815,R1,128935.13
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0815,R2,67817.56
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0815,R3,63417.88
Q88KY1,Q88KY1_PSEPK,Copr-i,Transcriptional activator protein,PP_0815,R1,4932.63
Q88KY1,Q88KY1_PSEPK,Copr-i,Transcriptional activator protein,PP_0815,R2,4082.88
Q88KY1,Q88KY1_PSEPK,Copr-i,Transcriptional activator protein,PP_0815,R3,5749.29
Q88KY2,Q88KY2_PSEPK,Pp_2157,Sensor protein,PP_0815,R1,129961
Q88KY2,Q88KY2_PSEPK,Pp_2157,Sensor protein,PP_0815,R2,39523
Q88KY2,Q88KY2_PSEPK,Pp_2157,Sensor protein,PP_0815,R3,5749.29
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0815,R1,252781.93
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0815,R2,333748.08
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0815,R3,246150.78
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0815,R1,273553.89
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0815,R2,553435.38
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0815,R3,534558.49
Q88KY5,Q88KY5_PSEPK,Lolc,LolC,PP_0815,R1,105259.86
Q88KY5,Q88KY5_PSEPK,Lolc,LolC,PP_0815,R2,218579.78
Q88KY5,Q88KY5_PSEPK,Lolc,LolC,PP_0815,R3,133506.58
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0815,R1,1619776.76
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0815,R2,1477064.76
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0815,R3,1669223.68
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0815,R1,4273076.79
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0815,R2,5106308.62
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0815,R3,5750096.47
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0815,R1,23369768.23
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0815,R2,24023707.18
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0815,R3,24699693.9
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0815,R1,1129451.78
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0815,R2,1568515.62
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0815,R3,1197661.04
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0815,R1,177002.03
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0815,R2,178519.78
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0815,R3,132246.58
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0815,R1,1516716.63
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0815,R2,1233148.76
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0815,R3,1527668.29
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0815,R1,427807.3
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0815,R2,807287.92
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0815,R3,481331.33
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0815,R1,122958.83
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0815,R2,70829.56
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0815,R3,85784.59
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0815,R1,2257904.65
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0815,R2,2023992.52
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0815,R3,2066020.84
Q88L00,Q88L00_PSEPK,Pp_2138,DUF1653 domain-containing protein,PP_0815,R1,129774.63
Q88L00,Q88L00_PSEPK,Pp_2138,DUF1653 domain-containing protein,PP_0815,R2,347532
Q88L00,Q88L00_PSEPK,Pp_2138,DUF1653 domain-containing protein,PP_0815,R3,131650.29
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0815,R1,1651416.65
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0815,R2,1544619.28
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0815,R3,1486971.95
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0815,R1,3928480.91
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0815,R2,3823126.96
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0815,R3,3867431.96
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0815,R1,2737209.63
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0815,R2,2822771.18
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0815,R3,2837877.29
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0815,R1,2270745.17
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0815,R2,2543976.5
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0815,R3,2810939.75
Q88L07,Q88L07_PSEPK,Pp_2130,Soluble lytic transglycosylase,PP_0815,R1,4932.63
Q88L07,Q88L07_PSEPK,Pp_2130,Soluble lytic transglycosylase,PP_0815,R2,4082.88
Q88L07,Q88L07_PSEPK,Pp_2130,Soluble lytic transglycosylase,PP_0815,R3,5749.29
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0815,R1,450730.52
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0815,R2,530981.32
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0815,R3,626921.16
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0815,R1,271859.66
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0815,R2,410957.08
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0815,R3,280535.37
Q88L12,YEGS_PSEPK,Pp_2125,Probable lipid kinase YegS-like,PP_0815,R1,9865.26
Q88L12,YEGS_PSEPK,Pp_2125,Probable lipid kinase YegS-like,PP_0815,R2,8165.76
Q88L12,YEGS_PSEPK,Pp_2125,Probable lipid kinase YegS-like,PP_0815,R3,67812.49
Q88L14,Q88L14_PSEPK,Moea,Molybdopterin molybdenumtransferase,PP_0815,R1,239117.63
Q88L14,Q88L14_PSEPK,Moea,Molybdopterin molybdenumtransferase,PP_0815,R2,408901.38
Q88L14,Q88L14_PSEPK,Moea,Molybdopterin molybdenumtransferase,PP_0815,R3,204632.28
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0815,R1,1133167.13
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0815,R2,1118975.68
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0815,R3,1114241.49
Q88L16,Q88L16_PSEPK,Pp_2121,Lipoprotein,PP_0815,R1,84366.5
Q88L16,Q88L16_PSEPK,Pp_2121,Lipoprotein,PP_0815,R2,93400.9
Q88L16,Q88L16_PSEPK,Pp_2121,Lipoprotein,PP_0815,R3,55271.6
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0815,R1,369074.1
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0815,R2,389913.68
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0815,R3,328289.58
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0815,R1,2498323.46
