Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of_protein_abundance_Top3-method,log10_%_abundance,Source
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),PP_0812_15,R1,1283658.167,0.027785253,-1.556185649,September
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),PP_0812_15,R2,1752539.667,0.037626244,-1.424509129,September
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),PP_0812_15,R3,1507696,0.03268918,-1.485595978,September
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,PP_0812_15,R1,2146540,0.046462647,-1.332896052,September
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,PP_0812_15,R2,2314990.333,0.049701809,-1.303627803,September
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,PP_0812_15,R3,2070614.367,0.04489412,-1.347810538,September
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,PP_0812_15,R1,1216444.667,0.026330392,-1.579542679,September
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,PP_0812_15,R2,1467704.333,0.031510957,-1.501538409,September
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,PP_0812_15,R3,1300923,0.028206021,-1.549658169,September
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,R1,2347735.667,0.050817601,-1.29398584,September
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,R2,2071912.8,0.044483043,-1.351805512,September
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,R3,2706047.667,0.058671296,-1.231574318,September
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,PP_0812_15,R1,1133596.733,0.024537118,-1.610176452,September
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,PP_0812_15,R2,1362280.467,0.029247554,-1.533910456,September
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,PP_0812_15,R3,1492901,0.032368401,-1.489878752,September
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,PP_0812_15,R1,3251452.4,0.070378882,-1.152557637,September
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,PP_0812_15,R2,3416666.667,0.073354308,-1.134574374,September
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,PP_0812_15,R3,2664517.7,0.057770862,-1.238291151,September
Q88PS6,Q88PS6_PSEPK,Pp_0772,Metallo-beta-lactamase family protein,PP_0812_15,R1,14357.2,0.000310767,-3.507565287,September
Q88PS6,Q88PS6_PSEPK,Pp_0772,Metallo-beta-lactamase family protein,PP_0812_15,R2,65128.6,0.001398282,-2.854405242,September
Q88PS6,Q88PS6_PSEPK,Pp_0772,Metallo-beta-lactamase family protein,PP_0812_15,R3,11843.1,0.000256777,-3.590444364,September
Q88PS9,Q88PS9_PSEPK,Pp_0769,Sensor histidine kinase,PP_0812_15,R1,14357.2,0.000310767,-3.507565287,September
Q88PS9,Q88PS9_PSEPK,Pp_0769,Sensor histidine kinase,PP_0812_15,R2,15985.4,0.000343199,-3.464453477,September
Q88PS9,Q88PS9_PSEPK,Pp_0769,Sensor histidine kinase,PP_0812_15,R3,11843.1,0.000256777,-3.590444364,September
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,PP_0812_15,R1,14357.2,0.000310767,-3.507565287,September
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,PP_0812_15,R2,15985.4,0.000343199,-3.464453477,September
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,PP_0812_15,R3,11843.1,0.000256777,-3.590444364,September
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,PP_0812_15,R1,2210000,0.047836262,-1.320242764,September
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,PP_0812_15,R2,1535328.467,0.032962817,-1.481975683,September
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,PP_0812_15,R3,1403947.7,0.030439756,-1.516558831,September
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,PP_0812_15,R1,145954.4667,0.003159238,-2.500417647,September
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,PP_0812_15,R2,236243.1333,0.005072035,-2.294817791,September
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,PP_0812_15,R3,140481.0667,0.003045847,-2.516291965,September
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,PP_0812_15,R1,3824063.333,0.082773256,-1.082109961,September
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,PP_0812_15,R2,4185348,0.089857553,-1.046445411,September
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,PP_0812_15,R3,4262299.667,0.092413245,-1.034265781,September
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,PP_0812_15,R1,14357.2,0.000310767,-3.507565287,September
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,PP_0812_15,R2,15985.4,0.000343199,-3.464453477,September
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,PP_0812_15,R3,11843.1,0.000256777,-3.590444364,September
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,PP_0812_15,R1,1192916.533,0.025821117,-1.58802498,September
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,PP_0812_15,R2,1248299.133,0.026800425,-1.571858316,September
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,PP_0812_15,R3,1448703.367,0.031410128,-1.502930291,September
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,PP_0812_15,R1,283152.7333,0.006128945,-2.212614279,September
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,PP_0812_15,R2,330023.8,0.007085464,-2.149631724,September
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,PP_0812_15,R3,542955.7,0.011772119,-1.929145364,September
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,PP_0812_15,R1,539315.5,0.011673682,-1.932792135,September
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,PP_0812_15,R2,477118.4667,0.010243521,-1.989550759,September
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,PP_0812_15,R3,465822.0333,0.010099742,-1.995689734,September
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,PP_0812_15,R1,3203333.333,0.069337327,-1.159032905,September
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,PP_0812_15,R2,3300000,0.070849527,-1.149663045,September
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,PP_0812_15,R3,3000000,0.065044637,-1.186788506,September
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,PP_0812_15,R1,2837667.667,0.061422359,-1.211673506,September
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,PP_0812_15,R2,3243333.333,0.069632919,-1.1571854,September
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,PP_0812_15,R3,3541470,0.076784543,-1.114726194,September
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,PP_0812_15,R1,2228753.667,0.048242192,-1.316572967,September
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,PP_0812_15,R2,2468416.333,0.052995797,-1.275758574,September
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,PP_0812_15,R3,2463890.333,0.053420951,-1.272288387,September
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,PP_0812_15,R1,97771.2,0.002116294,-2.674424092,September
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,PP_0812_15,R2,134495.0667,0.002887549,-2.539470631,September
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,PP_0812_15,R3,953247.7333,0.020667884,-1.68470398,September
Q88PV1,Q88PV1_PSEPK,Pp_0747,Hypoxanthine-guanine phosphoribosyltransferase,PP_0812_15,R1,319297.0667,0.006911302,-2.160440109,September
Q88PV1,Q88PV1_PSEPK,Pp_0747,Hypoxanthine-guanine phosphoribosyltransferase,PP_0812_15,R2,340335.8,0.007306858,-2.13626935,September
Q88PV1,Q88PV1_PSEPK,Pp_0747,Hypoxanthine-guanine phosphoribosyltransferase,PP_0812_15,R3,143305.7333,0.00310709,-2.507646195,September
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,PP_0812_15,R1,1487267,0.032192441,-1.492246096,September
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,PP_0812_15,R2,1278031.333,0.027438762,-1.561635484,September
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,PP_0812_15,R3,1522271.467,0.033005198,-1.481417654,September
Q88PV4,HEMH_PSEPK,Hemh,Ferrochelatase,PP_0812_15,R1,981452.4,0.021243898,-1.672765796,September
Q88PV4,HEMH_PSEPK,Hemh,Ferrochelatase,PP_0812_15,R2,1265328.467,0.027166037,-1.565973706,September
Q88PV4,HEMH_PSEPK,Hemh,Ferrochelatase,PP_0812_15,R3,504562.0667,0.010939685,-1.960995164,September
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,PP_0812_15,R1,227478.4667,0.004923855,-2.307694745,September
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,PP_0812_15,R2,925885,0.019878338,-1.701619937,September
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,PP_0812_15,R3,287724.3667,0.006238309,-2.204933118,September
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,PP_0812_15,R1,620877.3333,0.013439118,-1.871629232,September
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,PP_0812_15,R2,1014303.667,0.021776647,-1.66200899,September
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,PP_0812_15,R3,584141.0333,0.01266508,-1.897392046,September
Q88PW4,Q88PW4_PSEPK,Prmc,Release factor glutamine methyltransferase,PP_0812_15,R1,31994.7,0.000692537,-3.159556995,September
Q88PW4,Q88PW4_PSEPK,Prmc,Release factor glutamine methyltransferase,PP_0812_15,R2,144621.6,0.003104961,-2.507943823,September
Q88PW4,Q88PW4_PSEPK,Prmc,Release factor glutamine methyltransferase,PP_0812_15,R3,387440.3667,0.008400306,-2.075704894,September
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,PP_0812_15,R1,14357.2,0.000310767,-3.507565287,September
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,PP_0812_15,R2,142310.1333,0.003055335,-2.51494116,September
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,PP_0812_15,R3,135002.3667,0.00292706,-2.533568379,September
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,PP_0812_15,R1,503102.3333,0.010889835,-1.962978706,September
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,PP_0812_15,R2,761089.4667,0.016340251,-1.786741274,September
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,PP_0812_15,R3,1240998.333,0.026906762,-1.570138563,September
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,PP_0812_15,R1,7683127,0.166304107,-0.779097026,September
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,PP_0812_15,R2,7994720,0.17164307,-0.765373727,September
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,PP_0812_15,R3,7185404.367,0.155790673,-0.807458547,September
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,PP_0812_15,R1,13260000,0.287017572,-0.542091513,September
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,PP_0812_15,R2,13900000,0.298426795,-0.525162185,September
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,PP_0812_15,R3,10240000,0.222019027,-0.653609804,September
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,PP_0812_15,R1,412999.1333,0.008939518,-2.048685897,September
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,PP_0812_15,R2,342545.9333,0.007354308,-2.133458169,September
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,PP_0812_15,R3,371843.1,0.008062133,-2.093550034,September
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,PP_0812_15,R1,2609966.333,0.05649368,-1.248000132,September
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,PP_0812_15,R2,2129826.133,0.045726416,-1.339832833,September
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,PP_0812_15,R3,2551386.333,0.055317999,-1.257133536,September
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,PP_0812_15,R1,1706666.667,0.036941427,-1.432486331,September
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,PP_0812_15,R2,1335328.467,0.028668906,-1.542588878,September
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,PP_0812_15,R3,1783947.7,0.038678743,-1.412527643,September
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,PP_0812_15,R1,3391801.333,0.073416786,-1.134204631,September
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,PP_0812_15,R2,4185762.667,0.089866456,-1.046402385,September
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,PP_0812_15,R3,3552316.333,0.077019709,-1.113398128,September
Q88Q03,Q88Q03_PSEPK,Pp_0695,DUF3375 domain-containing protein,PP_0812_15,R1,133176.8,0.002882661,-2.540206462,September
Q88Q03,Q88Q03_PSEPK,Pp_0695,DUF3375 domain-containing protein,PP_0812_15,R2,126397.2667,0.002713693,-2.566439303,September
Q88Q03,Q88Q03_PSEPK,Pp_0695,DUF3375 domain-containing protein,PP_0812_15,R3,82848.4,0.001796281,-2.745625635,September
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,PP_0812_15,R1,1800000,0.038961661,-1.409362532,September
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,PP_0812_15,R2,1128661.8,0.024231865,-1.615613159,September
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,PP_0812_15,R3,1367760,0.029655151,-1.527899862,September
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,PP_0812_15,R1,1576666.667,0.034127529,-1.466895152,September
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,PP_0812_15,R2,1155328.467,0.024804386,-1.605471511,September
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,PP_0812_15,R3,714562.0667,0.01549281,-1.809869803,September
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,PP_0812_15,R1,1911452.4,0.04137409,-1.38327155,September
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,PP_0812_15,R2,2391995.133,0.051355068,-1.289416693,September
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,PP_0812_15,R3,2077281.033,0.045038664,-1.346414505,September
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,PP_0812_15,R1,5693333.333,0.123234292,-0.909268426,September
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,PP_0812_15,R2,4588661.8,0.098516521,-1.006490935,September
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,PP_0812_15,R3,5543333.333,0.120188035,-0.920138766,September
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,PP_0812_15,R1,22066666.67,0.477641108,-0.320898303,September
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,PP_0812_15,R2,21300000,0.457301492,-0.339797382,September
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,PP_0812_15,R3,21700000,0.470489541,-0.327450027,September
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,PP_0812_15,R1,2481452.4,0.053711949,-1.269929089,September
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,PP_0812_15,R2,2458661.8,0.052786371,-1.277478191,September
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,PP_0812_15,R3,2730614.367,0.05920394,-1.22764939,September
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,PP_0812_15,R1,1187690.533,0.025707998,-1.589931743,September
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,PP_0812_15,R2,1460291.933,0.031351816,-1.503737299,September
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,PP_0812_15,R3,2114562.067,0.045846974,-1.338689324,September
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,R1,3330000,0.072079074,-1.142190804,September
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,R2,3003333.333,0.064480226,-1.190573449,September
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,R3,3543333.333,0.076824943,-1.114497751,September
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,PP_0812_15,R1,2834821.4,0.061360751,-1.212109335,September
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,PP_0812_15,R2,2557323.6,0.054904596,-1.260391299,September
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,PP_0812_15,R3,3262541.667,0.070736946,-1.150353694,September
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,PP_0812_15,R1,1339096.333,0.028985232,-1.537823217,September
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,PP_0812_15,R2,1296143.333,0.027827619,-1.555523955,September
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,PP_0812_15,R3,1763037.667,0.038225382,-1.41764817,September
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,PP_0812_15,R1,4870000,0.105412939,-0.977106076,September
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,PP_0812_15,R2,4620000,0.099189338,-1.00353501,September
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,PP_0812_15,R3,4523333.333,0.098072858,-1.008451168,September
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,PP_0812_15,R1,7903333.333,0.171070554,-0.766824738,September
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,PP_0812_15,R2,8593333.333,0.184495031,-0.734015327,September
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,PP_0812_15,R3,8946666.667,0.193977562,-0.712248504,September
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,PP_0812_15,R1,1009096.733,0.02184227,-1.660702237,September
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,PP_0812_15,R2,1133574.6,0.024337341,-1.613726879,September
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,PP_0812_15,R3,1003818.733,0.021764342,-1.662254465,September
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,R1,639279.6667,0.013837443,-1.858944146,September
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,R2,318333.4667,0.006834477,-2.165294686,September
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,R3,339937.7,0.007370375,-2.132510429,September
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,PP_0812_15,R1,264579.4,0.005726918,-2.24207901,September
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,PP_0812_15,R2,238131.1333,0.005112569,-2.291360806,September
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,PP_0812_15,R3,493966,0.010709946,-1.970212704,September
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,PP_0812_15,R1,14357.2,0.000310767,-3.507565287,September
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,PP_0812_15,R2,159176.9333,0.003417458,-2.466296852,September
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,PP_0812_15,R3,290930.4,0.006307821,-2.200120657,September
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,PP_0812_15,R1,797339.6667,0.01725871,-1.762991667,September
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,PP_0812_15,R2,819159.3333,0.017586985,-1.754808601,September
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,PP_0812_15,R3,636875,0.013808434,-1.859855559,September
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,PP_0812_15,R1,6484975.667,0.140369681,-0.852726687,September
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,PP_0812_15,R2,4590656.933,0.098559355,-1.006302147,September
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,PP_0812_15,R3,6444562.067,0.139728067,-0.85471635,September
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,PP_0812_15,R1,1344785.733,0.029108381,-1.535981944,September
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,PP_0812_15,R2,440656.9333,0.009460708,-2.024076377,September
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,PP_0812_15,R3,1398034.667,0.030311552,-1.51839182,September
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,PP_0812_15,R1,2198255.667,0.047582052,-1.322556836,September
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,PP_0812_15,R2,2279695.667,0.048944048,-1.310300111,September
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,PP_0812_15,R3,2181074.667,0.04728907,-1.325239227,September
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,R1,50350.8,0.001089862,-2.962628662,September
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,R2,57337.6,0.001231013,-2.909737475,September
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,R3,77937.4,0.001689803,-2.772163847,September
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",PP_0812_15,R1,14357.2,0.000310767,-3.507565287,September
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",PP_0812_15,R2,15985.4,0.000343199,-3.464453477,September
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",PP_0812_15,R3,11843.1,0.000256777,-3.590444364,September
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",PP_0812_15,R1,14357.2,0.000310767,-3.507565287,September
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",PP_0812_15,R2,15985.4,0.000343199,-3.464453477,September
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",PP_0812_15,R3,11843.1,0.000256777,-3.590444364,September
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,PP_0812_15,R1,19142.93333,0.000414356,-3.382626551,September
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,PP_0812_15,R2,21313.86667,0.000457599,-3.33951474,September
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,PP_0812_15,R3,15790.8,0.000342369,-3.465505628,September
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,PP_0812_15,R1,19142.93333,0.000414356,-3.382626551,September
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,PP_0812_15,R2,21313.86667,0.000457599,-3.33951474,September
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,PP_0812_15,R3,15790.8,0.000342369,-3.465505628,September
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,PP_0812_15,R1,1147667,0.024841674,-1.604819143,September
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,PP_0812_15,R2,311843.1333,0.006695133,-2.1742408,September
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,PP_0812_15,R3,906444.7,0.019653122,-1.706568447,September
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,PP_0812_15,R1,661745.4,0.014323722,-1.843944106,September
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,PP_0812_15,R2,573119.1333,0.012304612,-1.909932078,September
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,PP_0812_15,R3,907331.3333,0.019672346,-1.706143852,September
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,PP_0812_15,R1,5588119.067,0.12095689,-0.917369386,September
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,PP_0812_15,R2,5191995.133,0.111469818,-0.952842708,September
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,PP_0812_15,R3,4470614.367,0.096929829,-1.013542551,September
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,PP_0812_15,R1,549714.8,0.011898779,-1.924497608,September
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,PP_0812_15,R2,738529.8,0.015855905,-1.799808961,September
