Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundanceop3-method,log10_%_abundance
Q88IC0,Q88IC0_PSEPK,Ppic-ii,Peptidyl-prolyl cis-trans isomerase C (Rotamase C),PP_0812_15,R2,3226666.667,0.079147217,-1.101564354
Q88IC0,Q88IC0_PSEPK,Ppic-ii,Peptidyl-prolyl cis-trans isomerase C (Rotamase C),PP_0812_15,R3,2806666.667,0.076250496,-1.117757329
Q88IC0,Q88IC0_PSEPK,Ppic-ii,Peptidyl-prolyl cis-trans isomerase C (Rotamase C),PP_0815,R1,4066666.667,0.098824714,-1.005134433
Q88IC0,Q88IC0_PSEPK,Ppic-ii,Peptidyl-prolyl cis-trans isomerase C (Rotamase C),PP_0815,R2,4193333.333,0.105215068,-0.977922059
Q88IC0,Q88IC0_PSEPK,Ppic-ii,Peptidyl-prolyl cis-trans isomerase C (Rotamase C),PP_0815,R3,4306666.667,0.102615726,-0.988786079
Q88IC8,Q88IC8_PSEPK,Aacs,Acetoacetyl-coenzyme A synthetase,PP_0812_15,R1,461122,0.01054781,-1.976837718
Q88IC8,Q88IC8_PSEPK,Aacs,Acetoacetyl-coenzyme A synthetase,PP_0812_15,R2,282092.7,0.006919479,-2.159926609
Q88IC8,Q88IC8_PSEPK,Aacs,Acetoacetyl-coenzyme A synthetase,PP_0812_15,R3,549924.3333,0.014940144,-1.825645228
Q88IC8,Q88IC8_PSEPK,Aacs,Acetoacetyl-coenzyme A synthetase,PP_0815,R1,312964.1333,0.007605391,-2.11887844
Q88IC8,Q88IC8_PSEPK,Aacs,Acetoacetyl-coenzyme A synthetase,PP_0815,R2,374415,0.009394459,-2.027128206
Q88IC8,Q88IC8_PSEPK,Aacs,Acetoacetyl-coenzyme A synthetase,PP_0815,R3,353833.1333,0.008430846,-2.07412884
Q88ID2,Q88ID2_PSEPK,Pp_3067,PIN like domain-containing protein,PP_0812_15,R1,210951.4,0.00482535,-2.316471149
Q88ID2,Q88ID2_PSEPK,Pp_3067,PIN like domain-containing protein,PP_0812_15,R2,641336.3333,0.015731401,-1.803232612
Q88ID2,Q88ID2_PSEPK,Pp_3067,PIN like domain-containing protein,PP_0812_15,R3,256941.2667,0.006980487,-2.156114305
Q88ID2,Q88ID2_PSEPK,Pp_3067,PIN like domain-containing protein,PP_0815,R1,463925.3333,0.011273923,-1.94792492
Q88ID2,Q88ID2_PSEPK,Pp_3067,PIN like domain-containing protein,PP_0815,R2,556796,0.013970587,-1.854785339
Q88ID2,Q88ID2_PSEPK,Pp_3067,PIN like domain-containing protein,PP_0815,R3,487861.3333,0.01162436,-1.93463094
Q88II0,Q88II0_PSEPK,Pp_3019,Carbon-nitrogen hydrolase family protein,PP_0812_15,R1,944045.4,0.021594309,-1.665660681
Q88II0,Q88II0_PSEPK,Pp_3019,Carbon-nitrogen hydrolase family protein,PP_0812_15,R2,191004.4333,0.004685166,-2.329275009
Q88II0,Q88II0_PSEPK,Pp_3019,Carbon-nitrogen hydrolase family protein,PP_0812_15,R3,893324.6,0.024269517,-1.614938872
Q88II0,Q88II0_PSEPK,Pp_3019,Carbon-nitrogen hydrolase family protein,PP_0815,R1,407924.1333,0.009913029,-2.003793609
Q88II0,Q88II0_PSEPK,Pp_3019,Carbon-nitrogen hydrolase family protein,PP_0815,R2,592836.3333,0.014874876,-1.827546633
Q88II0,Q88II0_PSEPK,Pp_3019,Carbon-nitrogen hydrolase family protein,PP_0815,R3,759876.4667,0.018105714,-1.742184343
Q88II5,Q88II5_PSEPK,Pp_3014,Lipoprotein,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88II5,Q88II5_PSEPK,Pp_3014,Lipoprotein,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88II5,Q88II5_PSEPK,Pp_3014,Lipoprotein,PP_0812_15,R3,103824.2667,0.00282066,-2.549649293
Q88II5,Q88II5_PSEPK,Pp_3014,Lipoprotein,PP_0815,R1,87571.33333,0.002128085,-2.672011046
Q88II5,Q88II5_PSEPK,Pp_3014,Lipoprotein,PP_0815,R2,91961.33333,0.002307405,-2.636876186
Q88II5,Q88II5_PSEPK,Pp_3014,Lipoprotein,PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88IQ2,Q88IQ2_PSEPK,Pp_2947,"Transcriptional regulator MvaT, P16 subunit",PP_0812_15,R1,2627001.667,0.060090634,-1.221193213
Q88IQ2,Q88IQ2_PSEPK,Pp_2947,"Transcriptional regulator MvaT, P16 subunit",PP_0812_15,R2,2384969.667,0.05850115,-1.232835597
Q88IQ2,Q88IQ2_PSEPK,Pp_2947,"Transcriptional regulator MvaT, P16 subunit",PP_0812_15,R3,1970110.667,0.053523248,-1.271457543
Q88IQ2,Q88IQ2_PSEPK,Pp_2947,"Transcriptional regulator MvaT, P16 subunit",PP_0815,R1,2712751.333,0.065923002,-1.180963023
Q88IQ2,Q88IQ2_PSEPK,Pp_2947,"Transcriptional regulator MvaT, P16 subunit",PP_0815,R2,2640367.333,0.066249546,-1.178817095
Q88IQ2,Q88IQ2_PSEPK,Pp_2947,"Transcriptional regulator MvaT, P16 subunit",PP_0815,R3,2330864.467,0.055537929,-1.255410317
Q88IR3,Q88IR3_PSEPK,Ybit,ATP-binding component of a transport system,PP_0812_15,R1,1375740.033,0.031468991,-1.502117186
Q88IR3,Q88IR3_PSEPK,Ybit,ATP-binding component of a transport system,PP_0812_15,R2,1567584,0.038451418,-1.415087634
Q88IR3,Q88IR3_PSEPK,Ybit,ATP-binding component of a transport system,PP_0812_15,R3,1355150.667,0.036816239,-1.433960582
Q88IR3,Q88IR3_PSEPK,Ybit,ATP-binding component of a transport system,PP_0815,R1,747085.8,0.018155051,-1.741002527
Q88IR3,Q88IR3_PSEPK,Ybit,ATP-binding component of a transport system,PP_0815,R2,663272.3333,0.016642188,-1.778789564
Q88IR3,Q88IR3_PSEPK,Ybit,ATP-binding component of a transport system,PP_0815,R3,947689.6667,0.022580773,-1.646261193
Q88IR6,Q88IR6_PSEPK,Yghu,GSH-dependent disulfide bond oxidoreductase,PP_0812_15,R1,1149514.367,0.026294253,-1.580139158
Q88IR6,Q88IR6_PSEPK,Yghu,GSH-dependent disulfide bond oxidoreductase,PP_0812_15,R2,858213.4,0.021051199,-1.676723165
Q88IR6,Q88IR6_PSEPK,Yghu,GSH-dependent disulfide bond oxidoreductase,PP_0812_15,R3,700066.9333,0.019019163,-1.720808601
Q88IR6,Q88IR6_PSEPK,Yghu,GSH-dependent disulfide bond oxidoreductase,PP_0815,R1,1041816.133,0.02531734,-1.59658193
Q88IR6,Q88IR6_PSEPK,Yghu,GSH-dependent disulfide bond oxidoreductase,PP_0815,R2,1145538,0.028742733,-1.541471945
Q88IR6,Q88IR6_PSEPK,Yghu,GSH-dependent disulfide bond oxidoreductase,PP_0815,R3,1092276.8,0.026025877,-1.584594629
Q88IR7,Q88IR7_PSEPK,Pp_2932,Amidase family protein,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88IR7,Q88IR7_PSEPK,Pp_2932,Amidase family protein,PP_0812_15,R2,690835,0.016945558,-1.770944124
Q88IR7,Q88IR7_PSEPK,Pp_2932,Amidase family protein,PP_0812_15,R3,632519.3,0.017184054,-1.764874384
Q88IR7,Q88IR7_PSEPK,Pp_2932,Amidase family protein,PP_0815,R1,716201.3333,0.017404523,-1.759337883
Q88IR7,Q88IR7_PSEPK,Pp_2932,Amidase family protein,PP_0815,R2,592519,0.014866914,-1.827779165
Q88IR7,Q88IR7_PSEPK,Pp_2932,Amidase family protein,PP_0815,R3,421449.8,0.010041961,-1.998181486
Q88IS0,Q88IS0_PSEPK,Nspc,Carboxynorspermidine/carboxyspermidine decarboxylase,PP_0812_15,R1,3483333.333,0.07967856,-1.098658525
Q88IS0,Q88IS0_PSEPK,Nspc,Carboxynorspermidine/carboxyspermidine decarboxylase,PP_0812_15,R2,2870000,0.070398506,-1.15243656
Q88IS0,Q88IS0_PSEPK,Nspc,Carboxynorspermidine/carboxyspermidine decarboxylase,PP_0812_15,R3,2926666.667,0.079510612,-1.099574904
Q88IS0,Q88IS0_PSEPK,Nspc,Carboxynorspermidine/carboxyspermidine decarboxylase,PP_0815,R1,3023333.333,0.073470505,-1.133886976
Q88IS0,Q88IS0_PSEPK,Nspc,Carboxynorspermidine/carboxyspermidine decarboxylase,PP_0815,R2,3053333.333,0.07661129,-1.115707227
Q88IS0,Q88IS0_PSEPK,Nspc,Carboxynorspermidine/carboxyspermidine decarboxylase,PP_0815,R3,2990000,0.071243271,-1.14725615
Q88IS1,Q88IS1_PSEPK,Pp_2928,Saccharopine dehydrogenase,PP_0812_15,R1,4435380,0.101455892,-0.993722727
Q88IS1,Q88IS1_PSEPK,Pp_2928,Saccharopine dehydrogenase,PP_0812_15,R2,3521521,0.086379727,-1.063588174
Q88IS1,Q88IS1_PSEPK,Pp_2928,Saccharopine dehydrogenase,PP_0812_15,R3,3251173.667,0.0883267,-1.053907997
Q88IS1,Q88IS1_PSEPK,Pp_2928,Saccharopine dehydrogenase,PP_0815,R1,2939640,0.07143666,-1.14607886
Q88IS1,Q88IS1_PSEPK,Pp_2928,Saccharopine dehydrogenase,PP_0815,R2,2684308.333,0.067352071,-1.171649046
Q88IS1,Q88IS1_PSEPK,Pp_2928,Saccharopine dehydrogenase,PP_0815,R3,2391484.333,0.05698233,-1.244259798
Q88IS4,MQO3_PSEPK,Mqo3,Probable malate:quinone oxidoreductase 3,PP_0812_15,R1,301727.7333,0.006901789,-2.161038331
Q88IS4,MQO3_PSEPK,Mqo3,Probable malate:quinone oxidoreductase 3,PP_0812_15,R2,533921.0667,0.013096601,-1.8828414
Q88IS4,MQO3_PSEPK,Mqo3,Probable malate:quinone oxidoreductase 3,PP_0812_15,R3,370438.9333,0.01006395,-1.99723154
Q88IS4,MQO3_PSEPK,Mqo3,Probable malate:quinone oxidoreductase 3,PP_0815,R1,748279.8,0.018184067,-1.740308987
Q88IS4,MQO3_PSEPK,Mqo3,Probable malate:quinone oxidoreductase 3,PP_0815,R2,723228.6667,0.018146555,-1.741205814
Q88IS4,MQO3_PSEPK,Mqo3,Probable malate:quinone oxidoreductase 3,PP_0815,R3,962987.8,0.022945285,-1.639306553
Q88IT6,Q88IT6_PSEPK,Hemb,Delta-aminolevulinic acid dehydratase,PP_0812_15,R1,1977480.7,0.045233344,-1.344541308
Q88IT6,Q88IT6_PSEPK,Hemb,Delta-aminolevulinic acid dehydratase,PP_0812_15,R2,3903333.333,0.095745238,-1.018882816
Q88IT6,Q88IT6_PSEPK,Hemb,Delta-aminolevulinic acid dehydratase,PP_0812_15,R3,2608765.633,0.070873993,-1.149513101
Q88IT6,Q88IT6_PSEPK,Hemb,Delta-aminolevulinic acid dehydratase,PP_0815,R1,4810000,0.116888576,-0.932227932
Q88IT6,Q88IT6_PSEPK,Hemb,Delta-aminolevulinic acid dehydratase,PP_0815,R2,4770000,0.119684231,-0.921963067
Q88IT6,Q88IT6_PSEPK,Hemb,Delta-aminolevulinic acid dehydratase,PP_0815,R3,4786666.667,0.114052773,-0.942894153
Q88IU2,Q88IU2_PSEPK,Pp_2907,DNA-binding response regulator,PP_0812_15,R1,1492119.067,0.034131071,-1.466850081
Q88IU2,Q88IU2_PSEPK,Pp_2907,DNA-binding response regulator,PP_0812_15,R2,824191.4333,0.020216671,-1.69429036
Q88IU2,Q88IU2_PSEPK,Pp_2907,DNA-binding response regulator,PP_0812_15,R3,264192.8667,0.007177495,-2.144027078
Q88IU2,Q88IU2_PSEPK,Pp_2907,DNA-binding response regulator,PP_0815,R1,905131.6667,0.021995749,-1.657661249
Q88IU2,Q88IU2_PSEPK,Pp_2907,DNA-binding response regulator,PP_0815,R2,1068418,0.026807712,-1.57174025
Q88IU2,Q88IU2_PSEPK,Pp_2907,DNA-binding response regulator,PP_0815,R3,1151073.8,0.027426844,-1.561824169
Q88IU4,SYC_PSEPK,Cyss,Cysteine--tRNA ligase,PP_0812_15,R1,2207826.667,0.05050233,-1.296688587
Q88IU4,SYC_PSEPK,Cyss,Cysteine--tRNA ligase,PP_0812_15,R2,2303314.033,0.056498211,-1.247965303
Q88IU4,SYC_PSEPK,Cyss,Cysteine--tRNA ligase,PP_0812_15,R3,1726560.633,0.046906569,-1.328766331
Q88IU4,SYC_PSEPK,Cyss,Cysteine--tRNA ligase,PP_0815,R1,2079779.667,0.050541057,-1.296355681
Q88IU4,SYC_PSEPK,Cyss,Cysteine--tRNA ligase,PP_0815,R2,2190975,0.054973828,-1.259844024
Q88IU4,SYC_PSEPK,Cyss,Cysteine--tRNA ligase,PP_0815,R3,2526237,0.060193106,-1.220453246
Q88IU5,SYQ_PSEPK,Glns,Glutamine--tRNA ligase,PP_0812_15,R1,3383333.333,0.077391137,-1.111308774
Q88IU5,SYQ_PSEPK,Glns,Glutamine--tRNA ligase,PP_0812_15,R2,3643333.333,0.089367673,-1.048819549
Q88IU5,SYQ_PSEPK,Glns,Glutamine--tRNA ligase,PP_0812_15,R3,3620000,0.098346839,-1.007239595
Q88IU5,SYQ_PSEPK,Glns,Glutamine--tRNA ligase,PP_0815,R1,2163333.333,0.052571508,-1.279249566
Q88IU5,SYQ_PSEPK,Glns,Glutamine--tRNA ligase,PP_0815,R2,2160000,0.054196633,-1.266027695
Q88IU5,SYQ_PSEPK,Glns,Glutamine--tRNA ligase,PP_0815,R3,2573333.333,0.061315279,-1.212431292
Q88IU6,Q88IU6_PSEPK,Ppib,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,R1,7806666.667,0.17857147,-0.748187925
Q88IU6,Q88IU6_PSEPK,Ppib,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,R2,8830000,0.216591918,-0.664357753
Q88IU6,Q88IU6_PSEPK,Ppib,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,R3,7650000,0.207832408,-0.68228673
Q88IU6,Q88IU6_PSEPK,Ppib,Peptidyl-prolyl cis-trans isomerase,PP_0815,R1,5713333.333,0.138840623,-0.857483446
Q88IU6,Q88IU6_PSEPK,Ppib,Peptidyl-prolyl cis-trans isomerase,PP_0815,R2,3117641.667,0.078224852,-1.106655249
Q88IU6,Q88IU6_PSEPK,Ppib,Peptidyl-prolyl cis-trans isomerase,PP_0815,R3,6523333.333,0.155432643,-0.808457767
Q88IV6,Q88IV6_PSEPK,Pp_2893,Translocation/assembly module TamB,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88IV6,Q88IV6_PSEPK,Pp_2893,Translocation/assembly module TamB,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88IV6,Q88IV6_PSEPK,Pp_2893,Translocation/assembly module TamB,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88IV6,Q88IV6_PSEPK,Pp_2893,Translocation/assembly module TamB,PP_0815,R1,374871.8,0.009109819,-2.040490237
Q88IV6,Q88IV6_PSEPK,Pp_2893,Translocation/assembly module TamB,PP_0815,R2,395097.6667,0.009913409,-2.003776981
Q88IV6,Q88IV6_PSEPK,Pp_2893,Translocation/assembly module TamB,PP_0815,R3,440957.8,0.010506781,-1.978530309
Q88IV9,Q88IV9_PSEPK,Xtha,Exodeoxyribonuclease III / apurinic/apyrimidinic endodeoxyribonuclease VI,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88IV9,Q88IV9_PSEPK,Xtha,Exodeoxyribonuclease III / apurinic/apyrimidinic endodeoxyribonuclease VI,PP_0812_15,R2,757318.3333,0.018576334,-1.731039986
Q88IV9,Q88IV9_PSEPK,Xtha,Exodeoxyribonuclease III / apurinic/apyrimidinic endodeoxyribonuclease VI,PP_0812_15,R3,516469.6667,0.014031259,-1.852903346
Q88IV9,Q88IV9_PSEPK,Xtha,Exodeoxyribonuclease III / apurinic/apyrimidinic endodeoxyribonuclease VI,PP_0815,R1,582688.6667,0.01416001,-1.848936437
Q88IV9,Q88IV9_PSEPK,Xtha,Exodeoxyribonuclease III / apurinic/apyrimidinic endodeoxyribonuclease VI,PP_0815,R2,727139.3333,0.018244678,-1.738863808
Q88IV9,Q88IV9_PSEPK,Xtha,Exodeoxyribonuclease III / apurinic/apyrimidinic endodeoxyribonuclease VI,PP_0815,R3,805906.6667,0.019202484,-1.71664259
Q88IX3,Q88IX3_PSEPK,Ampc,Beta-lactamase,PP_0812_15,R1,187665.0667,0.004292693,-2.367270124
Q88IX3,Q88IX3_PSEPK,Ampc,Beta-lactamase,PP_0812_15,R2,87867.06667,0.0021553,-2.666492328
Q88IX3,Q88IX3_PSEPK,Ampc,Beta-lactamase,PP_0812_15,R3,97162.26667,0.002639669,-2.578450528
Q88IX3,Q88IX3_PSEPK,Ampc,Beta-lactamase,PP_0815,R1,313268.1333,0.007612779,-2.118456789
Q88IX3,Q88IX3_PSEPK,Ampc,Beta-lactamase,PP_0815,R2,537295.3333,0.013481295,-1.870268377
Q88IX3,Q88IX3_PSEPK,Ampc,Beta-lactamase,PP_0815,R3,760888.3333,0.018129824,-1.741606413
Q88IY0,Q88IY0_PSEPK,Pp_2869,"Oxidoreductase, FMN-binding",PP_0812_15,R1,24884.2,0.000569207,-3.244729878
Q88IY0,Q88IY0_PSEPK,Pp_2869,"Oxidoreductase, FMN-binding",PP_0812_15,R2,24640.2,0.000604402,-3.218674228
Q88IY0,Q88IY0_PSEPK,Pp_2869,"Oxidoreductase, FMN-binding",PP_0812_15,R3,32593.8,0.000885496,-3.052813169
Q88IY0,Q88IY0_PSEPK,Pp_2869,"Oxidoreductase, FMN-binding",PP_0815,R1,87375.66667,0.00212333,-2.672982506
Q88IY0,Q88IY0_PSEPK,Pp_2869,"Oxidoreductase, FMN-binding",PP_0815,R2,70600.66667,0.001771444,-2.751672644
Q88IY0,Q88IY0_PSEPK,Pp_2869,"Oxidoreductase, FMN-binding",PP_0815,R3,142989.6667,0.003407041,-2.467622684
Q88IY2,Q88IY2_PSEPK,Pp_2867,Pyridine nucleotide-disulphide oxidoreductase family protein,PP_0812_15,R1,1476666.667,0.033777609,-1.47137109
Q88IY2,Q88IY2_PSEPK,Pp_2867,Pyridine nucleotide-disulphide oxidoreductase family protein,PP_0812_15,R2,1267287.667,0.031085421,-1.507443248
Q88IY2,Q88IY2_PSEPK,Pp_2867,Pyridine nucleotide-disulphide oxidoreductase family protein,PP_0812_15,R3,1836666.667,0.04989789,-1.301917821
Q88IY2,Q88IY2_PSEPK,Pp_2867,Pyridine nucleotide-disulphide oxidoreductase family protein,PP_0815,R1,1483333.333,0.03604672,-1.443134252
Q88IY2,Q88IY2_PSEPK,Pp_2867,Pyridine nucleotide-disulphide oxidoreductase family protein,PP_0815,R2,1606666.667,0.040312928,-1.394555662
Q88IY2,Q88IY2_PSEPK,Pp_2867,Pyridine nucleotide-disulphide oxidoreductase family protein,PP_0815,R3,1446666.667,0.034469988,-1.462558863
Q88J00,UREG_PSEPK,Ureg,Urease accessory protein UreG,PP_0812_15,R1,1275279.667,0.029171037,-1.535048126
Q88J00,UREG_PSEPK,Ureg,Urease accessory protein UreG,PP_0812_15,R2,767064.3667,0.018815396,-1.725486648
Q88J00,UREG_PSEPK,Ureg,Urease accessory protein UreG,PP_0812_15,R3,831017.6333,0.022576784,-1.646337926
Q88J00,UREG_PSEPK,Ureg,Urease accessory protein UreG,PP_0815,R1,891674.3333,0.02166872,-1.664166743
Q88J00,UREG_PSEPK,Ureg,Urease accessory protein UreG,PP_0815,R2,965341,0.024221404,-1.615800694
Q88J00,UREG_PSEPK,Ureg,Urease accessory protein UreG,PP_0815,R3,733516.1333,0.017477622,-1.757517668
Q88J04,URE1_PSEPK,Urec,Urease subunit alpha,PP_0812_15,R1,360751.7,0.008251917,-2.083445175
Q88J04,URE1_PSEPK,Urec,Urease subunit alpha,PP_0812_15,R2,320526.3667,0.007862222,-2.104454696
Q88J04,URE1_PSEPK,Urec,Urease subunit alpha,PP_0812_15,R3,425090.9667,0.011548716,-1.937466289
Q88J04,URE1_PSEPK,Urec,Urease subunit alpha,PP_0815,R1,637745.6667,0.015497959,-1.809725492
Q88J04,URE1_PSEPK,Urec,Urease subunit alpha,PP_0815,R2,643178,0.016138001,-1.792150265
Q88J04,URE1_PSEPK,Urec,Urease subunit alpha,PP_0815,R3,684473.3333,0.01630907,-1.787570805
Q88J05,URE2_PSEPK,Ureb,Urease subunit beta,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88J05,URE2_PSEPK,Ureb,Urease subunit beta,PP_0812_15,R2,241756.0667,0.005930058,-2.226941075
Q88J05,URE2_PSEPK,Ureb,Urease subunit beta,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88J05,URE2_PSEPK,Ureb,Urease subunit beta,PP_0815,R1,591990,0.014386043,-1.842058638
Q88J05,URE2_PSEPK,Ureb,Urease subunit beta,PP_0815,R2,633469.3333,0.0158944,-1.798755851
Q88J05,URE2_PSEPK,Ureb,Urease subunit beta,PP_0815,R3,502483.3333,0.011972761,-1.921805677
Q88J22,Q88J22_PSEPK,Pp_2827,"Alcohol dehydrogenase, zinc-containing",PP_0812_15,R1,484961.4,0.011093117,-1.954946388
Q88J22,Q88J22_PSEPK,Pp_2827,"Alcohol dehydrogenase, zinc-containing",PP_0812_15,R2,591217.0333,0.014502019,-1.838571519
Q88J22,Q88J22_PSEPK,Pp_2827,"Alcohol dehydrogenase, zinc-containing",PP_0812_15,R3,615470.6,0.016720881,-1.776740853
Q88J22,Q88J22_PSEPK,Pp_2827,"Alcohol dehydrogenase, zinc-containing",PP_0815,R1,519097.3333,0.012614667,-1.899124211
Q88J22,Q88J22_PSEPK,Pp_2827,"Alcohol dehydrogenase, zinc-containing",PP_0815,R2,426582.6667,0.0107034,-1.970478241
Q88J22,Q88J22_PSEPK,Pp_2827,"Alcohol dehydrogenase, zinc-containing",PP_0815,R3,625266.1333,0.014898329,-1.826862432
Q88J55,Q88J55_PSEPK,Pp_2794,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0812_15,R1,1630385.667,0.037293813,-1.428363212
Q88J55,Q88J55_PSEPK,Pp_2794,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0812_15,R2,2356044.333,0.057791638,-1.238134998
Q88J55,Q88J55_PSEPK,Pp_2794,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0812_15,R3,2093426,0.056873434,-1.245090552
Q88J55,Q88J55_PSEPK,Pp_2794,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0815,R1,22033.3,0.000535435,-3.271293461
Q88J55,Q88J55_PSEPK,Pp_2794,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0815,R2,17233.33333,0.000432402,-3.364112157
Q88J55,Q88J55_PSEPK,Pp_2794,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0815,R3,18460.53333,0.000439862,-3.356683094
Q88J56,Q88J56_PSEPK,Pp_2793,Acyl-CoA dehydrogenase family protein,PP_0812_15,R1,3564147.367,0.081527118,-1.088697909
Q88J56,Q88J56_PSEPK,Pp_2793,Acyl-CoA dehydrogenase family protein,PP_0812_15,R2,5921686,0.145253605,-0.837873082
Q88J56,Q88J56_PSEPK,Pp_2793,Acyl-CoA dehydrogenase family protein,PP_0812_15,R3,4628765.633,0.125752615,-0.900482974
Q88J56,Q88J56_PSEPK,Pp_2793,Acyl-CoA dehydrogenase family protein,PP_0815,R1,16251.2,0.000394923,-3.403487573
Q88J56,Q88J56_PSEPK,Pp_2793,Acyl-CoA dehydrogenase family protein,PP_0815,R2,17233.33333,0.000432402,-3.364112157
Q88J56,Q88J56_PSEPK,Pp_2793,Acyl-CoA dehydrogenase family protein,PP_0815,R3,18460.53333,0.000439862,-3.356683094
Q88J57,Q88J57_PSEPK,Pp_2792,DUF6285 domain-containing protein,PP_0812_15,R1,1872866.367,0.042840372,-1.368146771
Q88J57,Q88J57_PSEPK,Pp_2792,DUF6285 domain-containing protein,PP_0812_15,R2,3079585,0.075539436,-1.121826261
Q88J57,Q88J57_PSEPK,Pp_2792,DUF6285 domain-containing protein,PP_0812_15,R3,3014964,0.081909442,-1.086666035
Q88J57,Q88J57_PSEPK,Pp_2792,DUF6285 domain-containing protein,PP_0815,R1,20314,0.000493654,-3.30657756
Q88J57,Q88J57_PSEPK,Pp_2792,DUF6285 domain-containing protein,PP_0815,R2,21541.66667,0.000540503,-3.267202144
Q88J57,Q88J57_PSEPK,Pp_2792,DUF6285 domain-containing protein,PP_0815,R3,23075.66667,0.000549828,-3.259773081
Q88J58,Q88J58_PSEPK,Pp_2791,Aminoglycoside phosphotransferase,PP_0812_15,R1,2766666.667,0.063285363,-1.198696723
Q88J58,Q88J58_PSEPK,Pp_2791,Aminoglycoside phosphotransferase,PP_0812_15,R2,3203333.333,0.078574871,-1.104716324
Q88J58,Q88J58_PSEPK,Pp_2791,Aminoglycoside phosphotransferase,PP_0812_15,R3,2860000,0.077699436,-1.109582132
Q88J58,Q88J58_PSEPK,Pp_2791,Aminoglycoside phosphotransferase,PP_0815,R1,93692.93333,0.002276847,-2.642666172
Q88J58,Q88J58_PSEPK,Pp_2791,Aminoglycoside phosphotransferase,PP_0815,R2,12925,0.000324302,-3.489050894
Q88J58,Q88J58_PSEPK,Pp_2791,Aminoglycoside phosphotransferase,PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88JG1,Q88JG1_PSEPK,Pp_2688,Circularly permuted ATP-grasp type 2 domain-containing protein,PP_0812_15,R1,722258.3667,0.016521102,-1.78196098
Q88JG1,Q88JG1_PSEPK,Pp_2688,Circularly permuted ATP-grasp type 2 domain-containing protein,PP_0812_15,R2,1996666.667,0.048976428,-1.310012889
Q88JG1,Q88JG1_PSEPK,Pp_2688,Circularly permuted ATP-grasp type 2 domain-containing protein,PP_0812_15,R3,1593333.333,0.043287099,-1.363641524
Q88JG1,Q88JG1_PSEPK,Pp_2688,Circularly permuted ATP-grasp type 2 domain-containing protein,PP_0815,R1,1826666.667,0.044390118,-1.352713705
Q88JG1,Q88JG1_PSEPK,Pp_2688,Circularly permuted ATP-grasp type 2 domain-containing protein,PP_0815,R2,1800000,0.045163861,-1.345208941
Q88JG1,Q88JG1_PSEPK,Pp_2688,Circularly permuted ATP-grasp type 2 domain-containing protein,PP_0815,R3,1713333.333,0.040823903,-1.389085474
Q88JG2,Q88JG2_PSEPK,Pp_2687,DUF403 domain-containing protein,PP_0812_15,R1,1713333.333,0.039191177,-1.406811697
Q88JG2,Q88JG2_PSEPK,Pp_2687,DUF403 domain-containing protein,PP_0812_15,R2,2026666.667,0.049712301,-1.303536132
Q88JG2,Q88JG2_PSEPK,Pp_2687,DUF403 domain-containing protein,PP_0812_15,R3,1465432.3,0.03981233,-1.399982406
Q88JG2,Q88JG2_PSEPK,Pp_2687,DUF403 domain-containing protein,PP_0815,R1,1250238.333,0.030382241,-1.517380198
Q88JG2,Q88JG2_PSEPK,Pp_2687,DUF403 domain-containing protein,PP_0815,R2,1306065,0.032770521,-1.484516654
Q88JG2,Q88JG2_PSEPK,Pp_2687,DUF403 domain-containing protein,PP_0815,R3,1335227.333,0.031814703,-1.497372124
Q88JG4,Q88JG4_PSEPK,Pp_2685,Peptidase,PP_0812_15,R1,443770.7,0.010150912,-1.993494937
Q88JG4,Q88JG4_PSEPK,Pp_2685,Peptidase,PP_0812_15,R2,971008.3333,0.023817957,-1.623095499
Q88JG4,Q88JG4_PSEPK,Pp_2685,Peptidase,PP_0812_15,R3,448082.3,0.012173336,-1.914590377
Q88JG4,Q88JG4_PSEPK,Pp_2685,Peptidase,PP_0815,R1,918359,0.022317188,-1.651360522
Q88JG4,Q88JG4_PSEPK,Pp_2685,Peptidase,PP_0815,R2,787982.6667,0.0197713,-1.703964781
