orgId	locusId	sysName	geneName	desc	set8IT058 Adaptation in M9 media timecourse 1; day 2	set8IT059 Adaptation in M9 media timecourse 1; day 3	set8IT060 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT062 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT064 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT070 Adaptation in M9 media timecourse 2; day 3	set8IT073 48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.	set8IT080 Adaptation in M9 media timecourse 3; day 2	set8IT081 Adaptation in M9 media timecourse 3; day 3	"set8IT082 24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT084 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT085 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO."	set8IT089 Adaptation in M9 media timecourse 4; day 2	set8IT090 Adaptation in M9 media timecourse 4; day 3	set8IT092 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT093 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT094 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT095 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT096 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set9IT020 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT022 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT025 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay
Putida	PP_2784	PP_2784		"Oxidoreductase, short-chain dehydrogenase/reductase family"	-0.268	-0.354	0.453	-0.798	0.412	-0.187	0.164	0.198	-0.115	0.238	0.261	0.079	0.346	0.281	0.335	0.505	0.161	-0.054	0.603	0.216	-0.499	-0.391
Putida	PP_2785	PP_2785		conserved exported protein of unknown function	-0.215	-0.34	-0.338	-0.002	0.028	0.361	0.013	-0.112	-0.027	-0.1	-0.164	-0.248	0.001	0.145	-0.106	-0.052	-0.114	-0.751	0.14	-0.552	-0.062	0.067
Putida	PP_2786	PP_2786		conserved exported protein of unknown function	-0.006	0.076	0.085	-0.036	-0.211	0.209	0.145	0.109	-0.115	0.071	-0.157	-0.291	-0.058	0.049	-0.088	0.096	0.039	-0.229	0.063	-0.076	-0.031	0.117
Putida	PP_2787	PP_2787		putative Transporter	0.079	0.119	0.231	-0.234	-0.132	-0.3	-0.137	0.329	0.178	-0.078	-0.031	0.102	0.04	-0.165	-0.045	-0.169	0.162	-0.028	0.187	-0.137	0.161	0.069
Putida	PP_2789	PP_2789		putative Oxidoreductase	-0.141	0.17	0.042	-0.082	-0.03	-0.047	0.167	-0.042	0.126	0.073	-0.311	0.062	0.07	0.197	0.027	-0.068	-0.118	-0.116	-0.12	-0.095	0.155	-0.028
Putida	PP_2790	PP_2790		Sigma-54 dependent sensory box protein	-0.146	-0.155	-0.412	-0.596	-0.658	-0.009	-0.231	-0.198	-0.24	-0.264	0.084	-0.141	-0.086	-0.138	-0.232	-0.125	-0.06	-0.228	-0.157	-0.063	0.259	0.027
Putida	PP_2791	PP_2791		Aminoglycoside phosphotransferase	-0.127	-0.083	0.115	-0.058	0.256	0.1	0.078	0.081	-0.182	0.074	-0.181	0.125	0.029	0.082	-0.432	0.118	0.319	-0.018	-0.492	-0.49	-0.012	0.039
Putida	PP_2793	PP_2793		Acyl-CoA dehydrogenase family protein	-0.603	0.55	-0.405	-0.685	0.363	0.761	0.809	-0.489	-0.354	-0.845	-0.218	-1.247	0.103	0.345	0.309	-0.132	-0.219	0.475	0.18	0.589	0.199	-0.426
Putida	PP_2794	PP_2794		"Oxidoreductase, short chain dehydrogenase/reductase family"	0.147	0.901	-1.063	1.137	0.008	0.724	-0.071	0.146	0.363	0.581	-0.084	-0.889	0.637	0.005	0.677	-0.205	0.286	-0.14	0.346	0.285	0.416	-0.144
Putida	PP_2795	PP_2795		AMP-binding domain protein	-0.389	-0.304	0.4	0.385	-0.163	0.506	0.265	0.005	-0.001	0.02	-0.169	0.369	-0.049	-0.059	-0.202	0.464	0.098	-0.112	0.279	-0.16	0.151	0.412
Putida	PP_2796	PP_2796		conserved protein of unknown function	0.125	-0.371	0.147	-0.047	-0.502	0.008	-0.039	-0.014	0.141	0.336	0.389	0.361	0.253	0.13	0.164	0.238	-0.102	0.354	-0.035	-0.336	-0.209	-0.04
Putida	PP_2797	PP_2797		acetate permease	0.008	-0.186	-0.015	-0.388	-0.136	-0.094	0.256	-0.084	-0.025	-0.02	-0.319	-0.071	-0.035	-0.013	-0.059	-0.218	-0.19	-0.062	-0.021	-0.001	-0.122	0.003
Putida	PP_2798	PP_2798		putative Oxidoreductase	0.544	0.143	0.283	0.183	0.067	-0.108	0.25	0.138	0.208	-0.285	-0.002	0.645	0.517	0.53	0.172	-0.019	-0.08	0.039	0.145	0.152	0.159	-0.25
Putida	PP_2799	PP_2799		"Aminotransferase, class III"	0.068	-0.039	-0.154	0.192	0.292	0.082	0.074	0.153	-0.071	0.17	0.108	0.217	0.032	0.083	0.205	-0.065	-0.243	-0.034	0.258	-0.159	0.15	-0.335
Putida	PP_2800	PP_2800		putative Diaminobutyrate-2-oxoglutarate transaminase	-0.261	-0.03	-0.215	0.151	0.803	0.103	-0.028	-0.355	-0.296	0.44	0.225	-0.187	-0.518	0.072	0.101	0.482	-0.256	0.449	0.549	0.351	-0.034	0.746
Putida	PP_2801	PP_2801		gamma-aminobutyraldehyde dehydrogenase	0.094	-0.079	-0.287	0.178	-0.043	-0.05	0.317	0.045	-0.095	0.216	-0.231	0.12	0.011	-0.053	-0.247	-0.057	0.225	-0.038	0	-0.203	-0.164	-0.157
Putida	PP_2802	PP_2802		Amino acid permease family protein	0.087	0.159	-0.236	-0.311	0.152	0.502	-0.009	0.069	0.168	0.197	0.25	0.213	-0.156	0.139	-0.212	-0.214	-0.038	0.062	-0.399	-0.299	-0.032	0.037
Putida	PP_2803	PP_2803		"1,3-propanediol dehydrogenase"	0.132	-0.018	0.423	0.135	-0.318	-0.135	0.106	0.127	0.222	0.114	-0.263	0.38	-0.503	-0.156	-0.035	0	-0.144	-0.358	-0.477	-0.261	0.136	-0.361
Putida	PP_2804	PP_2804		"Hydrolase, alpha/beta fold family"	0.053	0.054	0.36	-1.216	0.227	-0.087	0.002	0.088	-0.169	0.273	-0.204	-0.232	0.42	-0.103	0.212	0.125	0.206	-0.851	-0.294	0.256	0.176	0.443
Putida	PP_2805	PP_2805		FAD-containing monooxygenase EthA	-0.029	0.16	0.009	0.101	-0.075	0.006	0.115	0.019	0.182	0.026	0.008	0.155	-0.144	-0.17	0.008	0.093	-0.245	0.263	0.129	-0.019	-0.062	0.063
Putida	PP_2806	PP_2806		"Transcriptional regulator, TetR family"	0.084	-0.253	-0.235	0.033	-0.06	-0.028	-0.232	-0.258	-0.353	0.179	-0.241	-0.003	0.086	-0.054	-0.016	-0.226	-0.286	0.214	-0.087	0.156	0.161	0.242
Putida	PP_2807	PP_2807		conserved protein of unknown function	-0.037	0.092	0.011	0.1	0.012	0.127	0.002	-0.088	-0.035	0.312	-0.175	-0.124	-0.061	-0.119	0.18	-0.014	-0.094	-0.026	0.128	-0.079	-0.496	0.11
Putida	PP_2808	PP_2808		putative Oxidoreductase	0.004	-0.175	0.17	-0.091	-0.128	-0.036	-0.032	-0.019	-0.131	-0.029	0.075	-0.001	0.072	-0.079	-0.03	0.165	-0.104	-0.019	0.018	-0.071	-0.024	0.163
Putida	PP_2809	PP_2809		conserved membrane protein of unknown function	0.2	-0.38	-1.066	-0.028	0.059	-0.187	-0.767	0.266	-0.054	-0.405	0.157	0.284	-0.129	0.485	-0.147	0.11	-0.016	0.212	-0.212	-0.221	0.206	0
Putida	PP_2810	PP_2810		conserved exported protein of unknown function	-0.023	0.184	-0.112	0.307	0.031	-0.028	0.055	-0.005	-0.314	-0.012	-0.164	-0.165	0.028	0.096	0.122	0.14	-0.133	0.03	0.11	0.065	0.219	0.155
Putida	PP_2811	PP_2811		conserved exported protein of unknown function	-0.093	-0.021	-0.351	-0.217	-0.125	-0.143	-0.082	0.139	0.052	-0.023	-0.096	0.033	0.028	0.06	-0.09	0.101	-0.045	-0.089	-0.024	0.058	0.191	0.038
Putida	PP_2812	PP_2812		putative Transporter	0.011	0.04	0.113	0.094	-0.025	-0.008	-0.266	0.09	-0.149	-0.087	-0.058	0.063	0.067	-0.061	-0.13	-0.02	-0.093	0.099	-0.172	0.068	0.023	0.041
Putida	PP_2813	PP_2813		BNR domain protein	-0.311	0.237	0.54	-0.37	0.355	-0.368	-0.467	0.16	0.482	0.414	-0.024	0.311	0.062	-0.147	0.028	-0.245	-0.276	-0.28	-0.181	0.091	0.088	0.248
Putida	PP_2814	PP_2814		conserved protein of unknown function	0.1	0.274	-0.404	-0.227	-0.138	0.007	0.014	-0.103	0.252	-0.523	-0.049	-0.412	0.175	-0.018	-0.292	-0.105	0.014	0.215	-0.022	0.276	0.099	0.535
Putida	PP_2815	PP_2815		conserved protein of unknown function	-0.191	-0.255	-0.192	0.054	-0.329	-0.074	-0.034	-0.006	-0.054	-0.126	0.127	0.077	0.029	-0.228	0.036	-0.21	-0.459	-0.554	-0.233	-0.521	-0.017	-0.008
Putida	PP_2816	PP_2816		putative Transcriptional regulator NfxB	0.303	-0.011	-0.33	-0.19	0.15	0.095	0.229	0.365	0.282	-0.216	0.187	0.333	0.38	0.138	0.182	-0.303	-0.231	-0.245	0.016	-0.248	0.289	-0.317
Putida	PP_2817	PP_2817		Multidrug efflux RND membrane fusion protein MexC	-0.097	-0.134	-0.147	0.099	0.043	-0.003	-0.154	0.115	0.068	0.366	-0.453	-0.03	0.205	0.075	0.068	0.462	-0.183	0.244	0	0.337	-0.282	-0.175
Putida	PP_2818	PP_2818		Multidrug efflux RND transporter MexD	-0.016	-0.208	-0.147	0.077	-0.122	0.01	0.027	0.036	0.032	-0.189	-0.014	-0.062	0.088	0.012	-0.012	-0.18	0.01	0.158	-0.061	0.053	0.189	0.136
Putida	PP_2819	PP_2819		Outer membrane protein OprJ	-0.173	-0.382	-0.55	0.107	0.194	-0.002	-0.217	0.155	0.041	0.058	-0.006	-0.125	-0.038	-0.388	-0.152	0.021	-0.058	-0.151	0.174	0.314	0.073	0.436
Putida	PP_2820	PP_2820		HTH-type transcriptional regulator nfxB	-0.485	0.16	0.167	-0.589	-0.079	-0.653	0.336	-0.692	-0.855	-0.826	-0.846	-0.815	-0.421	-0.827	-1.588	-0.063	-0.509	0.175	-0.673	0.348	0.457	1.535
Putida	PP_2821	PP_2821		conserved exported protein of unknown function	-0.187	-0.251	0.045	-0.256	-0.041	-0.155	-0.139	0.361	0.28	0.061	-0.075	0.118	0.088	-0.191	0.261	-0.201	-0.155	-0.384	-0.184	-0.061	0.049	0.228
Putida	PP_2823	PP_2823		Methyl-accepting chemotaxis transducer	-0.108	-0.023	-0.114	0.232	0.169	-0.181	-0.261	0.068	-0.071	-0.175	-0.176	-0.074	-0.025	-0.35	0.118	-0.193	-0.268	0.133	-0.124	0.092	0.042	0.475
Putida	PP_2824	PP_2824		"Transcriptional regulator, TetR family"	-0.185	0.172	-0.576	-0.173	0.173	0.131	0.615	-0.026	-0.341	-0.022	-0.073	-0.174	0.077	0.42	-0.379	0.165	-0.113	0.301	0.101	0.369	-0.321	0.174
Putida	PP_2825	PP_2825		putative Integrase	0.217	0.028	-0.049	0.305	0.113	0.11	0.296	0.154	0.143	0.174	-0.051	0.068	0.079	0.107	0.366	0.211	0.314	0.416	0.185	0.009	0.149	0.133
Putida	PP_2826	PP_2826		Transcriptional regulator MexT	-0.166	-0.207	-0.793	-0.035	-1.067	-0.725	0.14	-0.204	-0.022	0.111	0.178	0.068	0.099	-0.265	-0.205	0.433	0.061	-0.105	0.153	-0.568	-1.053	-0.432
Putida	PP_2828	PP_2828		conserved protein of unknown function	0.055	0.1	-0.133	0.371	0.16	-0.175	-0.218	0.389	-0.131	0.715	0.084	0.054	0.052	-0.152	0	-0.133	-0.505	-0.265	0.23	-0.089	0.151	-0.169
Putida	PP_2829	PP_2829		"Transcriptional regulator, GntR family"	-0.021	-0.063	-0.055	-0.03	0.165	-0.057	0.075	0.059	0.027	-0.054	0.111	-0.199	0.049	0.07	-0.146	0.093	0.11	0.172	0.015	-0.045	-0.11	0.167
Putida	PP_2830	PP_2830		Major facilitator family transporter	-0.084	0.176	0.301	0.255	0.015	-0.149	0.056	0.033	0.057	0.193	0.002	-0.093	-0.008	-0.091	-0.301	-0.014	0.268	0.053	0.043	0.137	0.067	-0.014
Putida	PP_2831	PP_2831		L-fuconate dehydratase	-0.099	-0.255	-0.325	-0.046	-0.218	0.12	-0.025	-0.065	0.094	0.402	-0.009	0.191	-0.166	-0.07	0.524	-0.164	-0.425	-0.133	0.048	-0.367	0.448	0.161
Putida	PP_2832	PP_2832		galactose-binding protein regulator	0.098	-0.093	0.169	-0.039	0.238	-0.025	-0.113	0.116	-0.18	0.105	-0.34	0.191	0.083	0.073	-0.029	0.244	0.068	-0.223	0.01	0.214	0.101	0.09
Putida	PP_2833	PP_2833		"Transcriptional regulator, LysR family"	0.076	0.035	0.086	-0.222	-0.149	0.03	-0.035	-0.117	0.062	-1.052	0.066	0.052	-0.306	-0.251	0.122	-0.106	-0.331	-0.254	-0.101	0.359	-0.086	0.12
Putida	PP_2834	PP_2834		Putative D-galactarate dehydratase/Altronate dehydratase	0.18	0.197	0.096	-0.026	0.273	-0.238	-0.4	0.114	-0.089	0.312	0.468	-0.173	-0.046	-0.061	0.097	-0.314	-0.315	-0.05	-0.121	0.107	-0.14	0.259
Putida	PP_2835	PP_2835		putative oxidoreductase	0.07	-0.235	-0.109	0.155	0.147	0.021	-0.234	-0.406	-0.183	0.479	-0.084	-0.662	-0.003	-0.308	-0.236	-0.288	0.149	0.064	0.032	-0.186	0.005	-0.131
Putida	PP_2836	PP_2836		putative 2-keto-3-deoxyxylonate dehydratase	-0.173	0.304	0.213	0.204	-0.01	0.255	0.137	0.183	-0.202	-0.106	-0.37	0.177	-0.164	0.079	-0.163	-0.135	-0.386	-0.047	-0.137	0.212	-0.168	-0.373
Putida	PP_2837	PP_2837		putative uronate transporter	-0.072	-0.149	0.003	-0.125	0.086	0.053	-0.107	0.234	0.228	-0.048	0.326	-0.094	-0.011	-0.123	0.179	0.253	-0.179	0.144	-0.108	0.123	-0.056	0.057
Putida	PP_2838	PP_2838		conserved protein of unknown function	0.056	-0.07	0.008	-0.011	-0.185	0.155	0.085	0.027	0.171	-0.221	-0.055	0.083	0.112	-0.011	-0.183	-0.539	-0.243	-0.235	0.022	-0.146	-0.192	-0.031
Putida	PP_2839	PP_2839		conserved protein of unknown function	-0.023	-0.014	-0.005	0.112	-0.103	-0.034	0.064	-0.133	-0.009	0.067	-0.029	0.131	-0.118	0.027	-0.109	0.051	-0.254	-0.267	0.028	0.022	-0.13	0.022
Putida	PP_2840	PP_2840		putative Membrane protein	0.079	-0.282	-0.11	-0.048	0.353	0.213	0.512	0.215	0.12	-0.037	-0.305	0.13	-0.178	-0.252	-0.164	-0.203	-0.068	0.013	-0.416	-0.093	0.385	0.161
Putida	PP_2841	PP_2841		"Site-specific recombinase, phage integrase family"	-0.125	-0.154	-0.167	0.302	0.035	0	-0.165	-0.102	-0.393	-0.287	-0.046	0.012	0.017	-0.392	-0.048	-0.261	-0.022	-0.3	-0.109	0.282	0.263	-0.022
Putida	PP_2842	PP_2842		urease accessory protein	0.204	0.313	0.039	-0.095	-0.05	-0.248	0.259	-0.276	-0.134	-0.292	0.178	0.259	-0.21	-0.004	-0.012	0.109	-0.142	0.136	-0.107	0.054	0.024	0.012
Putida	PP_2844	PP_2844		Urease subunit beta	0.056	0.447	0.312	-0.081	-0.107	-0.299	0.222	-0.257	0.121	0.192	0.301	-0.061	-0.011	-0.254	0.288	0.237	0.046	-0.326	0.091	-0.124	0.003	-0.085
Putida	PP_2845	PP_2845		urease subunit alpha	0.095	0.31	0.013	0.361	-0.402	-0.19	0.254	0.123	-0.356	-0.248	-0.251	-0.013	0.072	0.099	0.302	-0.165	0.359	0.02	0.093	0.125	0.434	0.005
Putida	PP_2846	PP_2846		urease accessory protein	0.215	-0.424	0.393	0.369	-0.033	0.76	0.776	0.243	-0.184	-0.122	-0.204	-0.161	0.076	0.073	-0.3	0.026	-0.818	-0.807	-0.396	-0.177	-0.193	-0.418
Putida	PP_2847	PP_2847		Urease accessory protein UreJ	0.164	-0.254	-0.408	0.164	0.112	0.295	-0.269	-0.395	-0.463	-1.034	0.163	-0.057	0.144	-0.279	-0.16	-0.19	0.612	0.07	-0.185	0.342	-0.35	0.159
Putida	PP_2848	PP_2848		urease accessory protein	0.061	-0.194	0.376	0.266	0.274	0.041	-0.704	0.026	-0.03	-0.14	-0.314	-0.121	-0.205	0.045	-0.181	0.282	-0.702	-0.464	-0.392	-0.476	-0.772	0.026
Putida	PP_2849	PP_2849		urease accessory protein	0.132	-0.082	-0.092	-0.282	0.088	0.052	-0.052	-0.083	0.107	-0.073	-0.38	-0.191	-0.121	-0.404	-0.097	-0.183	-0.311	-0.42	-0.376	-0.266	-0.095	-0.07
Putida	PP_2851	PP_2851		conserved protein of unknown function	-0.131	0.036	0.322	0.007	0.269	-0.12	-0.14	0.042	-0.176	0.16	-0.099	0.14	0.024	-0.054	0.119	0.118	-0.117	0.232	-0.028	0.16	0.298	-0.129
Putida	PP_2852	PP_2852		putative Sulfatase domain protein	-0.082	-0.002	-0.295	-0.136	0.1	-0.142	-0.05	0.007	-0.197	-0.071	-0.202	0.058	-0.021	0.132	-0.028	0.097	0.12	0.044	0.084	0.002	0.003	0.167
Putida	PP_2853	PP_2853		conserved exported protein of unknown function	-0.029	-0.031	0.026	0.1	0.082	-0.201	-0.047	-0.003	0.019	0.006	0.069	-0.106	-0.069	-0.117	-0.025	-0.141	-0.054	0.076	-0.139	0.134	0.181	0.16
Putida	PP_2854	PP_2854		conserved exported protein of unknown function	-0.217	-0.31	-0.426	-0.17	-0.11	-0.016	0.441	0.076	0.241	0.089	0.177	0.033	0.152	-0.138	-0.271	-0.226	0.067	-0.126	0.156	0.085	-0.029	0.099
Putida	PP_2855	PP_2855		conserved exported protein of unknown function	-0.229	0.197	0.101	0.147	-0.389	0.154	-0.139	-0.008	-0.173	0.065	-0.285	0.038	0.232	0.222	-0.033	-0.036	0.177	-0.072	0.116	0.007	-0.104	-0.061
Putida	PP_2856	PP_2856		conserved exported protein of unknown function	0.09	-0.129	-0.086	-0.204	-0.008	-0.129	0.197	0.056	0.071	-0.02	0.112	0.581	-0.03	0.179	0.261	0.115	-0.035	0.224	0.059	0.244	-0.055	0.185
Putida	PP_2857	PP_2857		conserved exported protein of unknown function	0.22	-0.318	-0.735	-0.25	0.354	-0.276	-0.175	0.41	-0.641	-0.172	-0.174	-0.331	0.349	-0.14	-0.811	-0.196	0.551	0.154	0.428	0.235	-0.224	0.111
Putida	PP_2858	PP_2858		conserved exported protein of unknown function	0.058	-0.306	-1.336	-0.089	0.075	0.364	-0.26	0.116	0.214	-0.511	0.286	0.405	0.884	0.968	0.877	0.364	0.21	1.124	0.858	-0.025	-0.192	0.202
Putida	PP_2859	PP_2859		conserved protein of unknown function	-0.085	-0.138	-0.205	-0.166	-0.1	0.186	-0.006	-0.271	0.226	0.053	-0.198	0.072	0.08	0.125	0.099	-0.213	0.148	0.34	-0.066	0.075	0.084	0.076
Putida	PP_2860	PP_2860		putative Nicotinamide mononucleotide transporter	-0.096	-0.184	-0.391	-0.111	0.239	-0.113	-0.421	0.042	0.174	-0.141	0.113	-0.027	-0.274	0.06	-0.043	-0.015	-0.151	0.127	-0.263	-0.061	-0.046	-0.047
Putida	PP_2861	PP_2861		Methyl-accepting chemotaxis transducer	-0.227	-0.132	0.052	-0.092	-0.156	0.132	-0.051	0.018	0.165	-0.046	-0.14	0.081	-0.067	0.002	0.052	-0.087	-0.106	-0.218	-0.13	-0.032	-0.008	-0.134
Putida	PP_2862	PP_2862		Undecaprenyl-diphosphatase	-0.104	0.243	0.167	0.101	-0.258	0.06	0.354	-0.104	0.034	-0.066	-0.085	-0.054	0.099	0.094	0.112	0.238	0.081	0.231	0.378	0.078	-0.015	-0.122
Putida	PP_2863	PP_2863		conserved membrane protein of unknown function	0.037	-0.17	-0.197	-0.133	-0.157	-0.169	-0.387	-0.243	-0.337	-0.307	0.037	-0.042	-0.196	0.036	0.364	0.612	-0.524	0.286	0.157	-0.021	-0.339	-0.292
Putida	PP_2864	PP_2864		conserved protein of unknown function	0.046	0.145	-0.178	0.031	0.124	-0.236	-0.092	-0.214	0.223	-0.229	-0.103	0.411	-0.292	0.04	0.006	0.362	0.212	-0.16	-0.241	0.592	0.566	0.818
Putida	PP_2865	PP_2865		"Transcriptional regulator, LysR family"	0.12	0.001	-0.042	0.079	0.15	0.03	-0.106	0.119	-0.104	0.324	-0.018	-0.015	0.161	-0.119	0.021	-0.043	-0.053	-0.179	-0.26	-0.128	-0.6	-0.194
Putida	PP_2866	PP_2866		FMN-dependent NADH-azoreductase 1	0.054	0.053	0.058	0.116	0.324	-0.163	0.17	-0.182	0.178	0.001	-0.294	0.141	0.122	0.012	0.028	-0.259	0.029	-0.049	0.034	-0.342	-0.357	-0.341
Putida	PP_2867	PP_2867		Pyridine nucleotide-disulphide oxidoreductase family protein	-0.059	0.036	-0.04	-0.152	-0.019	0.071	-0.175	-0.294	-0.002	-0.147	-0.132	-0.306	-0.183	0.055	0.122	0.136	0.093	-0.181	0.031	0.18	-0.049	-0.039
Putida	PP_2868	PP_2868		"Transcriptional regulator, Cro/CI family"	-0.03	-0.283	0.057	0.116	-0.325	-0.437	-0.407	-0.206	-0.066	-0.387	-0.497	-0.459	0.028	0.027	-0.047	-0.328	0.147	-0.346	-0.306	0.156	0.108	0.652
Putida	PP_2869	PP_2869		"Oxidoreductase, FMN-binding"	-0.165	-0.002	-0.203	-0.053	-0.076	-0.053	-0.115	0	-0.041	-0.01	-0.245	-0.092	-0.117	0.022	0.061	-0.002	0.168	-0.049	0.186	-0.193	-0.135	-0.027
Putida	PP_2870	PP_2870		putative spermidine/putrescine-binding periplasmic protein	0.083	0.05	-0.139	-0.11	0.064	-0.018	0.095	-0.234	-0.103	0.213	-0.074	-0.182	0.098	-0.001	0.162	0.049	0.15	0.085	-0.038	0.096	0.142	0.021
Putida	PP_2871	PP_2871		Class II aldolase/adducin domain protein	0.118	0.025	0.004	-0.123	0.138	-0.005	0.067	0.061	-0.064	0.049	-0.069	-0.057	-0.022	-0.024	-0.018	0.226	0.013	-0.102	-0.097	0.276	0.143	0.256
Putida	PP_2872	PP_2872		O-acetylserine/cysteine export transporter	0.046	-0.173	-0.041	-0.336	-0.209	0.006	-0.363	0.07	-0.233	-0.002	-0.01	-0.096	0.186	-0.108	0.107	0.212	-0.023	-0.036	-0.119	-0.02	-0.185	-0.338
Putida	PP_2873	PP_2873		"conserved protein of unknown function, UPF0145 family"	-0.042	0.025	0.183	0.352	-0.564	-0.079	-0.338	0.115	-0.123	0.243	-0.873	-0.315	-0.15	-0.281	-0.101	0.099	-0.352	0.038	-0.254	0.366	0.119	0.26
Putida	PP_2874	PP_2874		conserved protein of unknown function	-0.039	0.391	0.081	0.113	0.233	0.192	-0.048	0.021	-0.187	-0.054	-0.182	0.005	-0.056	0.191	-0.034	0.08	0	-0.015	0.18	-0.143	-0.046	-0.341
Putida	PP_2876	PP_2876		Beta-lactamase	-0.044	0.012	0.185	0.011	0.252	0.022	0.157	-0.181	-0.087	-0.006	0.095	-0.123	0.073	-0.089	-0.234	-0.054	0.142	-0.226	-0.099	0.013	-0.042	-0.036
Putida	PP_2877	PP_2877		putative osmotic pressure-regulated transporter	-0.013	-0.208	-0.431	-0.119	-0.197	0.051	0.103	0.059	0.146	0.202	0.06	0.025	0.264	0.113	0.145	0.206	-0.09	0.196	0.018	0.112	-0.316	0.02
Putida	PP_2878	PP_2878		conserved protein of unknown function	0.241	-0.636	-1.978	-0.223	-0.364	-0.509	-0.53	-0.269	-0.241	0.743	-0.297	-0.137	-0.209	0.339	-0.028	0.129	0.11	0.379	0.329	-0.574	-0.776	-0.721
Putida	PP_2879	PP_2879		conserved exported protein of unknown function	0.138	-0.03	-0.215	-0.09	0.12	-0.046	0.134	0.057	0.111	0.356	-0.056	0.082	-0.203	-0.118	-0.203	-0.385	-0.168	-0.29	-0.023	-0.183	0.245	0.026
Putida	PP_2880	PP_2880		"Transcriptional regulator, TetR family"	-0.422	0.149	0.104	-0.485	-1.588	0.388	1.008	0.034	-0.385	-1.097	0.069	-0.488	0.198	0.611	0.21	0.624	0.846	0.076	0.601	0.49	1	0.693
Putida	PP_2881	PP_2881		"Oxidoreductase, short chain dehydrogenase/reductase family"	-0.059	-0.035	-0.186	-0.143	-0.145	-0.033	0.189	-0.234	-0.218	-0.187	-0.114	-0.114	0.148	0.087	-0.123	0.033	-0.098	0.049	-0.14	0.008	0.006	0.073
Putida	PP_2882	PP_2882		putative 2-hydroxychromene-2-carboxylate isomerase	0.319	-0.283	0.319	-0.006	0.1	-0.13	0.041	-0.099	-0.06	0.236	-0.001	0.304	0.268	-0.096	0.409	-0.273	-0.24	-0.25	0.385	-0.066	-0.564	0.004
Putida	PP_2883	PP_2883		conserved protein of unknown function	-0.24	-0.157	0.539	0.215	-0.095	0.657	-1.636	-0.057	0.34	0.032	-0.139	0.261	-0.868	0.563	-1.047	-0.851	0.037	-0.386	-0.843	0.025	0.635	0.499
Putida	PP_2884	PP_2884		XRE family transcriptional regulator	0.07	-0.106	-0.073	-0.102	0.221	-0.136	-0.229	-0.134	0.109	0.028	-0.199	-0.05	0.142	0.042	-0.024	-0.194	-0.224	-0.041	0.058	-0.106	0.182	-0.697
Putida	PP_2885	PP_2885		putative Transporter	0.142	0.026	-0.675	-0.385	-0.263	-0.276	-0.136	0.081	-0.034	0.057	0.109	-0.159	0.037	0.153	0.11	0.096	-0.319	0.226	-0.171	0.041	-0.278	-0.207
Putida	PP_2886	PP_2886		putative Cytochrome b561	-0.129	0.135	-0.304	-0.343	-0.315	0.044	0.034	0.193	0.033	0.237	0.059	0.108	-0.014	0.074	0.335	0.106	-0.029	0.164	0.079	0.212	0.152	0.049
Putida	PP_2887	PP_2887		Catalase-related peroxidase	-0.247	0.003	-0.573	0.038	-0.064	0.036	0.033	-0.138	0.063	-0.318	-0.454	-0.35	-0.161	0.047	-0.084	-0.022	0.198	0.352	-0.001	-0.003	-0.032	0.005
Putida	PP_2889	PP_2889		putative Transmembrane regulator PrtR	0.699	0.528	0.641	0.352	0.362	-0.593	0.447	0.141	0.099	1.365	0.167	0.456	0.183	1.052	3.459	3.906	3.494	3.99	3.258	1.162	0.901	2.108
