Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0812,R3,1963755.41
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0812,R1,1240425.58
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0812,R2,3196631.44
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0812,R3,3459099.66
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0812,R1,2340183.01
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0812,R2,2770207.46
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0812,R3,2439011.26
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0812,R1,5024482.53
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0812,R2,252314.88
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0812,R3,235152.04
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0812,R1,1348044.34
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0812,R2,1573985.28
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0812,R3,1570509.64
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0812,R1,139964.03
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0812,R2,210393.66
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0812,R3,92148.02
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0812,R1,1420978.07
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0812,R2,3423287.62
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0812,R3,3480495.94
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0812,R1,163744.52
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0812,R2,299561.16
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0812,R3,180138.76
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0812,R1,819795.65
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0812,R2,871843.78
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0812,R3,856651.42
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0812,R1,1718603.32
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0812,R2,1733317.92
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0812,R3,1761995.48
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0812,R1,34398804.44
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0812,R2,31985937.2
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0812,R3,31788109.38
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0812,R1,1051048.66
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0812,R2,1166728.86
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0812,R3,638166.82
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0812,R1,2021907.73
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0812,R2,2140948.16
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0812,R3,2089373.38
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0812,R1,1376605.53
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0812,R2,1072681.5
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0812,R3,1104185.7
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0812,R1,1992788.03
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0812,R2,2126196.66
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0812,R3,2112303.36
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0812,R1,2692823.78
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0812,R2,2335279.28
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0812,R3,2129179.42
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0812,R1,166473.11
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0812,R2,177638.56
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0812,R3,149641.4
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0812,R1,233133.01
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0812,R2,366229.5
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0812,R3,248175.76
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0812,R1,906004.32
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0812,R2,764217.52
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0812,R3,691050.34
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0812,R1,461937.22
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0812,R2,661399.7
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0812,R3,600396
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0812,R1,4361.62
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0812,R2,106056.9
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0812,R3,23670.68
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0812,R1,4361.62
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0812,R2,5678.92
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0812,R3,3603.36
Q88M18,Q88M18_PSEPK,Bola,DNA-binding transcriptional dual regulator,PP_0812,R1,40729.5
Q88M18,Q88M18_PSEPK,Bola,DNA-binding transcriptional dual regulator,PP_0812,R2,52808.6
Q88M18,Q88M18_PSEPK,Bola,DNA-binding transcriptional dual regulator,PP_0812,R3,41983.6
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0812,R1,1180825.51
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0812,R2,1186201.26
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0812,R3,1145279.56
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0812,R1,421792.95
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0812,R2,432316
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0812,R3,332033.2
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0812,R1,545177.84
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0812,R2,554992.1
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0812,R3,612200.26
Q88M32,Q88M32_PSEPK,Actp-i,Acetate permease,PP_0812,R1,82389.92
Q88M32,Q88M32_PSEPK,Actp-i,Acetate permease,PP_0812,R2,45163.68
Q88M32,Q88M32_PSEPK,Actp-i,Acetate permease,PP_0812,R3,28602.94
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0812,R1,389313.67
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0812,R2,552612.92
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0812,R3,252918.34
Q88M37,Q88M37_PSEPK,Pp_1738,Serine/threonine protein kinase,PP_0812,R1,6542.43
Q88M37,Q88M37_PSEPK,Pp_1738,Serine/threonine protein kinase,PP_0812,R2,52016.32
Q88M37,Q88M37_PSEPK,Pp_1738,Serine/threonine protein kinase,PP_0812,R3,325161.88
Q88M41,MINC_PSEPK,Minc,Probable septum site-determining protein MinC,PP_0812,R1,96493.3
Q88M41,MINC_PSEPK,Minc,Probable septum site-determining protein MinC,PP_0812,R2,51673.36
Q88M41,MINC_PSEPK,Minc,Probable septum site-determining protein MinC,PP_0812,R3,50561.78
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0812,R1,2257553.2
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0812,R2,2072094.22
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0812,R3,2018860.88
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0812,R1,517146
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0812,R2,484673.7
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0812,R3,497637.1
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0812,R1,609344.64
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0812,R2,442475.3
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0812,R3,363448.68
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0812,R1,311331.88
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0812,R2,320569.78
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0812,R3,478827.82
Q88M52,Q88M52_PSEPK,Pp_1722,"ABC transporter, ATP-binding protein",PP_0812,R1,4361.62
Q88M52,Q88M52_PSEPK,Pp_1722,"ABC transporter, ATP-binding protein",PP_0812,R2,40162.56
Q88M52,Q88M52_PSEPK,Pp_1722,"ABC transporter, ATP-binding protein",PP_0812,R3,45963.38
Q88M53,Q88M53_PSEPK,Pp_1721,Phosphoserine phosphatase,PP_0812,R1,6542.43
Q88M53,Q88M53_PSEPK,Pp_1721,Phosphoserine phosphatase,PP_0812,R2,62170.66
Q88M53,Q88M53_PSEPK,Pp_1721,Phosphoserine phosphatase,PP_0812,R3,36972.86
Q88M54,Q88M54_PSEPK,Pp_1720,"Alcohol dehydrogenase, zinc-containing",PP_0812,R1,693190.23
Q88M54,Q88M54_PSEPK,Pp_1720,"Alcohol dehydrogenase, zinc-containing",PP_0812,R2,508946.98
Q88M54,Q88M54_PSEPK,Pp_1720,"Alcohol dehydrogenase, zinc-containing",PP_0812,R3,439051.12
Q88M55,Q88M55_PSEPK,Prc,Tail-specific protease prc,PP_0812,R1,3681122.78
Q88M55,Q88M55_PSEPK,Prc,Tail-specific protease prc,PP_0812,R2,3582640.86
Q88M55,Q88M55_PSEPK,Prc,Tail-specific protease prc,PP_0812,R3,3337018.34
Q88M58,Q88M58_PSEPK,Pp_1716,"Transcriptional regulator, Cro/CI family",PP_0812,R1,2180.81
Q88M58,Q88M58_PSEPK,Pp_1716,"Transcriptional regulator, Cro/CI family",PP_0812,R2,2839.46
Q88M58,Q88M58_PSEPK,Pp_1716,"Transcriptional regulator, Cro/CI family",PP_0812,R3,105483
Q88M59,Q88M59_PSEPK,Pp_1715,DUF1232 domain-containing protein,PP_0812,R1,2180.81
Q88M59,Q88M59_PSEPK,Pp_1715,DUF1232 domain-containing protein,PP_0812,R2,2839.46
Q88M59,Q88M59_PSEPK,Pp_1715,DUF1232 domain-containing protein,PP_0812,R3,1801.68
Q88M60,Q88M60_PSEPK,Fklb-ii,Peptidyl-prolyl cis-trans isomerase,PP_0812,R1,2576464.12
Q88M60,Q88M60_PSEPK,Fklb-ii,Peptidyl-prolyl cis-trans isomerase,PP_0812,R2,2225085.38
Q88M60,Q88M60_PSEPK,Fklb-ii,Peptidyl-prolyl cis-trans isomerase,PP_0812,R3,2510269.88
Q88M72,RDGC_PSEPK,Rdgc,Recombination-associated protein RdgC,PP_0812,R1,1721386.25
Q88M72,RDGC_PSEPK,Rdgc,Recombination-associated protein RdgC,PP_0812,R2,1529660.3
Q88M72,RDGC_PSEPK,Rdgc,Recombination-associated protein RdgC,PP_0812,R3,1486709.56
Q88M79,Q88M79_PSEPK,Pp_1695,histidine kinase,PP_0812,R1,30531.34
Q88M79,Q88M79_PSEPK,Pp_1695,histidine kinase,PP_0812,R2,186378.33
Q88M79,Q88M79_PSEPK,Pp_1695,histidine kinase,PP_0812,R3,118665.74
Q88M80,Q88M80_PSEPK,Rmuc,DNA recombination limiting inversions protein,PP_0812,R1,340717
Q88M80,Q88M80_PSEPK,Rmuc,DNA recombination limiting inversions protein,PP_0812,R2,2839.46
Q88M80,Q88M80_PSEPK,Rmuc,DNA recombination limiting inversions protein,PP_0812,R3,1801.68
Q88M85,Q88M85_PSEPK,Pp_1689,Long-chain fatty acid transporter,PP_0812,R1,311886.31
Q88M85,Q88M85_PSEPK,Pp_1689,Long-chain fatty acid transporter,PP_0812,R2,237282.92
Q88M85,Q88M85_PSEPK,Pp_1689,Long-chain fatty acid transporter,PP_0812,R3,152183.36
Q88M88,Q88M88_PSEPK,Pp_1686,Glutathione peroxidase,PP_0812,R1,50804.85
Q88M88,Q88M88_PSEPK,Pp_1686,Glutathione peroxidase,PP_0812,R2,140683.3
Q88M88,Q88M88_PSEPK,Pp_1686,Glutathione peroxidase,PP_0812,R3,10810.08
Q88MA6,Q88MA6_PSEPK,Hda,Regulator of DnaA that prevents premature reinitiation of DNA replication,PP_0812,R1,126197.5
Q88MA6,Q88MA6_PSEPK,Hda,Regulator of DnaA that prevents premature reinitiation of DNA replication,PP_0812,R2,132112.2
Q88MA6,Q88MA6_PSEPK,Hda,Regulator of DnaA that prevents premature reinitiation of DNA replication,PP_0812,R3,86856.18
Q88MA8,Q88MA8_PSEPK,Pp_1666,DUF2066 domain-containing protein,PP_0812,R1,221079.74
Q88MA8,Q88MA8_PSEPK,Pp_1666,DUF2066 domain-containing protein,PP_0812,R2,166266.84
Q88MA8,Q88MA8_PSEPK,Pp_1666,DUF2066 domain-containing protein,PP_0812,R3,129425.06
Q88MA9,PUR5_PSEPK,Purm,Phosphoribosylformylglycinamidine cyclo-ligase,PP_0812,R1,2012251.46
Q88MA9,PUR5_PSEPK,Purm,Phosphoribosylformylglycinamidine cyclo-ligase,PP_0812,R2,1922357.14
Q88MA9,PUR5_PSEPK,Purm,Phosphoribosylformylglycinamidine cyclo-ligase,PP_0812,R3,2044392.94
Q88MB0,Q88MB0_PSEPK,Purn,Phosphoribosylglycinamide formyltransferase,PP_0812,R1,4361.62
Q88MB0,Q88MB0_PSEPK,Purn,Phosphoribosylglycinamide formyltransferase,PP_0812,R2,116671.1
Q88MB0,Q88MB0_PSEPK,Purn,Phosphoribosylglycinamide formyltransferase,PP_0812,R3,103781.6
Q88MB1,Q88MB1_PSEPK,Pp_1663,Dehydrogenase,PP_0812,R1,536576.35
Q88MB1,Q88MB1_PSEPK,Pp_1663,Dehydrogenase,PP_0812,R2,397007.86
Q88MB1,Q88MB1_PSEPK,Pp_1663,Dehydrogenase,PP_0812,R3,402770.18
Q88MB6,Q88MB6_PSEPK,Pp_1658,Nucleoprotein/polynucleotide-associated enzyme,PP_0812,R1,352102.62
Q88MB6,Q88MB6_PSEPK,Pp_1658,Nucleoprotein/polynucleotide-associated enzyme,PP_0812,R2,221060.78
Q88MB6,Q88MB6_PSEPK,Pp_1658,Nucleoprotein/polynucleotide-associated enzyme,PP_0812,R3,355510.04
Q88MB7,Q88MB7_PSEPK,Mazg,Modified nucleoside triphosphate pyrophosphohydrolase,PP_0812,R1,102863.8
Q88MB7,Q88MB7_PSEPK,Mazg,Modified nucleoside triphosphate pyrophosphohydrolase,PP_0812,R2,87518.3
Q88MB7,Q88MB7_PSEPK,Mazg,Modified nucleoside triphosphate pyrophosphohydrolase,PP_0812,R3,104810.6
Q88MB8,Q88MB8_PSEPK,Rela,GTP pyrophosphokinase,PP_0812,R1,2015034.81
Q88MB8,Q88MB8_PSEPK,Rela,GTP pyrophosphokinase,PP_0812,R2,3322853.04
Q88MB8,Q88MB8_PSEPK,Rela,GTP pyrophosphokinase,PP_0812,R3,3080666.18
Q88MB9,RLMD_PSEPK,Rlmd,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,PP_0812,R1,4361.62
Q88MB9,RLMD_PSEPK,Rlmd,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,PP_0812,R2,5678.92
Q88MB9,RLMD_PSEPK,Rlmd,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,PP_0812,R3,3603.36
Q88MC0,Q88MC0_PSEPK,Cysm,Cysteine synthase,PP_0812,R1,428710.4
Q88MC0,Q88MC0_PSEPK,Cysm,Cysteine synthase,PP_0812,R2,439215.4
Q88MC0,Q88MC0_PSEPK,Cysm,Cysteine synthase,PP_0812,R3,404992.08
Q88MC5,Q88MC5_PSEPK,Pp_1648,Uncharacterized protein,PP_0812,R1,2180.81
Q88MC5,Q88MC5_PSEPK,Pp_1648,Uncharacterized protein,PP_0812,R2,2839.46
Q88MC5,Q88MC5_PSEPK,Pp_1648,Uncharacterized protein,PP_0812,R3,1801.68
Q88MC7,Q88MC7_PSEPK,Pp_1646,Thioredoxin,PP_0812,R1,283218.32
Q88MC7,Q88MC7_PSEPK,Pp_1646,Thioredoxin,PP_0812,R2,368941.2
Q88MC7,Q88MC7_PSEPK,Pp_1646,Thioredoxin,PP_0812,R3,198718.14
Q88MC9,Q88MC9_PSEPK,Pp_1644,NAD(P)H dehydrogenase (Quinone),PP_0812,R1,66322.81
Q88MC9,Q88MC9_PSEPK,Pp_1644,NAD(P)H dehydrogenase (Quinone),PP_0812,R2,200700
Q88MC9,Q88MC9_PSEPK,Pp_1644,NAD(P)H dehydrogenase (Quinone),PP_0812,R3,79645.98
Q88MD0,Q88MD0_PSEPK,Pp_1643,DUF2069 domain-containing protein,PP_0812,R1,34075.4
Q88MD0,Q88MD0_PSEPK,Pp_1643,DUF2069 domain-containing protein,PP_0812,R2,43273.3
Q88MD0,Q88MD0_PSEPK,Pp_1643,DUF2069 domain-containing protein,PP_0812,R3,1801.68
Q88MD2,TTCA_PSEPK,Ttca,tRNA-cytidine(32) 2-sulfurtransferase,PP_0812,R1,49438.01
Q88MD2,TTCA_PSEPK,Ttca,tRNA-cytidine(32) 2-sulfurtransferase,PP_0812,R2,38626.56
Q88MD2,TTCA_PSEPK,Ttca,tRNA-cytidine(32) 2-sulfurtransferase,PP_0812,R3,50491.98
Q88MD5,Q88MD5_PSEPK,Fpr-i,ferredoxin--NADP(+) reductase,PP_0812,R1,2159146.76
Q88MD5,Q88MD5_PSEPK,Fpr-i,ferredoxin--NADP(+) reductase,PP_0812,R2,2147818.38
Q88MD5,Q88MD5_PSEPK,Fpr-i,ferredoxin--NADP(+) reductase,PP_0812,R3,1961581.6
Q88MD7,Q88MD7_PSEPK,Dgka-i,Diacylglycerol kinase,PP_0812,R1,56751.7
Q88MD7,Q88MD7_PSEPK,Dgka-i,Diacylglycerol kinase,PP_0812,R2,2839.46
Q88MD7,Q88MD7_PSEPK,Dgka-i,Diacylglycerol kinase,PP_0812,R3,132684
Q88MD8,Q88MD8_PSEPK,Pp_1635,DNA-binding response regulator,PP_0812,R1,460442.75
Q88MD8,Q88MD8_PSEPK,Pp_1635,DNA-binding response regulator,PP_0812,R2,650726.7
Q88MD8,Q88MD8_PSEPK,Pp_1635,DNA-binding response regulator,PP_0812,R3,503423.12
Q88ME0,Q88ME0_PSEPK,Pp_1633,Quorum-sensing-regulated virulence factor,PP_0812,R1,50132.9
Q88ME0,Q88ME0_PSEPK,Pp_1633,Quorum-sensing-regulated virulence factor,PP_0812,R2,68199.4
Q88ME0,Q88ME0_PSEPK,Pp_1633,Quorum-sensing-regulated virulence factor,PP_0812,R3,56392.5
Q88ME2,Q88ME2_PSEPK,Pp_1631,AMP nucleosidase,PP_0812,R1,37057.31
Q88ME2,Q88ME2_PSEPK,Pp_1631,AMP nucleosidase,PP_0812,R2,5678.92
Q88ME2,Q88ME2_PSEPK,Pp_1631,AMP nucleosidase,PP_0812,R3,3603.36
Q88ME4,RECA_PSEPK,Reca,Protein RecA,PP_0812,R1,3657475.13
Q88ME4,RECA_PSEPK,Reca,Protein RecA,PP_0812,R2,3909235.3
Q88ME4,RECA_PSEPK,Reca,Protein RecA,PP_0812,R3,3647154.84
Q88ME5,Q88ME5_PSEPK,Pncc,Nicotinamide-nucleotide amidohydrolase PncC,PP_0812,R1,66911.03
Q88ME5,Q88ME5_PSEPK,Pncc,Nicotinamide-nucleotide amidohydrolase PncC,PP_0812,R2,245326.06
Q88ME5,Q88ME5_PSEPK,Pncc,Nicotinamide-nucleotide amidohydrolase PncC,PP_0812,R3,273805.28
Q88ME7,MUTS_PSEPK,Muts,DNA mismatch repair protein MutS,PP_0812,R1,1211261.07
Q88ME7,MUTS_PSEPK,Muts,DNA mismatch repair protein MutS,PP_0812,R2,1778282.92
Q88ME7,MUTS_PSEPK,Muts,DNA mismatch repair protein MutS,PP_0812,R3,1851367.74
Q88ME8,Q88ME8_PSEPK,Rpos,RNA polymerase sigma factor RpoS,PP_0812,R1,120040.43
Q88ME8,Q88ME8_PSEPK,Rpos,RNA polymerase sigma factor RpoS,PP_0812,R2,188365.92
Q88ME8,Q88ME8_PSEPK,Rpos,RNA polymerase sigma factor RpoS,PP_0812,R3,160345.84
Q88ME9,Q88ME9_PSEPK,Pp_1622,"Metallopeptidase, M23B subfamily",PP_0812,R1,4361.62
Q88ME9,Q88ME9_PSEPK,Pp_1622,"Metallopeptidase, M23B subfamily",PP_0812,R2,18310.66
Q88ME9,Q88ME9_PSEPK,Pp_1622,"Metallopeptidase, M23B subfamily",PP_0812,R3,21449.3
Q88MF0,PIMT_PSEPK,Pcm,Protein-L-isoaspartate O-methyltransferase,PP_0812,R1,2180.81
Q88MF0,PIMT_PSEPK,Pcm,Protein-L-isoaspartate O-methyltransferase,PP_0812,R2,2839.46
Q88MF0,PIMT_PSEPK,Pcm,Protein-L-isoaspartate O-methyltransferase,PP_0812,R3,1801.68
Q88MF1,SURE_PSEPK,Sure,5'-nucleotidase SurE,PP_0812,R1,149084.81
Q88MF1,SURE_PSEPK,Sure,5'-nucleotidase SurE,PP_0812,R2,186550.86
Q88MF1,SURE_PSEPK,Sure,5'-nucleotidase SurE,PP_0812,R3,83233.46
Q88MF2,TRUD_PSEPK,Trud,tRNA pseudouridine synthase D,PP_0812,R1,63945.81
Q88MF2,TRUD_PSEPK,Trud,tRNA pseudouridine synthase D,PP_0812,R2,199573
Q88MF2,TRUD_PSEPK,Trud,tRNA pseudouridine synthase D,PP_0812,R3,73430.28
Q88MF3,ISPF_PSEPK,Ispf,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",PP_0812,R1,37592.22
Q88MF3,ISPF_PSEPK,Ispf,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",PP_0812,R2,126333.4
Q88MF3,ISPF_PSEPK,Ispf,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",PP_0812,R3,66283.58
Q88MF5,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0812,R1,339260.53
Q88MF5,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0812,R2,356760.38
Q88MF5,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0812,R3,298191.24
Q88MF9,ENO_PSEPK,Eno,Enolase,PP_0812,R1,6651284.72
Q88MF9,ENO_PSEPK,Eno,Enolase,PP_0812,R2,6114850.92
Q88MF9,ENO_PSEPK,Eno,Enolase,PP_0812,R3,6202645.96
Q88MG0,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0812,R1,552300.53
Q88MG0,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0812,R2,918470.12
Q88MG0,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0812,R3,471808.34
Q88MG1,PYRG_PSEPK,Pyrg,CTP synthase,PP_0812,R1,4746906.34
Q88MG1,PYRG_PSEPK,Pyrg,CTP synthase,PP_0812,R2,4914225.6
Q88MG1,PYRG_PSEPK,Pyrg,CTP synthase,PP_0812,R3,5021780.72
Q88MG4,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0812,R1,2160020.83
Q88MG4,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0812,R2,1922078.98
Q88MG4,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0812,R3,2061958.08
Q88MG5,Q88MG5_PSEPK,Dnaea,DNA polymerase III subunit alpha,PP_0812,R1,50184.31
Q88MG5,Q88MG5_PSEPK,Dnaea,DNA polymerase III subunit alpha,PP_0812,R2,68370.5
Q88MG5,Q88MG5_PSEPK,Dnaea,DNA polymerase III subunit alpha,PP_0812,R3,21282.28
Q88MG7,LPXB_PSEPK,Lpxb,Lipid-A-disaccharide synthase,PP_0812,R1,190863.92
Q88MG7,LPXB_PSEPK,Lpxb,Lipid-A-disaccharide synthase,PP_0812,R2,76516.88
Q88MG7,LPXB_PSEPK,Lpxb,Lipid-A-disaccharide synthase,PP_0812,R3,56215.64
Q88MG8,LPXA_PSEPK,Lpxa,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,PP_0812,R1,142457.23
Q88MG8,LPXA_PSEPK,Lpxa,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,PP_0812,R2,164501.28
Q88MG8,LPXA_PSEPK,Lpxa,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,PP_0812,R3,193697.56
Q88MG9,FABZ_PSEPK,Fabz,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,PP_0812,R1,1155480.91
Q88MG9,FABZ_PSEPK,Fabz,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,PP_0812,R2,1054005.66
Q88MG9,FABZ_PSEPK,Fabz,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,PP_0812,R3,1119582.4
