Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88K95,Q88K95_PSEPK,Pp_2396,DUF4174 domain-containing protein,PP_0815,R3,1502949.2,0.031895016,-1.496277178
Q88KA3,Q88KA3_PSEPK,Pp_2387,SGNH/GDSL hydrolase family protein,PP_0812_15,R1,14357.2,0.000310767,-3.507565287
Q88KA3,Q88KA3_PSEPK,Pp_2387,SGNH/GDSL hydrolase family protein,PP_0812_15,R2,15985.4,0.000343199,-3.464453477
Q88KA3,Q88KA3_PSEPK,Pp_2387,SGNH/GDSL hydrolase family protein,PP_0812_15,R3,11843.1,0.000256777,-3.590444364
Q88KA3,Q88KA3_PSEPK,Pp_2387,SGNH/GDSL hydrolase family protein,PP_0815,R1,91934.66667,0.00183912,-2.735389816
Q88KA3,Q88KA3_PSEPK,Pp_2387,SGNH/GDSL hydrolase family protein,PP_0815,R2,81112.13333,0.001674874,-2.776017828
Q88KA3,Q88KA3_PSEPK,Pp_2387,SGNH/GDSL hydrolase family protein,PP_0815,R3,216470.2,0.004593848,-2.337823361
Q88KB0,Q88KB0_PSEPK,Pp_2380,Transporter,PP_0812_15,R1,1868042.667,0.04043447,-1.393248246
Q88KB0,Q88KB0_PSEPK,Pp_2380,Transporter,PP_0812_15,R2,1563990.267,0.033578173,-1.473942939
Q88KB0,Q88KB0_PSEPK,Pp_2380,Transporter,PP_0812_15,R3,1961228.733,0.04252247,-1.371381513
Q88KB0,Q88KB0_PSEPK,Pp_2380,Transporter,PP_0815,R1,2313659.667,0.046283943,-1.334569647
Q88KB0,Q88KB0_PSEPK,Pp_2380,Transporter,PP_0815,R2,2332206,0.048157425,-1.317336744
Q88KB0,Q88KB0_PSEPK,Pp_2380,Transporter,PP_0815,R3,2420672.667,0.051370594,-1.289285413
Q88KB1,Q88KB1_PSEPK,Pp_2379,Cytochrome oxidase biogenesis protein,PP_0812_15,R1,47833.53333,0.001035374,-2.984902575
Q88KB1,Q88KB1_PSEPK,Pp_2379,Cytochrome oxidase biogenesis protein,PP_0812_15,R2,63208.06667,0.001357049,-2.867404478
Q88KB1,Q88KB1_PSEPK,Pp_2379,Cytochrome oxidase biogenesis protein,PP_0812_15,R3,45055.43333,0.000976871,-3.01016259
Q88KB1,Q88KB1_PSEPK,Pp_2379,Cytochrome oxidase biogenesis protein,PP_0815,R1,621911.5,0.01244112,-1.905140535
Q88KB1,Q88KB1_PSEPK,Pp_2379,Cytochrome oxidase biogenesis protein,PP_0815,R2,480808.4,0.009928151,-2.003131606
Q88KB1,Q88KB1_PSEPK,Pp_2379,Cytochrome oxidase biogenesis protein,PP_0815,R3,486440.1667,0.010323048,-1.986192051
Q88KB2,NFUA_PSEPK,Nfua,Fe/S biogenesis protein NfuA,PP_0812_15,R1,495755.3333,0.010730806,-1.969367642
Q88KB2,NFUA_PSEPK,Nfua,Fe/S biogenesis protein NfuA,PP_0812_15,R2,104791.9333,0.002249836,-2.647849132
Q88KB2,NFUA_PSEPK,Nfua,Fe/S biogenesis protein NfuA,PP_0812_15,R3,81207.73333,0.001760709,-2.754312372
Q88KB2,NFUA_PSEPK,Nfua,Fe/S biogenesis protein NfuA,PP_0815,R1,222291.1667,0.004446856,-2.351946917
Q88KB2,NFUA_PSEPK,Nfua,Fe/S biogenesis protein NfuA,PP_0815,R2,624819.3333,0.012901815,-1.889349193
Q88KB2,NFUA_PSEPK,Nfua,Fe/S biogenesis protein NfuA,PP_0815,R3,580238,0.01231359,-1.909615312
Q88KB4,Q88KB4_PSEPK,Cti,Esterified fatty acid cis/trans isomerase,PP_0812_15,R1,368580.4,0.007978058,-2.098102801
Q88KB4,Q88KB4_PSEPK,Cti,Esterified fatty acid cis/trans isomerase,PP_0812_15,R2,444902.4667,0.009551857,-2.019912171
Q88KB4,Q88KB4_PSEPK,Cti,Esterified fatty acid cis/trans isomerase,PP_0812_15,R3,402598.9333,0.008728967,-2.059037141
Q88KB4,Q88KB4_PSEPK,Cti,Esterified fatty acid cis/trans isomerase,PP_0815,R1,534328.8333,0.010689059,-1.971060512
Q88KB4,Q88KB4_PSEPK,Cti,Esterified fatty acid cis/trans isomerase,PP_0815,R2,413607.4,0.008540527,-2.068515352
Q88KB4,Q88KB4_PSEPK,Cti,Esterified fatty acid cis/trans isomerase,PP_0815,R3,510287.6667,0.010829131,-1.965406407
Q88KB5,Q88KB5_PSEPK,Meth,Methionine synthase,PP_0812_15,R1,1180908.067,0.025561189,-1.592418948
Q88KB5,Q88KB5_PSEPK,Meth,Methionine synthase,PP_0812_15,R2,1668661.8,0.035825424,-1.445808661
Q88KB5,Q88KB5_PSEPK,Meth,Methionine synthase,PP_0812_15,R3,1650614.367,0.035787871,-1.44626414
Q88KB5,Q88KB5_PSEPK,Meth,Methionine synthase,PP_0815,R1,2230604,0.044622444,-1.350446646
Q88KB5,Q88KB5_PSEPK,Meth,Methionine synthase,PP_0815,R2,1000602.067,0.020661305,-1.684842257
Q88KB5,Q88KB5_PSEPK,Meth,Methionine synthase,PP_0815,R3,1703202.667,0.036144719,-1.441955151
Q88KB9,Q88KB9_PSEPK,Cysi,"Sulphite reductase hemoprotein, beta subunit",PP_0812_15,R1,9816666.667,0.212485357,-0.672670993
Q88KB9,Q88KB9_PSEPK,Cysi,"Sulphite reductase hemoprotein, beta subunit",PP_0812_15,R2,9803333.333,0.210473191,-0.676803215
Q88KB9,Q88KB9_PSEPK,Cysi,"Sulphite reductase hemoprotein, beta subunit",PP_0812_15,R3,10503333.33,0.227728501,-0.642582612
Q88KB9,Q88KB9_PSEPK,Cysi,"Sulphite reductase hemoprotein, beta subunit",PP_0815,R1,9263333.333,0.185309707,-0.73210183
Q88KB9,Q88KB9_PSEPK,Cysi,"Sulphite reductase hemoprotein, beta subunit",PP_0815,R2,10053333.33,0.207590001,-0.68279357
Q88KB9,Q88KB9_PSEPK,Cysi,"Sulphite reductase hemoprotein, beta subunit",PP_0815,R3,10390000,0.220492625,-0.656605932
Q88KC0,Q88KC0_PSEPK,Pp_2370,DUF934 domain-containing protein,PP_0812_15,R1,1050388.4,0.022736043,-1.643285121
Q88KC0,Q88KC0_PSEPK,Pp_2370,DUF934 domain-containing protein,PP_0812_15,R2,1097323.6,0.023559048,-1.627842265
Q88KC0,Q88KC0_PSEPK,Pp_2370,DUF934 domain-containing protein,PP_0812_15,R3,1133194.367,0.024569405,-1.609605354
Q88KC0,Q88KC0_PSEPK,Pp_2370,DUF934 domain-containing protein,PP_0815,R1,1169478.333,0.023395,-1.630876942
Q88KC0,Q88KC0_PSEPK,Pp_2370,DUF934 domain-containing protein,PP_0815,R2,1329961.667,0.027462209,-1.561264529
Q88KC0,Q88KC0_PSEPK,Pp_2370,DUF934 domain-containing protein,PP_0815,R3,1342624.333,0.028492663,-1.545266965
Q88KC6,Q88KC6_PSEPK,Pp_2364,Peptidase M14 carboxypeptidase A domain-containing protein,PP_0812_15,R1,729137.6667,0.015782453,-1.801825503
Q88KC6,Q88KC6_PSEPK,Pp_2364,Peptidase M14 carboxypeptidase A domain-containing protein,PP_0812_15,R2,776459,0.016670228,-1.778058457
Q88KC6,Q88KC6_PSEPK,Pp_2364,Peptidase M14 carboxypeptidase A domain-containing protein,PP_0812_15,R3,775667.6667,0.016817674,-1.774234072
Q88KC6,Q88KC6_PSEPK,Pp_2364,Peptidase M14 carboxypeptidase A domain-containing protein,PP_0815,R1,999081,0.019986262,-1.699268422
Q88KC6,Q88KC6_PSEPK,Pp_2364,Peptidase M14 carboxypeptidase A domain-containing protein,PP_0815,R2,818631.3333,0.016903814,-1.772015289
Q88KC6,Q88KC6_PSEPK,Pp_2364,Peptidase M14 carboxypeptidase A domain-containing protein,PP_0815,R3,556521.8667,0.011810295,-1.927739246
Q88KC9,Q88KC9_PSEPK,Pp_2361,Chaperone protein,PP_0812_15,R1,340006.4667,0.007359565,-2.13314786
Q88KC9,Q88KC9_PSEPK,Pp_2361,Chaperone protein,PP_0812_15,R2,15985.4,0.000343199,-3.464453477
Q88KC9,Q88KC9_PSEPK,Pp_2361,Chaperone protein,PP_0812_15,R3,11843.1,0.000256777,-3.590444364
Q88KC9,Q88KC9_PSEPK,Pp_2361,Chaperone protein,PP_0815,R1,1392214.667,0.027850762,-1.555162918
Q88KC9,Q88KC9_PSEPK,Pp_2361,Chaperone protein,PP_0815,R2,964336.3333,0.019912458,-1.700875122
Q88KC9,Q88KC9_PSEPK,Pp_2361,Chaperone protein,PP_0815,R3,970664.3333,0.020599069,-1.686152407
Q88KD4,Q88KD4_PSEPK,Pp_2356,histidine kinase,PP_0812_15,R1,569457.4,0.012326115,-1.909173797
Q88KD4,Q88KD4_PSEPK,Pp_2356,histidine kinase,PP_0812_15,R2,15985.4,0.000343199,-3.464453477
Q88KD4,Q88KD4_PSEPK,Pp_2356,histidine kinase,PP_0812_15,R3,472101.3667,0.010235887,-1.989874503
Q88KD4,Q88KD4_PSEPK,Pp_2356,histidine kinase,PP_0815,R1,824855,0.016500933,-1.782491511
Q88KD4,Q88KD4_PSEPK,Pp_2356,histidine kinase,PP_0815,R2,707322.3333,0.014605409,-1.835486281
Q88KD4,Q88KD4_PSEPK,Pp_2356,histidine kinase,PP_0815,R3,501030.4,0.010632676,-1.973357402
Q88KD5,Q88KD5_PSEPK,Pp_2355,Response regulator receiver protein,PP_0812_15,R1,58181.13333,0.001259352,-2.899852861
Q88KD5,Q88KD5_PSEPK,Pp_2355,Response regulator receiver protein,PP_0812_15,R2,129315.8,0.002776353,-2.556525394
Q88KD5,Q88KD5_PSEPK,Pp_2355,Response regulator receiver protein,PP_0812_15,R3,11843.1,0.000256777,-3.590444364
Q88KD5,Q88KD5_PSEPK,Pp_2355,Response regulator receiver protein,PP_0815,R1,161801.1333,0.003236774,-2.489887563
Q88KD5,Q88KD5_PSEPK,Pp_2355,Response regulator receiver protein,PP_0815,R2,276740,0.005714369,-2.243031716
Q88KD5,Q88KD5_PSEPK,Pp_2355,Response regulator receiver protein,PP_0815,R3,311931.6667,0.006619695,-2.179162014
Q88KF1,Q88KF1_PSEPK,Acnb,Aconitate hydratase B,PP_0812_15,R1,15233333.33,0.329731097,-0.481840092
Q88KF1,Q88KF1_PSEPK,Acnb,Aconitate hydratase B,PP_0812_15,R2,15333333.33,0.329199822,-0.482540408
Q88KF1,Q88KF1_PSEPK,Acnb,Aconitate hydratase B,PP_0812_15,R3,15800000,0.342568421,-0.465252674
Q88KF1,Q88KF1_PSEPK,Acnb,Aconitate hydratase B,PP_0815,R1,14800000,0.296068766,-0.528607407
Q88KF1,Q88KF1_PSEPK,Acnb,Aconitate hydratase B,PP_0815,R2,13300000,0.274630007,-0.561252011
Q88KF1,Q88KF1_PSEPK,Acnb,Aconitate hydratase B,PP_0815,R3,12333333.33,0.261733306,-0.58214101
Q88KF2,Q88KF2_PSEPK,Prpd,2-methylcitrate dehydratase,PP_0812_15,R1,97609.53333,0.002112794,-2.675142801
Q88KF2,Q88KF2_PSEPK,Prpd,2-methylcitrate dehydratase,PP_0812_15,R2,43919.9,0.000942941,-3.025515642
Q88KF2,Q88KF2_PSEPK,Prpd,2-methylcitrate dehydratase,PP_0812_15,R3,125320,0.002717131,-2.565889375
Q88KF2,Q88KF2_PSEPK,Prpd,2-methylcitrate dehydratase,PP_0815,R1,559617,0.01119494,-1.950978223
Q88KF2,Q88KF2_PSEPK,Prpd,2-methylcitrate dehydratase,PP_0815,R2,633093.3333,0.013072664,-1.883635912
Q88KF2,Q88KF2_PSEPK,Prpd,2-methylcitrate dehydratase,PP_0815,R3,112435.4,0.002386061,-2.62231841
Q88KF3,Q88KF3_PSEPK,Prpf,Aconitate isomerase,PP_0812_15,R1,637215.6667,0.013792767,-1.860348593
Q88KF3,Q88KF3_PSEPK,Prpf,Aconitate isomerase,PP_0812_15,R2,721229,0.015484465,-1.810103804
Q88KF3,Q88KF3_PSEPK,Prpf,Aconitate isomerase,PP_0812_15,R3,718367.6667,0.015575321,-1.807562984
Q88KF3,Q88KF3_PSEPK,Prpf,Aconitate isomerase,PP_0815,R1,702181.6667,0.014046896,-1.852419636
Q88KF3,Q88KF3_PSEPK,Prpf,Aconitate isomerase,PP_0815,R2,780750.3333,0.016121614,-1.792591474
Q88KF3,Q88KF3_PSEPK,Prpf,Aconitate isomerase,PP_0815,R3,871393,0.018492371,-1.733007412
Q88KF4,Q88KF4_PSEPK,Acna-ii,aconitate hydratase,PP_0812_15,R1,981452.4,0.021243898,-1.672765796
Q88KF4,Q88KF4_PSEPK,Acna-ii,aconitate hydratase,PP_0812_15,R2,1786666.667,0.038358936,-1.41613345
Q88KF4,Q88KF4_PSEPK,Acna-ii,aconitate hydratase,PP_0812_15,R3,1810000,0.039243598,-1.406231186
Q88KF4,Q88KF4_PSEPK,Acna-ii,aconitate hydratase,PP_0815,R1,1859942.333,0.037207489,-1.429369643
Q88KF4,Q88KF4_PSEPK,Acna-ii,aconitate hydratase,PP_0815,R2,1467005.333,0.030292006,-1.51867196
Q88KF4,Q88KF4_PSEPK,Acna-ii,aconitate hydratase,PP_0815,R3,1550000,0.03289351,-1.482889781
Q88KF5,Q88KF5_PSEPK,Prpc,Citrate synthase,PP_0812_15,R1,3360000,0.072728435,-1.13829576
Q88KF5,Q88KF5_PSEPK,Prpc,Citrate synthase,PP_0812_15,R2,3503333.333,0.075215003,-1.123695524
Q88KF5,Q88KF5_PSEPK,Prpc,Citrate synthase,PP_0812_15,R3,3751414.767,0.081336471,-1.089714677
Q88KF5,Q88KF5_PSEPK,Prpc,Citrate synthase,PP_0815,R1,3543333.333,0.07088313,-1.149457112
Q88KF5,Q88KF5_PSEPK,Prpc,Citrate synthase,PP_0815,R2,3486666.667,0.071995736,-1.142693222
Q88KF5,Q88KF5_PSEPK,Prpc,Citrate synthase,PP_0815,R3,3252712.333,0.069027823,-1.160975823
Q88KF6,Q88KF6_PSEPK,Prpb,2-methylisocitrate lyase,PP_0812_15,R1,1482794.4,0.03209563,-1.4935541
Q88KF6,Q88KF6_PSEPK,Prpb,2-methylisocitrate lyase,PP_0812_15,R2,977323.6,0.020982701,-1.678138599
Q88KF6,Q88KF6_PSEPK,Prpb,2-methylisocitrate lyase,PP_0812_15,R3,1374562.067,0.02980263,-1.525745406
Q88KF6,Q88KF6_PSEPK,Prpb,2-methylisocitrate lyase,PP_0815,R1,1798973.667,0.035987832,-1.443844316
Q88KF6,Q88KF6_PSEPK,Prpb,2-methylisocitrate lyase,PP_0815,R2,1337870.8,0.027625524,-1.558689477
Q88KF6,Q88KF6_PSEPK,Prpb,2-methylisocitrate lyase,PP_0815,R3,1708927.333,0.036266205,-1.440497883
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0812_15,R1,1505205,0.032580715,-1.487039385
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0812_15,R2,1313199.467,0.028193806,-1.549846287
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0812_15,R3,1554509,0.033704158,-1.47231652
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0815,R1,1221039,0.024426453,-1.612139587
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0815,R2,1343470.667,0.027741155,-1.556875464
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0815,R3,1314007.333,0.027885363,-1.55462369
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0812_15,R1,121521.5333,0.002630378,-2.579981797
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0812_15,R2,677366.4667,0.014542756,-1.837353292
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0812_15,R3,566616.3667,0.012285119,-1.910620646
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0815,R1,626077.8333,0.012524466,-1.902240795
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0815,R2,260656.1333,0.005382255,-2.269035704
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0815,R3,246160.4,0.005223922,-2.28200329
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0812_15,R1,1901452.4,0.041157636,-1.38554958
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0812_15,R2,1805328.467,0.038759596,-1.411620755
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0812_15,R3,1465676.7,0.031778136,-1.497871577
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0815,R1,1602072.5,0.032048894,-1.494186957
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0815,R2,1679924,0.034688537,-1.459814018
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0815,R3,1586847.2,0.033675467,-1.472686369
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0812_15,R1,3127163.333,0.067688599,-1.169484472
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0812_15,R2,3281995.133,0.07046297,-1.152039052
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0812_15,R3,3186666.667,0.069091859,-1.160573123
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0815,R1,2902072.5,0.058054934,-1.236160864
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0815,R2,2883935.4,0.059550015,-1.225118124
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0815,R3,2466666.667,0.052346661,-1.281111014
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812_15,R1,2010000,0.043507189,-1.36143898
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812_15,R2,2020000,0.043368498,-1.362825616
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812_15,R3,1953333.333,0.042351286,-1.3731334
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0815,R1,2043333.333,0.040876161,-1.388529902
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0815,R2,2080000,0.042949655,-1.367040317
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0815,R3,2063333.333,0.043787275,-1.358652085
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0812_15,R1,159666666.7,3.456043667,0.538579221
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0812_15,R2,133713333.3,2.870765579,0.45799773
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0812_15,R3,130810000,2.836162986,0.452731185
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0815,R1,189450000,3.789880248,0.578625487
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0815,R2,25988518.33,0.536633608,-0.270322132
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0815,R3,5143368.533,0.109150609,-0.961973836
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0812_15,R1,1350000,0.029221246,-1.534301269
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0812_15,R2,1483333.333,0.031846505,-1.496938229
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0812_15,R3,947215.6667,0.0205371,-1.687460888
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0815,R1,1736666.667,0.034741402,-1.459152654
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0815,R2,1450000,0.029940865,-1.52373565
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0815,R3,1486666.667,0.031549474,-1.501007875
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0812_15,R1,19142.93333,0.000414356,-3.382626551
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0812_15,R2,54210.6,0.001163877,-2.934092771
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0812_15,R3,15790.8,0.000342369,-3.465505628
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0815,R1,1175986.5,0.023525194,-1.628466786
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0815,R2,495940.4,0.01024061,-1.989674164
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0815,R3,1631879,0.034631115,-1.460533526
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0812_15,R1,836314.0667,0.018102325,-1.742265636
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0812_15,R2,672761.8,0.014443896,-1.840315661
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0812_15,R3,706048.3667,0.01530822,-1.815075308
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0815,R1,1128780,0.022580845,-1.646259816
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0815,R2,817420.0667,0.016878803,-1.772658357
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0815,R3,624176.4,0.013246034,-1.877914135
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0812_15,R1,566347.6667,0.012258803,-1.911551922
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0812_15,R2,315565.1333,0.006775043,-2.169087973
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0812_15,R3,362187.0333,0.007852775,-2.104976863
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0815,R1,575167.3333,0.011506019,-1.93907491
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0815,R2,698612,0.01442555,-1.840867611
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0815,R3,740163.3333,0.015707465,-1.803893912
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0812_15,R1,1325898,0.028699549,-1.542124922
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0812_15,R2,699573.4667,0.01501953,-1.823343656
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0812_15,R3,690759.0333,0.014976724,-1.824583188
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0815,R1,767009.5,0.015343754,-1.814068379
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0815,R2,589736.7333,0.012177399,-1.914445472
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0815,R3,618726.2,0.013130372,-1.881722973
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0812_15,R1,3966501,0.085856372,-1.066227469
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0812_15,R2,3879400.333,0.083288993,-1.079412386
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0812_15,R3,3476133,0.075367936,-1.122813376
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0815,R1,3524802.4,0.070512425,-1.151734347
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0815,R2,3759392,0.077627207,-1.109986039
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0815,R3,3627999.667,0.076992028,-1.113554241
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0812_15,R1,36391452.4,0.787706359,-0.103635649
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0812_15,R2,38001995.13,0.815885872,-0.088370587
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0812_15,R3,37930614.37,0.822394347,-0.084919884
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0815,R1,40525405.83,0.810696411,-0.09114175
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0815,R2,41159632,0.849900003,-0.070632169
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0815,R3,36375438.67,0.771945714,-0.11241324
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0812_15,R1,3618119.067,0.078315517,-1.106152183
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0812_15,R2,3398661.8,0.072967752,-1.136869035
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0812_15,R3,3470000,0.075234963,-1.123580286
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0815,R1,3722302.167,0.074463338,-1.128057497
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0815,R2,2780602.067,0.057416298,-1.240964811
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0815,R3,2460000,0.052205184,-1.282286372
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0812_15,R1,6424732,0.139065685,-0.856780021
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0812_15,R2,6630979,0.142364159,-0.846599333
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0812_15,R3,6224901.333,0.134965482,-0.869777289
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0815,R1,7823333.333,0.156503016,-0.805477287
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0815,R2,8120602.067,0.167681279,-0.775515423
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0815,R3,8349501.667,0.177189946,-0.751560924
Q88KJ0,CLPP_PSEPK,Clpp,ATP-dependent Clp protease proteolytic subunit,PP_0812_15,R1,2469571.467,0.053454782,-1.272013439
